ClusterID	Genes	Intervals	
Cluster_0835	Zm00001d041546,Zm00001d041545	0
Cluster_0836	Zm00001d041556,Zm00001d041553	0
Cluster_0837	Zm00001d041563,Zm00001d041559	2
Cluster_0838	Zm00001d041570,Zm00001d041571	0
Cluster_0839	Zm00001d039711,Zm00001d039712	0
Cluster_0840	Zm00001d041574,Zm00001d041573	0
Cluster_0841	Zm00001d041576,Zm00001d041580	2
Cluster_0842	Zm00001d039731,Zm00001d039729	1
Cluster_0843	Zm00001d041656,Zm00001d041663	3
Cluster_0844	Zm00001d041684,Zm00001d041678	3
Cluster_0845	Zm00001d039749,Zm00001d039754	2
Cluster_0846	Zm00001d041776,Zm00001d041777	0
Cluster_0847	Zm00001d041806,Zm00001d041808	0
Cluster_0848	Zm00001d041809,Zm00001d041810,Zm00001d041811	0,0
Cluster_0849	Zm00001d041816,Zm00001d041817	0
Cluster_0850	Zm00001d041842,Zm00001d041836,Zm00001d041843	4,0
Cluster_0851	Zm00001d039758,Zm00001d039762	1
Cluster_0852	Zm00001d041904,Zm00001d041907	2
Cluster_0853	Zm00001d041938,Zm00001d041941	2
Cluster_0854	Zm00001d041987,Zm00001d041985,Zm00001d041984	0,1
Cluster_0855	Zm00001d041998,Zm00001d041996,Zm00001d041997	0,0
Cluster_0856	Zm00001d042019,Zm00001d042022	1
Cluster_0857	Zm00001d042072,Zm00001d042071	0
Cluster_0858	Zm00001d042080,Zm00001d042078	0
Cluster_0859	Zm00001d039795,Zm00001d039799	2
Cluster_0860	Zm00001d042088,Zm00001d042090	1
Cluster_0861	Zm00001d042095,Zm00001d042098,Zm00001d042099,Zm00001d042104,Zm00001d042096,Zm00001d042102,Zm00001d042101,Zm00001d042100	0,1,0,0,0,0,1
Cluster_0862	Zm00001d042107,Zm00001d042108	0
Cluster_0863	Zm00001d042114,Zm00001d042115	0
Cluster_0864	Zm00001d042122,Zm00001d042125,Zm00001d042123	0,0
Cluster_0865	Zm00001d042128,Zm00001d042130	0
Cluster_0866	Zm00001d042134,Zm00001d042136,Zm00001d042135	0,0
Cluster_0867	Zm00001d042137,Zm00001d042141,Zm00001d042140,Zm00001d042143,Zm00001d042138	0,1,0,1
Cluster_0868	Zm00001d042148,Zm00001d042147	0
Cluster_0869	Zm00001d039807,Zm00001d039805,Zm00001d039817,Zm00001d039802,Zm00001d039803,Zm00001d039818,Zm00001d039796	3,0,0,0,7,0
Cluster_0870	Zm00001d042150,Zm00001d042151	0
Cluster_0871	Zm00001d042156,Zm00001d042165	5
Cluster_0872	Zm00001d042169,Zm00001d042173	2
Cluster_0873	Zm00001d042172,Zm00001d042175,Zm00001d042178	2,1
Cluster_0874	Zm00001d042189,Zm00001d042190	0
Cluster_0875	Zm00001d042196,Zm00001d042197	0
Cluster_0876	Zm00001d042207,Zm00001d042210,Zm00001d042209,Zm00001d042204	1,0,0
Cluster_0877	Zm00001d039816,Zm00001d039808,Zm00001d039810	0,4
Cluster_0878	Zm00001d042229,Zm00001d042226,Zm00001d042231	1,0
Cluster_0879	Zm00001d042237,Zm00001d042239	0
Cluster_0880	Zm00001d042275,Zm00001d042274	0
Cluster_0881	Zm00001d042281,Zm00001d042279,Zm00001d042276	2,0
Cluster_0882	Zm00001d039824,Zm00001d039822	0
Cluster_0883	Zm00001d042336,Zm00001d042337	0
Cluster_0884	Zm00001d039833,Zm00001d039837,Zm00001d039840	3,1
Cluster_0885	Zm00001d042380,Zm00001d042389	6
Cluster_0886	Zm00001d042400,Zm00001d042410	4
Cluster_0887	Zm00001d042402,Zm00001d042403	0
Cluster_0888	Zm00001d042519,Zm00001d042512,Zm00001d042511	0,6
Cluster_0889	Zm00001d042534,Zm00001d042533	0
Cluster_0890	Zm00001d042541,Zm00001d042540	0
Cluster_0891	Zm00001d042561,Zm00001d042568,Zm00001d042562,Zm00001d042564,Zm00001d042563	0,0,0,1
Cluster_0892	Zm00001d042588,Zm00001d042593	3
Cluster_0893	Zm00001d042624,Zm00001d042625	0
Cluster_0894	Zm00001d039882,Zm00001d039883	0
Cluster_0895	Zm00001d042656,Zm00001d042654	1
Cluster_0896	Zm00001d042683,Zm00001d042684,Zm00001d042680	1,0
Cluster_0897	Zm00001d042690,Zm00001d042689	0
Cluster_0898	Zm00001d042692,Zm00001d042693	0
Cluster_0899	Zm00001d042729,Zm00001d042730	0
Cluster_0900	Zm00001d042740,Zm00001d042739	0
Cluster_0901	Zm00001d042749,Zm00001d042748,Zm00001d042750	0,0
Cluster_0902	Zm00001d042753,Zm00001d042752	0
Cluster_0903	Zm00001d042761,Zm00001d042760	0
Cluster_0904	Zm00001d042771,Zm00001d042770,Zm00001d042769,Zm00001d042768	0,0,0
Cluster_0905	Zm00001d042789,Zm00001d042791	0
Cluster_0906	Zm00001d042796,Zm00001d042799	0
Cluster_0907	Zm00001d042869,Zm00001d042868	0
Cluster_0908	Zm00001d042904,Zm00001d042903	0
Cluster_0909	Zm00001d042906,Zm00001d042905,Zm00001d042901	3,0
Cluster_0910	Zm00001d042923,Zm00001d042924	0
Cluster_0911	Zm00001d042934,Zm00001d042933	0
Cluster_0912	Zm00001d039898,Zm00001d039895	0
Cluster_0913	Zm00001d042988,Zm00001d042989	0
Cluster_0914	Zm00001d043000,Zm00001d043003	1
Cluster_0915	Zm00001d043001,Zm00001d043004	1
Cluster_0916	Zm00001d039901,Zm00001d039902	0
Cluster_0917	Zm00001d043063,Zm00001d043066,Zm00001d043062	0,1
Cluster_0918	Zm00001d043100,Zm00001d043099	0
Cluster_0919	Zm00001d043102,Zm00001d043103	0
Cluster_0920	Zm00001d043129,Zm00001d043126	2
Cluster_0921	Zm00001d043166,Zm00001d043165	0
Cluster_0922	Zm00001d043205,Zm00001d043204	0
Cluster_0923	Zm00001d043216,Zm00001d043211	2
Cluster_0924	Zm00001d043221,Zm00001d043220	0
Cluster_0925	Zm00001d043252,Zm00001d043253,Zm00001d043256,Zm00001d043257	0,1,0
Cluster_0926	Zm00001d043286,Zm00001d043283,Zm00001d043284	0,0
Cluster_0927	Zm00001d043289,Zm00001d043290	0
Cluster_0928	Zm00001d043375,Zm00001d043374	0
Cluster_0929	Zm00001d039931,Zm00001d039923,Zm00001d039926,Zm00001d039920,Zm00001d039927,Zm00001d039930,Zm00001d039921,Zm00001d039924,Zm00001d039925,Zm00001d039922	0,0,0,0,0,0,0,2,0
Cluster_0930	Zm00001d043379,Zm00001d043380	0
Cluster_0931	Zm00001d039941,Zm00001d039935,Zm00001d039933,Zm00001d039936,Zm00001d039942	1,0,3,0
Cluster_0932	Zm00001d043480,Zm00001d043478	1
Cluster_0933	Zm00001d039947,Zm00001d039952,Zm00001d039956,Zm00001d039951	0,0,1
Cluster_0934	Zm00001d043519,Zm00001d043517	0
Cluster_0935	Zm00001d043544,Zm00001d043547	1
Cluster_0936	Zm00001d043568,Zm00001d043567	0
Cluster_0937	Zm00001d043619,Zm00001d043620	0
Cluster_0938	Zm00001d043622,Zm00001d043623,Zm00001d043624	0,0
Cluster_0939	Zm00001d043632,Zm00001d043625	1
Cluster_0940	Zm00001d043641,Zm00001d043643,Zm00001d043644	0,0
Cluster_0941	Zm00001d043650,Zm00001d043651	0
Cluster_0942	Zm00001d039958,Zm00001d039946	6
Cluster_0943	Zm00001d043682,Zm00001d043683	0
Cluster_0944	Zm00001d043716,Zm00001d043714,Zm00001d043719,Zm00001d043715	0,0,0
Cluster_0945	Zm00001d043740,Zm00001d043742,Zm00001d043741,Zm00001d043738	1,0,0
Cluster_0946	Zm00001d043766,Zm00001d043762	2
Cluster_0947	Zm00001d043771,Zm00001d043770	0
Cluster_0948	Zm00001d043789,Zm00001d043795,Zm00001d043787	0,4
Cluster_0949	Zm00001d043793,Zm00001d043792,Zm00001d043794	0,0
Cluster_0950	Zm00001d043800,Zm00001d043798	1
Cluster_0951	Zm00001d043806,Zm00001d043808	1
Cluster_0952	Zm00001d039969,Zm00001d039970	0
Cluster_0953	Zm00001d043823,Zm00001d043820	2
Cluster_0954	Zm00001d043847,Zm00001d043849	0
Cluster_0955	Zm00001d043871,Zm00001d043870	0
Cluster_0956	Zm00001d043882,Zm00001d043884	0
Cluster_0957	Zm00001d043890,Zm00001d043891	0
Cluster_0958	Zm00001d043915,Zm00001d043914	0
Cluster_0959	Zm00001d043927,Zm00001d043928	0
Cluster_0960	Zm00001d043944,Zm00001d043945	0
Cluster_0961	Zm00001d043981,Zm00001d043975,Zm00001d043980	3,0
Cluster_0962	Zm00001d044013,Zm00001d044014	0
Cluster_0963	Zm00001d044017,Zm00001d044018	0
Cluster_0964	Zm00001d044037,Zm00001d044033,Zm00001d044031	1,3
Cluster_0965	Zm00001d044043,Zm00001d044040,Zm00001d044048,Zm00001d044045,Zm00001d044050,Zm00001d044049	1,1,0,0,0
Cluster_0966	Zm00001d044053,Zm00001d044052	0
Cluster_0967	Zm00001d044099,Zm00001d044096,Zm00001d044095	0,0
Cluster_0968	Zm00001d039346,Zm00001d039345	0
Cluster_0969	Zm00001d044117,Zm00001d044118	0
Cluster_0970	Zm00001d044134,Zm00001d044133	0
Cluster_0971	Zm00001d044159,Zm00001d044153,Zm00001d044156,Zm00001d044147,Zm00001d044146,Zm00001d044157,Zm00001d044154	0,3,0,0,0,0
Cluster_0972	Zm00001d044203,Zm00001d044204,Zm00001d044208	0,3
Cluster_0973	Zm00001d044220,Zm00001d044221	0
Cluster_0974	Zm00001d044231,Zm00001d044237	3
Cluster_0975	Zm00001d044273,Zm00001d044274	0
Cluster_0976	Zm00001d044281,Zm00001d044283,Zm00001d044284	0,0
Cluster_0977	Zm00001d044289,Zm00001d044288	0
Cluster_0978	Zm00001d044317,Zm00001d044316	0
Cluster_0979	Zm00001d044336,Zm00001d044331	3
Cluster_0980	Zm00001d044340,Zm00001d044339	0
Cluster_0981	Zm00001d044351,Zm00001d044348,Zm00001d044352,Zm00001d044354,Zm00001d044345	0,1,0,1
Cluster_0982	Zm00001d044364,Zm00001d044363	0
Cluster_0983	Zm00001d044371,Zm00001d044370	0
Cluster_0984	Zm00001d044373,Zm00001d044372	0
Cluster_0985	Zm00001d044375,Zm00001d044376,Zm00001d044378	0,1
Cluster_0986	Zm00001d044386,Zm00001d044385	0
Cluster_0987	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	2,1,0
Cluster_0988	Zm00001d044400,Zm00001d044398	1
Cluster_0989	Zm00001d044431,Zm00001d044430	0
Cluster_0990	Zm00001d044433,Zm00001d044432	0
Cluster_0991	Zm00001d044438,Zm00001d044439,Zm00001d044440	0,0
Cluster_0992	Zm00001d044443,Zm00001d044442	0
Cluster_0993	Zm00001d044457,Zm00001d044458	0
Cluster_0994	Zm00001d044573,Zm00001d044570	1
Cluster_0995	Zm00001d044579,Zm00001d044580	0
Cluster_0996	Zm00001d044586,Zm00001d044587,Zm00001d044590,Zm00001d044589,Zm00001d044588	0,0,0,0
Cluster_0997	Zm00001d044622,Zm00001d044625	2
Cluster_0998	Zm00001d044623,Zm00001d044626,Zm00001d044627	2,0
Cluster_0999	Zm00001d044628,Zm00001d044624	3
Cluster_1000	Zm00001d044642,Zm00001d044644	1
Cluster_1001	Zm00001d044647,Zm00001d044646	0
Cluster_1002	Zm00001d044655,Zm00001d044654	0
Cluster_1003	Zm00001d044685,Zm00001d044686	0
Cluster_1004	Zm00001d040029,Zm00001d040028,Zm00001d040027	0,0
Cluster_1005	Zm00001d040034,Zm00001d040035	0
Cluster_1006	Zm00001d040043,Zm00001d040044	0
Cluster_1007	Zm00001d040059,Zm00001d040075,Zm00001d040071,Zm00001d040066,Zm00001d040067,Zm00001d040060,Zm00001d040064	0,1,1,0,2,0
Cluster_1008	Zm00001d039363,Zm00001d039364	0
Cluster_1009	Zm00001d040090,Zm00001d040091	0
Cluster_1010	Zm00001d039374,Zm00001d039375,Zm00001d039377	0,1
Cluster_1011	Zm00001d040127,Zm00001d040128	0
Cluster_1012	Zm00001d040152,Zm00001d040148	2
Cluster_1013	Zm00001d040161,Zm00001d040162	0
Cluster_1014	Zm00001d039392,Zm00001d039393	0
Cluster_1015	Zm00001d040210,Zm00001d040211,Zm00001d040212	0,0
Cluster_1016	Zm00001d040232,Zm00001d040231	0
Cluster_1017	Zm00001d040249,Zm00001d040247	1
Cluster_1018	Zm00001d040252,Zm00001d040253	0
Cluster_1019	Zm00001d040302,Zm00001d040301	0
Cluster_1020	Zm00001d039420,Zm00001d039423,Zm00001d039419	0,2
Cluster_1021	Zm00001d040366,Zm00001d040365	0
Cluster_1022	Zm00001d040387,Zm00001d040386	0
Cluster_1023	Zm00001d040420,Zm00001d040414	4
Cluster_1024	Zm00001d040423,Zm00001d040428,Zm00001d040426	0,0
Cluster_1025	Zm00001d040448,Zm00001d040449	0
Cluster_1026	Zm00001d040460,Zm00001d040461	0
Cluster_1027	Zm00001d040479,Zm00001d040497,Zm00001d040483	1,5
Cluster_1028	Zm00001d040493,Zm00001d040481,Zm00001d040501	4,4
Cluster_1029	Zm00001d040509,Zm00001d040508	0
Cluster_1030	Zm00001d040539,Zm00001d040540	0
Cluster_1031	Zm00001d040548,Zm00001d040549	0
Cluster_1032	Zm00001d040581,Zm00001d040578,Zm00001d040579	0,1
Cluster_1033	Zm00001d040583,Zm00001d040582	0
Cluster_1034	Zm00001d040609,Zm00001d040608	0
Cluster_1035	Zm00001d040625,Zm00001d040623	1
Cluster_1036	Zm00001d040639,Zm00001d040638	0
Cluster_1037	Zm00001d040650,Zm00001d040649	0
Cluster_1038	Zm00001d040659,Zm00001d040660	0
Cluster_1039	Zm00001d040692,Zm00001d040694	1
Cluster_1040	Zm00001d040700,Zm00001d040701	0
Cluster_1041	Zm00001d040702,Zm00001d040705	2
Cluster_1042	Zm00001d040706,Zm00001d040708	1
Cluster_1043	Zm00001d040712,Zm00001d040711	0
Cluster_1044	Zm00001d040731,Zm00001d040730,Zm00001d040733	0,0
Cluster_1045	Zm00001d039517,Zm00001d039514	0
Cluster_1046	Zm00001d040757,Zm00001d040759	0
Cluster_1047	Zm00001d040773,Zm00001d040772	0
Cluster_1048	Zm00001d040786,Zm00001d040785,Zm00001d040787	0,0
Cluster_1049	Zm00001d040818,Zm00001d040820	1
Cluster_1050	Zm00001d040836,Zm00001d040837	0
Cluster_1051	Zm00001d040847,Zm00001d040844	1
Cluster_1052	Zm00001d040855,Zm00001d040857	0
Cluster_1053	Zm00001d039532,Zm00001d039531	0
Cluster_1054	Zm00001d040874,Zm00001d040875	0
Cluster_1055	Zm00001d040911,Zm00001d040912	0
Cluster_1056	Zm00001d040933,Zm00001d040934	0
Cluster_1057	Zm00001d039563,Zm00001d039564	0
Cluster_1058	Zm00001d039569,Zm00001d039571,Zm00001d039574,Zm00001d039572,Zm00001d039573	0,0,0,0
Cluster_1059	Zm00001d040954,Zm00001d040953	0
Cluster_1060	Zm00001d039268,Zm00001d039269	0
Cluster_1061	Zm00001d039602,Zm00001d039604	1
Cluster_1062	Zm00001d040988,Zm00001d040986	0
Cluster_1063	Zm00001d039274,Zm00001d039276	0
Cluster_1064	Zm00001d039628,Zm00001d039629	0
Cluster_1065	Zm00001d041077,Zm00001d041076,Zm00001d041079	0,0
Cluster_1066	Zm00001d039633,Zm00001d039631	1
Cluster_1067	Zm00001d041087,Zm00001d041086	0
Cluster_1068	Zm00001d041136,Zm00001d041124	4
Cluster_1069	Zm00001d039642,Zm00001d039643,Zm00001d039644	0,0
Cluster_1070	Zm00001d050573,Zm00001d050574	0
Cluster_1071	Zm00001d050608,Zm00001d050609	0
Cluster_1072	Zm00001d050620,Zm00001d050621	0
Cluster_1073	Zm00001d048603,Zm00001d048604,Zm00001d048602,Zm00001d048600,Zm00001d048601,Zm00001d048588	10,0,0,0,0
Cluster_1074	Zm00001d048948,Zm00001d048950,Zm00001d048949,Zm00001d048947	0,0,0
Cluster_1075	Zm00001d050643,Zm00001d050642	0
Cluster_1076	Zm00001d048968,Zm00001d048962	1
Cluster_1077	Zm00001d050660,Zm00001d050658	0
Cluster_1078	Zm00001d048978,Zm00001d048973,Zm00001d048975,Zm00001d048972	0,1,1
Cluster_1079	Zm00001d048982,Zm00001d048983	0
Cluster_1080	Zm00001d050672,Zm00001d050671	0
Cluster_1081	Zm00001d050684,Zm00001d050682	0
Cluster_1082	Zm00001d050687,Zm00001d050678	2
Cluster_1083	Zm00001d048985,Zm00001d048987	0
Cluster_1084	Zm00001d048990,Zm00001d048989	0
Cluster_1085	Zm00001d050726,Zm00001d050728	0
Cluster_1086	Zm00001d048995,Zm00001d048996	0
Cluster_1087	Zm00001d049007,Zm00001d049006	0
Cluster_1088	Zm00001d050805,Zm00001d050803	0
Cluster_1089	Zm00001d049031,Zm00001d049032	0
Cluster_1090	Zm00001d050920,Zm00001d050921	0
Cluster_1091	Zm00001d050965,Zm00001d050967	0
Cluster_1092	Zm00001d051021,Zm00001d051033	7
Cluster_1093	Zm00001d051093,Zm00001d051099,Zm00001d051085,Zm00001d051088,Zm00001d051094,Zm00001d051096,Zm00001d051089,Zm00001d051083	0,1,0,3,0,0,0
Cluster_1094	Zm00001d051163,Zm00001d051161,Zm00001d051166,Zm00001d051164	0,0,1
Cluster_1095	Zm00001d048618,Zm00001d048617	0
Cluster_1096	Zm00001d051187,Zm00001d051188	0
Cluster_1097	Zm00001d051200,Zm00001d051202,Zm00001d051199	0,0
Cluster_1098	Zm00001d051225,Zm00001d051223	0
Cluster_1099	Zm00001d049077,Zm00001d049078	0
Cluster_1100	Zm00001d051246,Zm00001d051254,Zm00001d051251,Zm00001d051259	4,2,1
Cluster_1101	Zm00001d051267,Zm00001d051269	1
Cluster_1102	Zm00001d051313,Zm00001d051314	0
Cluster_1103	Zm00001d051336,Zm00001d051335	0
Cluster_1104	Zm00001d051350,Zm00001d051355	2
Cluster_1105	Zm00001d049087,Zm00001d049086	0
Cluster_1106	Zm00001d051370,Zm00001d051371	0
Cluster_1107	Zm00001d051373,Zm00001d051374	0
Cluster_1108	Zm00001d051399,Zm00001d051397	0
Cluster_1109	Zm00001d051410,Zm00001d051411	0
Cluster_1110	Zm00001d051413,Zm00001d051412	0
Cluster_1111	Zm00001d051419,Zm00001d051418	0
Cluster_1112	Zm00001d051460,Zm00001d051468	7
Cluster_1113	Zm00001d051496,Zm00001d051495,Zm00001d051492	1,0
Cluster_1114	Zm00001d049111,Zm00001d049110	0
Cluster_1115	Zm00001d051607,Zm00001d051609	1
Cluster_1116	Zm00001d049113,Zm00001d049109	3
Cluster_1117	Zm00001d051658,Zm00001d051659	0
Cluster_1118	Zm00001d051669,Zm00001d051668	0
Cluster_1119	Zm00001d051695,Zm00001d051692,Zm00001d051693	0,1
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	0,0,1,0,0,1,0,0,1,1,1,0,1,1,1
Cluster_1121	Zm00001d049134,Zm00001d049133	0
Cluster_1122	Zm00001d051876,Zm00001d051877	0
Cluster_1123	Zm00001d051961,Zm00001d051965,Zm00001d051958	2,3
Cluster_1124	Zm00001d052036,Zm00001d052035	0
Cluster_1125	Zm00001d052038,Zm00001d052037	0
Cluster_1126	Zm00001d052067,Zm00001d052066	0
Cluster_1127	Zm00001d052083,Zm00001d052082	0
Cluster_1128	Zm00001d052090,Zm00001d052091,Zm00001d052089	0,0
Cluster_1129	Zm00001d052127,Zm00001d052128	0
Cluster_1130	Zm00001d052164,Zm00001d052165	0
Cluster_1131	Zm00001d052170,Zm00001d052168	0
Cluster_1132	Zm00001d052206,Zm00001d052205	0
Cluster_1133	Zm00001d052211,Zm00001d052209,Zm00001d052210	0,0
Cluster_1134	Zm00001d052227,Zm00001d052226	0
Cluster_1135	Zm00001d052232,Zm00001d052233	0
Cluster_1136	Zm00001d052245,Zm00001d052244	0
Cluster_1137	Zm00001d052306,Zm00001d052296	6
Cluster_1138	Zm00001d052336,Zm00001d052335	0
Cluster_1139	Zm00001d052344,Zm00001d052346	0
Cluster_1140	Zm00001d052348,Zm00001d052351	1
Cluster_1141	Zm00001d052357,Zm00001d052355	0
Cluster_1142	Zm00001d052364,Zm00001d052363,Zm00001d052362	0,0
Cluster_1143	Zm00001d052372,Zm00001d052373,Zm00001d052371	0,0
Cluster_1144	Zm00001d052393,Zm00001d052394	0
Cluster_1145	Zm00001d052412,Zm00001d052413	0
Cluster_1146	Zm00001d052420,Zm00001d052421	0
Cluster_1147	Zm00001d052431,Zm00001d052430	0
Cluster_1148	Zm00001d052435,Zm00001d052434	0
Cluster_1149	Zm00001d052463,Zm00001d052464	0
Cluster_1150	Zm00001d052479,Zm00001d052480	0
Cluster_1151	Zm00001d052505,Zm00001d052501	1
Cluster_1152	Zm00001d052509,Zm00001d052513	2
Cluster_1153	Zm00001d049175,Zm00001d049176	0
Cluster_1154	Zm00001d052565,Zm00001d052566	0
Cluster_1155	Zm00001d052580,Zm00001d052557,Zm00001d052572	11,2
Cluster_1156	Zm00001d049179,Zm00001d049181	1
Cluster_1157	Zm00001d052604,Zm00001d052601	2
Cluster_1158	Zm00001d052605,Zm00001d052606	0
Cluster_1159	Zm00001d052628,Zm00001d052627,Zm00001d052625	0,0
Cluster_1160	Zm00001d052638,Zm00001d052637	0
Cluster_1161	Zm00001d052639,Zm00001d052640	0
Cluster_1162	Zm00001d049183,Zm00001d049184	0
Cluster_1163	Zm00001d052675,Zm00001d052673,Zm00001d052676	1,0
Cluster_1164	Zm00001d052683,Zm00001d052684	0
Cluster_1165	Zm00001d052734,Zm00001d052735	0
Cluster_1166	Zm00001d052792,Zm00001d052793	0
Cluster_1167	Zm00001d052818,Zm00001d052819	0
Cluster_1168	Zm00001d052828,Zm00001d052827,Zm00001d052829,Zm00001d052831	0,0,1
Cluster_1169	Zm00001d052835,Zm00001d052832	1
Cluster_1170	Zm00001d052841,Zm00001d052842,Zm00001d052840	0,0
Cluster_1171	Zm00001d052882,Zm00001d052878	2
Cluster_1172	Zm00001d052916,Zm00001d052915	0
Cluster_1173	Zm00001d049203,Zm00001d049196	4
Cluster_1174	Zm00001d052940,Zm00001d052937,Zm00001d052946,Zm00001d052939	1,0,4
Cluster_1175	Zm00001d052965,Zm00001d052966	0
Cluster_1176	Zm00001d052992,Zm00001d052993,Zm00001d052996	0,2
Cluster_1177	Zm00001d052997,Zm00001d052987	9
Cluster_1178	Zm00001d052998,Zm00001d052990,Zm00001d052989	0,7
Cluster_1179	Zm00001d053030,Zm00001d053031	0
Cluster_1180	Zm00001d053046,Zm00001d053047	0
Cluster_1181	Zm00001d053049,Zm00001d053050	0
Cluster_1182	Zm00001d053064,Zm00001d053065	0
Cluster_1183	Zm00001d049219,Zm00001d049217	1
Cluster_1184	Zm00001d053079,Zm00001d053080	0
Cluster_1185	Zm00001d049220,Zm00001d049221	0
Cluster_1186	Zm00001d053099,Zm00001d053094	2
Cluster_1187	Zm00001d053268,Zm00001d053269	0
Cluster_1188	Zm00001d053277,Zm00001d053278	0
Cluster_1189	Zm00001d053296,Zm00001d053295	0
Cluster_1190	Zm00001d053340,Zm00001d053339	0
Cluster_1191	Zm00001d053363,Zm00001d053366	2
Cluster_1192	Zm00001d053364,Zm00001d053365	0
Cluster_1193	Zm00001d053385,Zm00001d053387	1
Cluster_1194	Zm00001d053386,Zm00001d053384	1
Cluster_1195	Zm00001d053401,Zm00001d053403,Zm00001d053402	0,0
Cluster_1196	Zm00001d053435,Zm00001d053433,Zm00001d053434	0,0
Cluster_1197	Zm00001d053513,Zm00001d053514	0
Cluster_1198	Zm00001d053524,Zm00001d053530,Zm00001d053534,Zm00001d053526,Zm00001d053537,Zm00001d053528,Zm00001d053538,Zm00001d053533,Zm00001d053529,Zm00001d053531	1,0,0,0,0,1,0,0,0
Cluster_1199	Zm00001d049259,Zm00001d049260	0
Cluster_1200	Zm00001d053579,Zm00001d053578	0
Cluster_1201	Zm00001d053587,Zm00001d053588	0
Cluster_1202	Zm00001d053620,Zm00001d053618	1
Cluster_1203	Zm00001d053636,Zm00001d053633,Zm00001d053632,Zm00001d053635,Zm00001d053630	1,0,1,0
Cluster_1204	Zm00001d049268,Zm00001d049263	3
Cluster_1205	Zm00001d053684,Zm00001d053685	0
Cluster_1206	Zm00001d053770,Zm00001d053772	0
Cluster_1207	Zm00001d053790,Zm00001d053798	3
Cluster_1208	Zm00001d053826,Zm00001d053827	0
Cluster_1209	Zm00001d053830,Zm00001d053829	0
Cluster_1210	Zm00001d053838,Zm00001d053834	2
Cluster_1211	Zm00001d053866,Zm00001d053865,Zm00001d053867,Zm00001d053864	0,0,0
Cluster_1212	Zm00001d053894,Zm00001d053891	0
Cluster_1213	Zm00001d053906,Zm00001d053904	1
Cluster_1214	Zm00001d053913,Zm00001d053912	0
Cluster_1215	Zm00001d053916,Zm00001d053918	1
Cluster_1216	Zm00001d049282,Zm00001d049292	8
Cluster_1217	Zm00001d053939,Zm00001d053936	1
Cluster_1218	Zm00001d053940,Zm00001d053943	2
Cluster_1219	Zm00001d053955,Zm00001d053954	0
Cluster_1220	Zm00001d049286,Zm00001d049293	5
Cluster_1221	Zm00001d053960,Zm00001d053941,Zm00001d053944,Zm00001d053942,Zm00001d053950	0,1,0,6
Cluster_1222	Zm00001d054031,Zm00001d054032	0
Cluster_1223	Zm00001d054042,Zm00001d054041	0
Cluster_1224	Zm00001d054054,Zm00001d054052	0
Cluster_1225	Zm00001d054057,Zm00001d054060	0
Cluster_1226	Zm00001d048639,Zm00001d048640	0
Cluster_1227	Zm00001d054081,Zm00001d054085	3
Cluster_1228	Zm00001d049290,Zm00001d049291	0
Cluster_1229	Zm00001d054095,Zm00001d054094	0
Cluster_1230	Zm00001d049299,Zm00001d049301	1
Cluster_1231	Zm00001d049331,Zm00001d049332	0
Cluster_1232	Zm00001d048660,Zm00001d048656	1
Cluster_1233	Zm00001d048663,Zm00001d048665	1
Cluster_1234	Zm00001d049439,Zm00001d049418,Zm00001d049419,Zm00001d049428,Zm00001d049423,Zm00001d049424,Zm00001d049427,Zm00001d049436,Zm00001d049435,Zm00001d049421,Zm00001d049430,Zm00001d049431,Zm00001d049432,Zm00001d049433,Zm00001d049437,Zm00001d049420,Zm00001d049438,Zm00001d049426,Zm00001d049434,Zm00001d049425	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_1235	Zm00001d049446,Zm00001d049445	0
Cluster_1236	Zm00001d049471,Zm00001d049475	1
Cluster_1237	Zm00001d048682,Zm00001d048681	0
Cluster_1238	Zm00001d049508,Zm00001d049509	0
Cluster_1239	Zm00001d049528,Zm00001d049532	3
Cluster_1240	Zm00001d049539,Zm00001d049536	1
Cluster_1241	Zm00001d049560,Zm00001d049559	0
Cluster_1242	Zm00001d048702,Zm00001d048705,Zm00001d048710,Zm00001d048703	0,1,2
Cluster_1243	Zm00001d049599,Zm00001d049588	7
Cluster_1244	Zm00001d049612,Zm00001d049613	0
Cluster_1245	Zm00001d049613,Zm00001d049614	1
Cluster_1246	Zm00001d048707,Zm00001d048711	2
Cluster_1247	Zm00001d049645,Zm00001d049646	0
Cluster_1248	Zm00001d049668,Zm00001d049666	1
Cluster_1249	Zm00001d049692,Zm00001d049691	0
Cluster_1250	Zm00001d049704,Zm00001d049697	5
Cluster_1251	Zm00001d048720,Zm00001d048719	0
Cluster_1252	Zm00001d049736,Zm00001d049737	0
Cluster_1253	Zm00001d048723,Zm00001d048726	2
Cluster_1254	Zm00001d048727,Zm00001d048728	0
Cluster_1255	Zm00001d049781,Zm00001d049777,Zm00001d049774	1,0
Cluster_1256	Zm00001d049789,Zm00001d049786	2
