Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_1872	Zm00008a018013,Zm00008a018014
Cluster_1873	Zm00008a018024,Zm00008a018025
Cluster_1874	Zm00008a018052,Zm00008a018042
Cluster_1875	Zm00008a018053,Zm00008a018068
Cluster_1876	Zm00008a018058,Zm00008a018062,Zm00008a018059,Zm00008a018060
Cluster_1877	Zm00008a015322,Zm00008a015324
Cluster_1878	Zm00008a018070,Zm00008a018071
Cluster_1879	Zm00008a018081,Zm00008a018077,Zm00008a018078,Zm00008a018079,Zm00008a018087,Zm00008a018080
Cluster_1880	Zm00008a018084,Zm00008a018083
Cluster_1881	Zm00008a018107,Zm00008a018106
Cluster_1882	Zm00008a018110,Zm00008a018103
Cluster_1883	Zm00008a018116,Zm00008a018124,Zm00008a018117
Cluster_1884	Zm00008a018120,Zm00008a018123,Zm00008a018121
Cluster_1885	Zm00008a015328,Zm00008a015327
Cluster_1886	Zm00008a018125,Zm00008a018118,Zm00008a018119
Cluster_1887	Zm00008a018143,Zm00008a018144
Cluster_1888	Zm00008a018146,Zm00008a018147
Cluster_1889	Zm00008a018149,Zm00008a018150,Zm00008a018151
Cluster_1890	Zm00008a018155,Zm00008a018156
Cluster_1891	Zm00008a018170,Zm00008a018178
Cluster_1892	Zm00008a015336,Zm00008a015337
Cluster_1893	Zm00008a018194,Zm00008a018195,Zm00008a018196
Cluster_1894	Zm00008a018197,Zm00008a018198
Cluster_1895	Zm00008a018201,Zm00008a018202
Cluster_1896	Zm00008a018213,Zm00008a018211
Cluster_1897	Zm00008a018232,Zm00008a018233
Cluster_1898	Zm00008a018240,Zm00008a018226,Zm00008a018234,Zm00008a018238
Cluster_1899	Zm00008a018249,Zm00008a018250
Cluster_1900	Zm00008a015349,Zm00008a015348
Cluster_1901	Zm00008a015351,Zm00008a015352
Cluster_1902	Zm00008a018260,Zm00008a018259
Cluster_1903	Zm00008a018272,Zm00008a018271
Cluster_1904	Zm00008a018294,Zm00008a018293
Cluster_1905	Zm00008a018296,Zm00008a018297
Cluster_1906	Zm00008a018302,Zm00008a018305,Zm00008a018304
Cluster_1907	Zm00008a018317,Zm00008a018315,Zm00008a018316
Cluster_1908	Zm00008a018322,Zm00008a018307
Cluster_1909	Zm00008a018323,Zm00008a018338
Cluster_1910	Zm00008a015360,Zm00008a015361
Cluster_1911	Zm00008a018337,Zm00008a018336
Cluster_1912	Zm00008a018345,Zm00008a018343
Cluster_1913	Zm00008a018356,Zm00008a018357,Zm00008a018355
Cluster_1914	Zm00008a018363,Zm00008a018364
Cluster_1915	Zm00008a018368,Zm00008a018367
Cluster_1916	Zm00008a018377,Zm00008a018376
Cluster_1917	Zm00008a018387,Zm00008a018389
Cluster_1918	Zm00008a018391,Zm00008a018392
Cluster_1919	Zm00008a018400,Zm00008a018401
Cluster_1920	Zm00008a018410,Zm00008a018411
Cluster_1921	Zm00008a018419,Zm00008a018422
Cluster_1922	Zm00008a018420,Zm00008a018421
Cluster_1923	Zm00008a018445,Zm00008a018446,Zm00008a018447
Cluster_1924	Zm00008a014900,Zm00008a014898,Zm00008a014903,Zm00008a014897
Cluster_1925	Zm00008a015375,Zm00008a015383
Cluster_1926	Zm00008a018464,Zm00008a018466,Zm00008a018465
Cluster_1927	Zm00008a015377,Zm00008a015384,Zm00008a015382,Zm00008a015380,Zm00008a015379
Cluster_1928	Zm00008a018481,Zm00008a018482
Cluster_1929	Zm00008a018483,Zm00008a018484
Cluster_1930	Zm00008a018490,Zm00008a018488,Zm00008a018502,Zm00008a018498,Zm00008a018494,Zm00008a018491,Zm00008a018503,Zm00008a018504,Zm00008a018495,Zm00008a018497,Zm00008a018493
Cluster_1931	Zm00008a014901,Zm00008a014902,Zm00008a014899
Cluster_1932	Zm00008a018544,Zm00008a018545
Cluster_1933	Zm00008a018551,Zm00008a018550
Cluster_1934	Zm00008a018552,Zm00008a018539
Cluster_1935	Zm00008a018557,Zm00008a018556
Cluster_1936	Zm00008a018565,Zm00008a018566
Cluster_1937	Zm00008a018569,Zm00008a018570
Cluster_1938	Zm00008a018584,Zm00008a018582,Zm00008a018583,Zm00008a018581
Cluster_1939	Zm00008a018592,Zm00008a018594,Zm00008a018593
Cluster_1940	Zm00008a018618,Zm00008a018617
Cluster_1941	Zm00008a018622,Zm00008a018623
Cluster_1942	Zm00008a018631,Zm00008a018632
Cluster_1943	Zm00008a018648,Zm00008a018649
Cluster_1944	Zm00008a015389,Zm00008a015391
Cluster_1945	Zm00008a018684,Zm00008a018695
Cluster_1946	Zm00008a018693,Zm00008a018692,Zm00008a018694
Cluster_1947	Zm00008a014906,Zm00008a014907,Zm00008a014905
Cluster_1948	Zm00008a018719,Zm00008a018718
Cluster_1949	Zm00008a018737,Zm00008a018738
Cluster_1950	Zm00008a018742,Zm00008a018740,Zm00008a018741
Cluster_1951	Zm00008a018743,Zm00008a018744
Cluster_1952	Zm00008a018752,Zm00008a018753,Zm00008a018786,Zm00008a018784,Zm00008a018774,Zm00008a018787,Zm00008a018763,Zm00008a018785,Zm00008a018783,Zm00008a018764
Cluster_1953	Zm00008a018767,Zm00008a018768
Cluster_1954	Zm00008a018790,Zm00008a018791
Cluster_1955	Zm00008a018798,Zm00008a018799,Zm00008a018797
Cluster_1956	Zm00008a018801,Zm00008a018802
Cluster_1957	Zm00008a018804,Zm00008a018803
Cluster_1958	Zm00008a018862,Zm00008a018863
Cluster_1959	Zm00008a018869,Zm00008a018870
Cluster_1960	Zm00008a018879,Zm00008a018880,Zm00008a018898
Cluster_1961	Zm00008a018889,Zm00008a018890
Cluster_1962	Zm00008a018894,Zm00008a018895
Cluster_1963	Zm00008a018902,Zm00008a018901
Cluster_1964	Zm00008a018911,Zm00008a018912
Cluster_1965	Zm00008a018932,Zm00008a018931
Cluster_1966	Zm00008a018936,Zm00008a018930
Cluster_1967	Zm00008a018953,Zm00008a018952
Cluster_1968	Zm00008a015436,Zm00008a015437
Cluster_1969	Zm00008a014923,Zm00008a014922
Cluster_1970	Zm00008a015446,Zm00008a015445
Cluster_1971	Zm00008a015474,Zm00008a015473,Zm00008a015478,Zm00008a015477,Zm00008a015476,Zm00008a015475,Zm00008a015471,Zm00008a015479
Cluster_1972	Zm00008a015487,Zm00008a015486,Zm00008a015488
Cluster_1973	Zm00008a015492,Zm00008a015491
Cluster_1974	Zm00008a014937,Zm00008a014940,Zm00008a014943,Zm00008a014938
Cluster_1975	Zm00008a015505,Zm00008a015506
Cluster_1976	Zm00008a015529,Zm00008a015530
Cluster_1977	Zm00008a015536,Zm00008a015537
Cluster_1978	Zm00008a014941,Zm00008a014945
Cluster_1979	Zm00008a015541,Zm00008a015543
Cluster_1980	Zm00008a015545,Zm00008a015546
Cluster_1981	Zm00008a015555,Zm00008a015556
Cluster_1982	Zm00008a015572,Zm00008a015573,Zm00008a015574
Cluster_1983	Zm00008a015589,Zm00008a015578
Cluster_1984	Zm00008a015591,Zm00008a015586,Zm00008a015585
Cluster_1985	Zm00008a014955,Zm00008a014953
Cluster_1986	Zm00008a015614,Zm00008a015615
Cluster_1987	Zm00008a015616,Zm00008a015613
Cluster_1988	Zm00008a015627,Zm00008a015629
Cluster_1989	Zm00008a015641,Zm00008a015643
Cluster_1990	Zm00008a015658,Zm00008a015660
Cluster_1991	Zm00008a015673,Zm00008a015668
Cluster_1992	Zm00008a015689,Zm00008a015715,Zm00008a015722,Zm00008a015700
Cluster_1993	Zm00008a014973,Zm00008a014972
Cluster_1994	Zm00008a015705,Zm00008a015704
Cluster_1995	Zm00008a015706,Zm00008a015707
Cluster_1996	Zm00008a015710,Zm00008a015711
Cluster_1997	Zm00008a015723,Zm00008a015724
Cluster_1998	Zm00008a015727,Zm00008a015726
Cluster_1999	Zm00008a015733,Zm00008a015732
Cluster_2000	Zm00008a015747,Zm00008a015745,Zm00008a015748
Cluster_2001	Zm00008a014987,Zm00008a014985,Zm00008a014988
Cluster_2002	Zm00008a015754,Zm00008a015775,Zm00008a015769,Zm00008a015752,Zm00008a015753
Cluster_2003	Zm00008a015774,Zm00008a015773
Cluster_2004	Zm00008a015778,Zm00008a015781,Zm00008a015782
Cluster_2005	Zm00008a015794,Zm00008a015790,Zm00008a015791,Zm00008a015793,Zm00008a015795,Zm00008a015796,Zm00008a015792
Cluster_2006	Zm00008a015804,Zm00008a015803
Cluster_2007	Zm00008a015001,Zm00008a015000
Cluster_2008	Zm00008a015003,Zm00008a015004
Cluster_2009	Zm00008a015818,Zm00008a015817
Cluster_2010	Zm00008a015832,Zm00008a015839
Cluster_2011	Zm00008a015015,Zm00008a015016,Zm00008a015011,Zm00008a015017,Zm00008a015020,Zm00008a015012,Zm00008a015014,Zm00008a015021,Zm00008a015013
Cluster_2012	Zm00008a015027,Zm00008a015028
Cluster_2013	Zm00008a015032,Zm00008a015031,Zm00008a015023,Zm00008a015033,Zm00008a015034
Cluster_2014	Zm00008a015041,Zm00008a015042
Cluster_2015	Zm00008a015894,Zm00008a015893
Cluster_2016	Zm00008a015904,Zm00008a015903
Cluster_2017	Zm00008a015912,Zm00008a015913
Cluster_2018	Zm00008a015914,Zm00008a015915
Cluster_2019	Zm00008a015051,Zm00008a015052,Zm00008a015061
Cluster_2020	Zm00008a015054,Zm00008a015060
Cluster_2021	Zm00008a015057,Zm00008a015058,Zm00008a015056
Cluster_2022	Zm00008a015934,Zm00008a015935,Zm00008a015933
Cluster_2023	Zm00008a015065,Zm00008a015066
Cluster_2024	Zm00008a015954,Zm00008a015953
Cluster_2025	Zm00008a015068,Zm00008a015069
Cluster_2026	Zm00008a015962,Zm00008a015960,Zm00008a015959,Zm00008a015961
Cluster_2027	Zm00008a015973,Zm00008a015974
Cluster_2028	Zm00008a015995,Zm00008a015997
Cluster_2029	Zm00008a016005,Zm00008a016006,Zm00008a016007
Cluster_2030	Zm00008a016010,Zm00008a016009
Cluster_2031	Zm00008a016015,Zm00008a016016
Cluster_2032	Zm00008a016021,Zm00008a016020
Cluster_2033	Zm00008a016030,Zm00008a016004,Zm00008a016013
Cluster_2034	Zm00008a016035,Zm00008a016034,Zm00008a016027
Cluster_2035	Zm00008a016043,Zm00008a016042
Cluster_2036	Zm00008a016046,Zm00008a016045
Cluster_2037	Zm00008a016061,Zm00008a016060
Cluster_2038	Zm00008a016063,Zm00008a016062
Cluster_2039	Zm00008a016074,Zm00008a016075
Cluster_2040	Zm00008a016078,Zm00008a016077,Zm00008a016079
Cluster_2041	Zm00008a016106,Zm00008a016120
Cluster_2042	Zm00008a016113,Zm00008a016114
Cluster_2043	Zm00008a016116,Zm00008a016117
Cluster_2044	Zm00008a016133,Zm00008a016132
Cluster_2045	Zm00008a016152,Zm00008a016153
Cluster_2046	Zm00008a016164,Zm00008a016163
Cluster_2047	Zm00008a016169,Zm00008a016170
Cluster_2048	Zm00008a016172,Zm00008a016173
Cluster_2049	Zm00008a016179,Zm00008a016178
Cluster_2050	Zm00008a015101,Zm00008a015102
Cluster_2051	Zm00008a016193,Zm00008a016191,Zm00008a016190,Zm00008a016192
Cluster_2052	Zm00008a014849,Zm00008a014848
Cluster_2053	Zm00008a016227,Zm00008a016226
Cluster_2054	Zm00008a016266,Zm00008a016268,Zm00008a016267
Cluster_2055	Zm00008a016269,Zm00008a016260
Cluster_2056	Zm00008a016277,Zm00008a016276
Cluster_2057	Zm00008a016280,Zm00008a016281
Cluster_2058	Zm00008a014853,Zm00008a014846,Zm00008a014852
Cluster_2059	Zm00008a016283,Zm00008a016284,Zm00008a016272
Cluster_2060	Zm00008a016286,Zm00008a016287
Cluster_2061	Zm00008a016291,Zm00008a016292
Cluster_2062	Zm00008a016299,Zm00008a016300
Cluster_2063	Zm00008a016329,Zm00008a016328
Cluster_2064	Zm00008a016333,Zm00008a016332
Cluster_2065	Zm00008a016337,Zm00008a016335,Zm00008a016336
Cluster_2066	Zm00008a015110,Zm00008a015109,Zm00008a015111
Cluster_2067	Zm00008a016350,Zm00008a016356
Cluster_2068	Zm00008a014856,Zm00008a014862
Cluster_2069	Zm00008a016358,Zm00008a016377,Zm00008a016359
Cluster_2070	Zm00008a021209,Zm00008a021199
Cluster_2071	Zm00008a019525,Zm00008a019524,Zm00008a019526
Cluster_2072	Zm00008a019527,Zm00008a019521
Cluster_2073	Zm00008a021226,Zm00008a021227
Cluster_2074	Zm00008a019539,Zm00008a019540
Cluster_2075	Zm00008a021231,Zm00008a021230
Cluster_2076	Zm00008a021232,Zm00008a021233
Cluster_2077	Zm00008a019546,Zm00008a019545
Cluster_2078	Zm00008a021254,Zm00008a021255
Cluster_2079	Zm00008a019551,Zm00008a019536
Cluster_2080	Zm00008a021256,Zm00008a021258
Cluster_2081	Zm00008a021262,Zm00008a021261
Cluster_2082	Zm00008a019570,Zm00008a019571
Cluster_2083	Zm00008a021290,Zm00008a021291
Cluster_2084	Zm00008a019574,Zm00008a019575
Cluster_2085	Zm00008a021298,Zm00008a021299
Cluster_2086	Zm00008a021302,Zm00008a021303,Zm00008a021304
Cluster_2087	Zm00008a021310,Zm00008a021311
Cluster_2088	Zm00008a019595,Zm00008a019594
Cluster_2089	Zm00008a019598,Zm00008a019599
Cluster_2090	Zm00008a021317,Zm00008a021318
Cluster_2091	Zm00008a019600,Zm00008a019606
Cluster_2092	Zm00008a021323,Zm00008a021321
Cluster_2093	Zm00008a019011,Zm00008a019012
Cluster_2094	Zm00008a019605,Zm00008a019603,Zm00008a019607,Zm00008a019604
Cluster_2095	Zm00008a019013,Zm00008a019014
Cluster_2096	Zm00008a021354,Zm00008a021359
Cluster_2097	Zm00008a019615,Zm00008a019614,Zm00008a019616
Cluster_2098	Zm00008a021357,Zm00008a021358
Cluster_2099	Zm00008a021375,Zm00008a021374,Zm00008a021370
Cluster_2100	Zm00008a021395,Zm00008a021394
Cluster_2101	Zm00008a021403,Zm00008a021404
Cluster_2102	Zm00008a021410,Zm00008a021425
Cluster_2103	Zm00008a019643,Zm00008a019644
Cluster_2104	Zm00008a021430,Zm00008a021428,Zm00008a021429
Cluster_2105	Zm00008a019648,Zm00008a019649
Cluster_2106	Zm00008a021436,Zm00008a021437
Cluster_2107	Zm00008a021445,Zm00008a021444
Cluster_2108	Zm00008a021448,Zm00008a021446,Zm00008a021447
Cluster_2109	Zm00008a021473,Zm00008a021472
Cluster_2110	Zm00008a021477,Zm00008a021476,Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021479
Cluster_2111	Zm00008a019670,Zm00008a019671
Cluster_2112	Zm00008a021504,Zm00008a021505
Cluster_2113	Zm00008a021507,Zm00008a021503
Cluster_2114	Zm00008a021510,Zm00008a021509
Cluster_2115	Zm00008a021525,Zm00008a021524
Cluster_2116	Zm00008a019679,Zm00008a019680
Cluster_2117	Zm00008a021544,Zm00008a021545
Cluster_2118	Zm00008a021546,Zm00008a021539,Zm00008a021520,Zm00008a021543,Zm00008a021542,Zm00008a021541,Zm00008a021538,Zm00008a021540
Cluster_2119	Zm00008a021552,Zm00008a021553
Cluster_2120	Zm00008a021569,Zm00008a021570
Cluster_2121	Zm00008a021572,Zm00008a021573
Cluster_2122	Zm00008a021574,Zm00008a021567,Zm00008a021566
Cluster_2123	Zm00008a019697,Zm00008a019696
Cluster_2124	Zm00008a021584,Zm00008a021585
Cluster_2125	Zm00008a021591,Zm00008a021589,Zm00008a021590
Cluster_2126	Zm00008a019698,Zm00008a019700
Cluster_2127	Zm00008a021598,Zm00008a021599
Cluster_2128	Zm00008a021615,Zm00008a021582,Zm00008a021600
Cluster_2129	Zm00008a021631,Zm00008a021635
Cluster_2130	Zm00008a021637,Zm00008a021636
Cluster_2131	Zm00008a021642,Zm00008a021643
Cluster_2132	Zm00008a021654,Zm00008a021655
Cluster_2133	Zm00008a019716,Zm00008a019717
Cluster_2134	Zm00008a021665,Zm00008a021666
Cluster_2135	Zm00008a021683,Zm00008a021681,Zm00008a021682,Zm00008a021680
Cluster_2136	Zm00008a021697,Zm00008a021696
Cluster_2137	Zm00008a021706,Zm00008a021704,Zm00008a021702
Cluster_2138	Zm00008a021707,Zm00008a021705
Cluster_2139	Zm00008a021709,Zm00008a021711,Zm00008a021710
Cluster_2140	Zm00008a021731,Zm00008a021738,Zm00008a021734,Zm00008a021743,Zm00008a021735,Zm00008a021745,Zm00008a021726,Zm00008a021741,Zm00008a021727,Zm00008a021723,Zm00008a021746,Zm00008a021740,Zm00008a021730,Zm00008a021724,Zm00008a021728,Zm00008a021737,Zm00008a021729,Zm00008a021744,Zm00008a021742,Zm00008a021732,Zm00008a021736
Cluster_2141	Zm00008a021754,Zm00008a021753
Cluster_2142	Zm00008a021764,Zm00008a021765
Cluster_2143	Zm00008a021770,Zm00008a021769
Cluster_2144	Zm00008a021771,Zm00008a021772
Cluster_2145	Zm00008a021776,Zm00008a021777
Cluster_2146	Zm00008a021780,Zm00008a021779
Cluster_2147	Zm00008a021813,Zm00008a021808,Zm00008a021807
Cluster_2148	Zm00008a021814,Zm00008a021815
Cluster_2149	Zm00008a021817,Zm00008a021818
Cluster_2150	Zm00008a021830,Zm00008a021831
Cluster_2151	Zm00008a021835,Zm00008a021834
Cluster_2152	Zm00008a021843,Zm00008a021844
Cluster_2153	Zm00008a021854,Zm00008a021852
Cluster_2154	Zm00008a021868,Zm00008a021867
Cluster_2155	Zm00008a021874,Zm00008a021871,Zm00008a021872
Cluster_2156	Zm00008a021876,Zm00008a021881
Cluster_2157	Zm00008a021878,Zm00008a021877
Cluster_2158	Zm00008a021894,Zm00008a021891,Zm00008a021892
Cluster_2159	Zm00008a021896,Zm00008a021897
Cluster_2160	Zm00008a021947,Zm00008a021948
Cluster_2161	Zm00008a021949,Zm00008a021951,Zm00008a021950
Cluster_2162	Zm00008a021982,Zm00008a021983
Cluster_2163	Zm00008a021990,Zm00008a021989
Cluster_2164	Zm00008a022004,Zm00008a022019
Cluster_2165	Zm00008a022014,Zm00008a022013
Cluster_2166	Zm00008a022036,Zm00008a022040
Cluster_2167	Zm00008a022043,Zm00008a022042,Zm00008a022044
Cluster_2168	Zm00008a022048,Zm00008a022047
Cluster_2169	Zm00008a019769,Zm00008a019768
Cluster_2170	Zm00008a022063,Zm00008a022078
Cluster_2171	Zm00008a022064,Zm00008a022065
Cluster_2172	Zm00008a022070,Zm00008a022073,Zm00008a022071
Cluster_2173	Zm00008a022091,Zm00008a022092
Cluster_2174	Zm00008a022095,Zm00008a022096
Cluster_2175	Zm00008a022102,Zm00008a022089
Cluster_2176	Zm00008a022108,Zm00008a022110
Cluster_2177	Zm00008a022121,Zm00008a022122
Cluster_2178	Zm00008a022129,Zm00008a022130
Cluster_2179	Zm00008a022136,Zm00008a022137,Zm00008a022135
Cluster_2180	Zm00008a022162,Zm00008a022163,Zm00008a022161,Zm00008a022165,Zm00008a022164
Cluster_2181	Zm00008a022168,Zm00008a022167
Cluster_2182	Zm00008a022175,Zm00008a022176
Cluster_2183	Zm00008a022187,Zm00008a022189
Cluster_2184	Zm00008a022203,Zm00008a022205,Zm00008a022201,Zm00008a022204,Zm00008a022200
Cluster_2185	Zm00008a022227,Zm00008a022228
Cluster_2186	Zm00008a022262,Zm00008a022261
Cluster_2187	Zm00008a022279,Zm00008a022278
Cluster_2188	Zm00008a022281,Zm00008a022280
Cluster_2189	Zm00008a019794,Zm00008a019780
Cluster_2190	Zm00008a022300,Zm00008a022301
Cluster_2191	Zm00008a022317,Zm00008a022318
Cluster_2192	Zm00008a022335,Zm00008a022333,Zm00008a022327,Zm00008a022326,Zm00008a022332,Zm00008a022329,Zm00008a022337,Zm00008a022328,Zm00008a022336
Cluster_2193	Zm00008a022358,Zm00008a022359
Cluster_2194	Zm00008a019054,Zm00008a019055
Cluster_2195	Zm00008a022367,Zm00008a022369,Zm00008a022370,Zm00008a022372
Cluster_2196	Zm00008a019810,Zm00008a019809,Zm00008a019811
Cluster_2197	Zm00008a019058,Zm00008a019057
Cluster_2198	Zm00008a022392,Zm00008a022393,Zm00008a022376
Cluster_2199	Zm00008a022397,Zm00008a022396
Cluster_2200	Zm00008a022406,Zm00008a022404
Cluster_2201	Zm00008a022409,Zm00008a022411
Cluster_2202	Zm00008a022412,Zm00008a022410
Cluster_2203	Zm00008a022413,Zm00008a022416,Zm00008a022414
Cluster_2204	Zm00008a022438,Zm00008a022439
Cluster_2205	Zm00008a022442,Zm00008a022444
Cluster_2206	Zm00008a019060,Zm00008a019061
Cluster_2207	Zm00008a022481,Zm00008a022495
Cluster_2208	Zm00008a022483,Zm00008a022482,Zm00008a022484
Cluster_2209	Zm00008a019817,Zm00008a019813
Cluster_2210	Zm00008a022503,Zm00008a022502
Cluster_2211	Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525
Cluster_2212	Zm00008a019824,Zm00008a019822,Zm00008a019823
Cluster_2213	Zm00008a022533,Zm00008a022534
Cluster_2214	Zm00008a022537,Zm00008a022538,Zm00008a022536
Cluster_2215	Zm00008a022546,Zm00008a022545
Cluster_2216	Zm00008a022559,Zm00008a022560
Cluster_2217	Zm00008a022561,Zm00008a022562
Cluster_2218	Zm00008a022569,Zm00008a022568
Cluster_2219	Zm00008a022571,Zm00008a022572
Cluster_2220	Zm00008a022578,Zm00008a022577
Cluster_2221	Zm00008a022579,Zm00008a022580
Cluster_2222	Zm00008a022593,Zm00008a022594
Cluster_2223	Zm00008a022601,Zm00008a022602
Cluster_2224	Zm00008a022612,Zm00008a022615
Cluster_2225	Zm00008a022616,Zm00008a022611
Cluster_2226	Zm00008a019068,Zm00008a019070
Cluster_2227	Zm00008a019841,Zm00008a019842
Cluster_2228	Zm00008a022617,Zm00008a022618
Cluster_2229	Zm00008a022621,Zm00008a022622
Cluster_2230	Zm00008a022641,Zm00008a022642
Cluster_2231	Zm00008a019845,Zm00008a019844
Cluster_2232	Zm00008a022644,Zm00008a022640
Cluster_2233	Zm00008a022653,Zm00008a022652
Cluster_2234	Zm00008a022661,Zm00008a022662
Cluster_2235	Zm00008a022666,Zm00008a022665,Zm00008a022667
Cluster_2236	Zm00008a019069,Zm00008a019066,Zm00008a019067
Cluster_2237	Zm00008a022700,Zm00008a022701
Cluster_2238	Zm00008a022725,Zm00008a022709
Cluster_2239	Zm00008a022740,Zm00008a022739,Zm00008a022741,Zm00008a022738
Cluster_2240	Zm00008a022746,Zm00008a022745
Cluster_2241	Zm00008a022803,Zm00008a022802
Cluster_2242	Zm00008a019852,Zm00008a019850
Cluster_2243	Zm00008a022820,Zm00008a022821
Cluster_2244	Zm00008a022823,Zm00008a022822
Cluster_2245	Zm00008a022832,Zm00008a022833
Cluster_2246	Zm00008a019857,Zm00008a019856,Zm00008a019869
Cluster_2247	Zm00008a022843,Zm00008a022839
Cluster_2248	Zm00008a022848,Zm00008a022849
Cluster_2249	Zm00008a022858,Zm00008a022859,Zm00008a022857
Cluster_2250	Zm00008a022881,Zm00008a022876
Cluster_2251	Zm00008a022884,Zm00008a022885
Cluster_2252	Zm00008a022888,Zm00008a022893,Zm00008a022889
Cluster_2253	Zm00008a019861,Zm00008a019860
Cluster_2254	Zm00008a022898,Zm00008a022900,Zm00008a022899
Cluster_2255	Zm00008a022907,Zm00008a022906
Cluster_2256	Zm00008a022918,Zm00008a022919
Cluster_2257	Zm00008a022927,Zm00008a022926
Cluster_2258	Zm00008a022958,Zm00008a022956
Cluster_2259	Zm00008a022960,Zm00008a022961
Cluster_2260	Zm00008a022967,Zm00008a022968
Cluster_2261	Zm00008a022986,Zm00008a022987,Zm00008a022989
Cluster_2262	Zm00008a022990,Zm00008a022985
Cluster_2263	Zm00008a022992,Zm00008a022993
Cluster_2264	Zm00008a022998,Zm00008a022999
Cluster_2265	Zm00008a023000,Zm00008a023001
Cluster_2266	Zm00008a023004,Zm00008a023003
Cluster_2267	Zm00008a023006,Zm00008a023007
Cluster_2268	Zm00008a023011,Zm00008a023009,Zm00008a023010
Cluster_2269	Zm00008a023015,Zm00008a023016,Zm00008a023014
Cluster_2270	Zm00008a023020,Zm00008a023021
Cluster_2271	Zm00008a023042,Zm00008a023043
Cluster_2272	Zm00008a023061,Zm00008a023062
Cluster_2273	Zm00008a023063,Zm00008a023064
Cluster_2274	Zm00008a023099,Zm00008a023102,Zm00008a023084
Cluster_2275	Zm00008a023101,Zm00008a023098
Cluster_2276	Zm00008a023103,Zm00008a023100
Cluster_2277	Zm00008a023123,Zm00008a023124
Cluster_2278	Zm00008a023162,Zm00008a023163
Cluster_2279	Zm00008a023165,Zm00008a023168,Zm00008a023164,Zm00008a023166
Cluster_2280	Zm00008a023176,Zm00008a023177
Cluster_2281	Zm00008a023186,Zm00008a023187,Zm00008a023185
Cluster_2282	Zm00008a023203,Zm00008a023204,Zm00008a023202
Cluster_2283	Zm00008a019872,Zm00008a019888,Zm00008a019873,Zm00008a019874
Cluster_2284	Zm00008a023222,Zm00008a023223,Zm00008a023221
Cluster_2285	Zm00008a023234,Zm00008a023233
Cluster_2286	Zm00008a023238,Zm00008a023239
Cluster_2287	Zm00008a023253,Zm00008a023254
Cluster_2288	Zm00008a023258,Zm00008a023259
Cluster_2289	Zm00008a019879,Zm00008a019878
Cluster_2290	Zm00008a023280,Zm00008a023278,Zm00008a023281
Cluster_2291	Zm00008a023283,Zm00008a023284
Cluster_2292	Zm00008a019080,Zm00008a019079
Cluster_2293	Zm00008a023301,Zm00008a023302
Cluster_2294	Zm00008a023304,Zm00008a023305
Cluster_2295	Zm00008a023312,Zm00008a023311
Cluster_2296	Zm00008a023316,Zm00008a023317
Cluster_2297	Zm00008a023369,Zm00008a023370
Cluster_2298	Zm00008a023401,Zm00008a023400,Zm00008a023402
Cluster_2299	Zm00008a019893,Zm00008a019894
Cluster_2300	Zm00008a019084,Zm00008a019083
Cluster_2301	Zm00008a019900,Zm00008a019901
Cluster_2302	Zm00008a019914,Zm00008a019913
Cluster_2303	Zm00008a019930,Zm00008a019929
Cluster_2304	Zm00008a019101,Zm00008a019086
Cluster_2305	Zm00008a019104,Zm00008a019106,Zm00008a019105
Cluster_2306	Zm00008a018969,Zm00008a018979,Zm00008a018976
Cluster_2307	Zm00008a019949,Zm00008a019946
Cluster_2308	Zm00008a019952,Zm00008a019953
Cluster_2309	Zm00008a019954,Zm00008a019950
Cluster_2310	Zm00008a019982,Zm00008a019981,Zm00008a019983,Zm00008a019968
Cluster_2311	Zm00008a019993,Zm00008a019994
Cluster_2312	Zm00008a019998,Zm00008a019991
Cluster_2313	Zm00008a019121,Zm00008a019122
Cluster_2314	Zm00008a020019,Zm00008a020018
Cluster_2315	Zm00008a019135,Zm00008a019134
Cluster_2316	Zm00008a019136,Zm00008a019131
Cluster_2317	Zm00008a020041,Zm00008a020042,Zm00008a020040,Zm00008a020039
Cluster_2318	Zm00008a020049,Zm00008a020037,Zm00008a020048,Zm00008a020035
Cluster_2319	Zm00008a020060,Zm00008a020061
Cluster_2320	Zm00008a020064,Zm00008a020063
Cluster_2321	Zm00008a020076,Zm00008a020077
Cluster_2322	Zm00008a019149,Zm00008a019150
Cluster_2323	Zm00008a020080,Zm00008a020082,Zm00008a020081
Cluster_2324	Zm00008a020086,Zm00008a020088
Cluster_2325	Zm00008a020102,Zm00008a020103
Cluster_2326	Zm00008a020106,Zm00008a020104,Zm00008a020105,Zm00008a020093
Cluster_2327	Zm00008a020122,Zm00008a020123
Cluster_2328	Zm00008a020124,Zm00008a020125
Cluster_2329	Zm00008a019170,Zm00008a019171
Cluster_2330	Zm00008a020141,Zm00008a020142
Cluster_2331	Zm00008a020145,Zm00008a020144
Cluster_2332	Zm00008a020146,Zm00008a020149
Cluster_2333	Zm00008a020147,Zm00008a020148
Cluster_2334	Zm00008a020168,Zm00008a020167
Cluster_2335	Zm00008a020171,Zm00008a020172
Cluster_2336	Zm00008a020177,Zm00008a020178
