Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_0919	Zm00001d043102,Zm00001d043103
Cluster_0920	Zm00001d043129,Zm00001d043126
Cluster_0921	Zm00001d043166,Zm00001d043165
Cluster_0922	Zm00001d043205,Zm00001d043204
Cluster_0923	Zm00001d043216,Zm00001d043211
Cluster_0924	Zm00001d043221,Zm00001d043220
Cluster_0925	Zm00001d043252,Zm00001d043253,Zm00001d043256,Zm00001d043257
Cluster_0926	Zm00001d043286,Zm00001d043283,Zm00001d043284
Cluster_0927	Zm00001d043289,Zm00001d043290
Cluster_0928	Zm00001d043375,Zm00001d043374
Cluster_0929	Zm00001d039931,Zm00001d039923,Zm00001d039926,Zm00001d039920,Zm00001d039927,Zm00001d039930,Zm00001d039921,Zm00001d039924,Zm00001d039925,Zm00001d039922
Cluster_0930	Zm00001d043379,Zm00001d043380
Cluster_0931	Zm00001d039941,Zm00001d039935,Zm00001d039933,Zm00001d039936,Zm00001d039942
Cluster_0932	Zm00001d043480,Zm00001d043478
Cluster_0933	Zm00001d039947,Zm00001d039952,Zm00001d039956,Zm00001d039951
Cluster_0934	Zm00001d043519,Zm00001d043517
Cluster_0935	Zm00001d043544,Zm00001d043547
Cluster_0936	Zm00001d043568,Zm00001d043567
Cluster_0937	Zm00001d043619,Zm00001d043620
Cluster_0938	Zm00001d043622,Zm00001d043623,Zm00001d043624
Cluster_0939	Zm00001d043632,Zm00001d043625
Cluster_0940	Zm00001d043641,Zm00001d043643,Zm00001d043644
Cluster_0941	Zm00001d043650,Zm00001d043651
Cluster_0942	Zm00001d039958,Zm00001d039946
Cluster_0943	Zm00001d043682,Zm00001d043683
Cluster_0944	Zm00001d043716,Zm00001d043714,Zm00001d043719,Zm00001d043715
Cluster_0945	Zm00001d043740,Zm00001d043742,Zm00001d043741,Zm00001d043738
Cluster_0946	Zm00001d043766,Zm00001d043762
Cluster_0947	Zm00001d043771,Zm00001d043770
Cluster_0948	Zm00001d043789,Zm00001d043795,Zm00001d043787
Cluster_0949	Zm00001d043793,Zm00001d043792,Zm00001d043794
Cluster_0950	Zm00001d043800,Zm00001d043798
Cluster_0951	Zm00001d043806,Zm00001d043808
Cluster_0952	Zm00001d039969,Zm00001d039970
Cluster_0953	Zm00001d043823,Zm00001d043820
Cluster_0954	Zm00001d043847,Zm00001d043849
Cluster_0955	Zm00001d043871,Zm00001d043870
Cluster_0956	Zm00001d043882,Zm00001d043884
Cluster_0957	Zm00001d043890,Zm00001d043891
Cluster_0958	Zm00001d043915,Zm00001d043914
Cluster_0959	Zm00001d043927,Zm00001d043928
Cluster_0960	Zm00001d043944,Zm00001d043945
Cluster_0961	Zm00001d043981,Zm00001d043975,Zm00001d043980
Cluster_0962	Zm00001d044013,Zm00001d044014
Cluster_0963	Zm00001d044017,Zm00001d044018
Cluster_0964	Zm00001d044037,Zm00001d044033,Zm00001d044031
Cluster_0965	Zm00001d044043,Zm00001d044040,Zm00001d044048,Zm00001d044045,Zm00001d044050,Zm00001d044049
Cluster_0966	Zm00001d044053,Zm00001d044052
Cluster_0967	Zm00001d044099,Zm00001d044096,Zm00001d044095
Cluster_0968	Zm00001d039346,Zm00001d039345
Cluster_0969	Zm00001d044117,Zm00001d044118
Cluster_0970	Zm00001d044134,Zm00001d044133
Cluster_0971	Zm00001d044159,Zm00001d044153,Zm00001d044156,Zm00001d044147,Zm00001d044146,Zm00001d044157,Zm00001d044154
Cluster_0972	Zm00001d044203,Zm00001d044204,Zm00001d044208
Cluster_0973	Zm00001d044220,Zm00001d044221
Cluster_0974	Zm00001d044231,Zm00001d044237
Cluster_0975	Zm00001d044273,Zm00001d044274
Cluster_0976	Zm00001d044281,Zm00001d044283,Zm00001d044284
Cluster_0977	Zm00001d044289,Zm00001d044288
Cluster_0978	Zm00001d044317,Zm00001d044316
Cluster_0979	Zm00001d044336,Zm00001d044331
Cluster_0980	Zm00001d044340,Zm00001d044339
Cluster_0981	Zm00001d044351,Zm00001d044348,Zm00001d044352,Zm00001d044354,Zm00001d044345
Cluster_0982	Zm00001d044364,Zm00001d044363
Cluster_0983	Zm00001d044371,Zm00001d044370
Cluster_0984	Zm00001d044373,Zm00001d044372
Cluster_0985	Zm00001d044375,Zm00001d044376,Zm00001d044378
Cluster_0986	Zm00001d044386,Zm00001d044385
Cluster_0987	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402
Cluster_0988	Zm00001d044400,Zm00001d044398
Cluster_0989	Zm00001d044431,Zm00001d044430
Cluster_0990	Zm00001d044433,Zm00001d044432
Cluster_0991	Zm00001d044438,Zm00001d044439,Zm00001d044440
Cluster_0992	Zm00001d044443,Zm00001d044442
Cluster_0993	Zm00001d044457,Zm00001d044458
Cluster_0994	Zm00001d044573,Zm00001d044570
Cluster_0995	Zm00001d044579,Zm00001d044580
Cluster_0996	Zm00001d044586,Zm00001d044587,Zm00001d044590,Zm00001d044589,Zm00001d044588
Cluster_0997	Zm00001d044622,Zm00001d044625
Cluster_0998	Zm00001d044623,Zm00001d044626,Zm00001d044627
Cluster_0999	Zm00001d044628,Zm00001d044624
Cluster_1000	Zm00001d044642,Zm00001d044644
Cluster_1001	Zm00001d044647,Zm00001d044646
Cluster_1002	Zm00001d044655,Zm00001d044654
Cluster_1003	Zm00001d044685,Zm00001d044686
Cluster_1004	Zm00001d040029,Zm00001d040028,Zm00001d040027
Cluster_1005	Zm00001d040034,Zm00001d040035
Cluster_1006	Zm00001d040043,Zm00001d040044
Cluster_1007	Zm00001d040059,Zm00001d040075,Zm00001d040071,Zm00001d040066,Zm00001d040067,Zm00001d040060,Zm00001d040064
Cluster_1008	Zm00001d039363,Zm00001d039364
Cluster_1009	Zm00001d040090,Zm00001d040091
Cluster_1010	Zm00001d039374,Zm00001d039375,Zm00001d039377
Cluster_1011	Zm00001d040127,Zm00001d040128
Cluster_1012	Zm00001d040152,Zm00001d040148
Cluster_1013	Zm00001d040161,Zm00001d040162
Cluster_1014	Zm00001d039392,Zm00001d039393
Cluster_1015	Zm00001d040210,Zm00001d040211,Zm00001d040212
Cluster_1016	Zm00001d040232,Zm00001d040231
Cluster_1017	Zm00001d040249,Zm00001d040247
Cluster_1018	Zm00001d040252,Zm00001d040253
Cluster_1019	Zm00001d040302,Zm00001d040301
Cluster_1020	Zm00001d039420,Zm00001d039423,Zm00001d039419
Cluster_1021	Zm00001d040366,Zm00001d040365
Cluster_1022	Zm00001d040387,Zm00001d040386
Cluster_1023	Zm00001d040420,Zm00001d040414
Cluster_1024	Zm00001d040423,Zm00001d040428,Zm00001d040426
Cluster_1025	Zm00001d040448,Zm00001d040449
Cluster_1026	Zm00001d040460,Zm00001d040461
Cluster_1027	Zm00001d040479,Zm00001d040497,Zm00001d040483
Cluster_1028	Zm00001d040493,Zm00001d040481,Zm00001d040501
Cluster_1029	Zm00001d040509,Zm00001d040508
Cluster_1030	Zm00001d040539,Zm00001d040540
Cluster_1031	Zm00001d040548,Zm00001d040549
Cluster_1032	Zm00001d040581,Zm00001d040578,Zm00001d040579
Cluster_1033	Zm00001d040583,Zm00001d040582
Cluster_1034	Zm00001d040609,Zm00001d040608
Cluster_1035	Zm00001d040625,Zm00001d040623
Cluster_1036	Zm00001d040639,Zm00001d040638
Cluster_1037	Zm00001d040650,Zm00001d040649
Cluster_1038	Zm00001d040659,Zm00001d040660
Cluster_1039	Zm00001d040692,Zm00001d040694
Cluster_1040	Zm00001d040700,Zm00001d040701
Cluster_1041	Zm00001d040702,Zm00001d040705
Cluster_1042	Zm00001d040706,Zm00001d040708
Cluster_1043	Zm00001d040712,Zm00001d040711
Cluster_1044	Zm00001d040731,Zm00001d040730,Zm00001d040733
Cluster_1045	Zm00001d039517,Zm00001d039514
Cluster_1046	Zm00001d040757,Zm00001d040759
Cluster_1047	Zm00001d040773,Zm00001d040772
Cluster_1048	Zm00001d040786,Zm00001d040785,Zm00001d040787
Cluster_1049	Zm00001d040818,Zm00001d040820
Cluster_1050	Zm00001d040836,Zm00001d040837
Cluster_1051	Zm00001d040847,Zm00001d040844
Cluster_1052	Zm00001d040855,Zm00001d040857
Cluster_1053	Zm00001d039532,Zm00001d039531
Cluster_1054	Zm00001d040874,Zm00001d040875
Cluster_1055	Zm00001d040911,Zm00001d040912
Cluster_1056	Zm00001d040933,Zm00001d040934
Cluster_1057	Zm00001d039563,Zm00001d039564
Cluster_1058	Zm00001d039569,Zm00001d039571,Zm00001d039574,Zm00001d039572,Zm00001d039573
Cluster_1059	Zm00001d040954,Zm00001d040953
Cluster_1060	Zm00001d039268,Zm00001d039269
Cluster_1061	Zm00001d039602,Zm00001d039604
Cluster_1062	Zm00001d040988,Zm00001d040986
Cluster_1063	Zm00001d039274,Zm00001d039276
Cluster_1064	Zm00001d039628,Zm00001d039629
Cluster_1065	Zm00001d041077,Zm00001d041076,Zm00001d041079
Cluster_1066	Zm00001d039633,Zm00001d039631
Cluster_1067	Zm00001d041087,Zm00001d041086
Cluster_1068	Zm00001d041136,Zm00001d041124
Cluster_1069	Zm00001d039642,Zm00001d039643,Zm00001d039644
Cluster_1070	Zm00001d050573,Zm00001d050574
Cluster_1071	Zm00001d050608,Zm00001d050609
Cluster_1072	Zm00001d050620,Zm00001d050621
Cluster_1073	Zm00001d048603,Zm00001d048604,Zm00001d048602,Zm00001d048600,Zm00001d048601,Zm00001d048588
Cluster_1074	Zm00001d048948,Zm00001d048950,Zm00001d048949,Zm00001d048947
Cluster_1075	Zm00001d050643,Zm00001d050642
Cluster_1076	Zm00001d048968,Zm00001d048962
Cluster_1077	Zm00001d050660,Zm00001d050658
Cluster_1078	Zm00001d048978,Zm00001d048973,Zm00001d048975,Zm00001d048972
Cluster_1079	Zm00001d048982,Zm00001d048983
Cluster_1080	Zm00001d050672,Zm00001d050671
Cluster_1081	Zm00001d050684,Zm00001d050682
Cluster_1082	Zm00001d050687,Zm00001d050678
Cluster_1083	Zm00001d048985,Zm00001d048987
Cluster_1084	Zm00001d048990,Zm00001d048989
Cluster_1085	Zm00001d050726,Zm00001d050728
Cluster_1086	Zm00001d048995,Zm00001d048996
Cluster_1087	Zm00001d049007,Zm00001d049006
Cluster_1088	Zm00001d050805,Zm00001d050803
Cluster_1089	Zm00001d049031,Zm00001d049032
Cluster_1090	Zm00001d050920,Zm00001d050921
Cluster_1091	Zm00001d050965,Zm00001d050967
Cluster_1092	Zm00001d051021,Zm00001d051033
Cluster_1093	Zm00001d051093,Zm00001d051099,Zm00001d051085,Zm00001d051088,Zm00001d051094,Zm00001d051096,Zm00001d051089,Zm00001d051083
Cluster_1094	Zm00001d051163,Zm00001d051161,Zm00001d051166,Zm00001d051164
Cluster_1095	Zm00001d048618,Zm00001d048617
Cluster_1096	Zm00001d051187,Zm00001d051188
Cluster_1097	Zm00001d051200,Zm00001d051202,Zm00001d051199
Cluster_1098	Zm00001d051225,Zm00001d051223
Cluster_1099	Zm00001d049077,Zm00001d049078
Cluster_1100	Zm00001d051246,Zm00001d051254,Zm00001d051251,Zm00001d051259
Cluster_1101	Zm00001d051267,Zm00001d051269
Cluster_1102	Zm00001d051313,Zm00001d051314
Cluster_1103	Zm00001d051336,Zm00001d051335
Cluster_1104	Zm00001d051350,Zm00001d051355
Cluster_1105	Zm00001d049087,Zm00001d049086
Cluster_1106	Zm00001d051370,Zm00001d051371
Cluster_1107	Zm00001d051373,Zm00001d051374
Cluster_1108	Zm00001d051399,Zm00001d051397
Cluster_1109	Zm00001d051410,Zm00001d051411
Cluster_1110	Zm00001d051413,Zm00001d051412
Cluster_1111	Zm00001d051419,Zm00001d051418
Cluster_1112	Zm00001d051460,Zm00001d051468
Cluster_1113	Zm00001d051496,Zm00001d051495,Zm00001d051492
Cluster_1114	Zm00001d049111,Zm00001d049110
Cluster_1115	Zm00001d051607,Zm00001d051609
Cluster_1116	Zm00001d049113,Zm00001d049109
Cluster_1117	Zm00001d051658,Zm00001d051659
Cluster_1118	Zm00001d051669,Zm00001d051668
Cluster_1119	Zm00001d051695,Zm00001d051692,Zm00001d051693
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727
Cluster_1121	Zm00001d049134,Zm00001d049133
Cluster_1122	Zm00001d051876,Zm00001d051877
Cluster_1123	Zm00001d051961,Zm00001d051965,Zm00001d051958
Cluster_1124	Zm00001d052036,Zm00001d052035
Cluster_1125	Zm00001d052038,Zm00001d052037
Cluster_1126	Zm00001d052067,Zm00001d052066
Cluster_1127	Zm00001d052083,Zm00001d052082
Cluster_1128	Zm00001d052090,Zm00001d052091,Zm00001d052089
Cluster_1129	Zm00001d052127,Zm00001d052128
Cluster_1130	Zm00001d052164,Zm00001d052165
Cluster_1131	Zm00001d052170,Zm00001d052168
Cluster_1132	Zm00001d052206,Zm00001d052205
Cluster_1133	Zm00001d052211,Zm00001d052209,Zm00001d052210
Cluster_1134	Zm00001d052227,Zm00001d052226
Cluster_1135	Zm00001d052232,Zm00001d052233
Cluster_1136	Zm00001d052245,Zm00001d052244
Cluster_1137	Zm00001d052306,Zm00001d052296
Cluster_1138	Zm00001d052336,Zm00001d052335
Cluster_1139	Zm00001d052344,Zm00001d052346
Cluster_1140	Zm00001d052348,Zm00001d052351
Cluster_1141	Zm00001d052357,Zm00001d052355
Cluster_1142	Zm00001d052364,Zm00001d052363,Zm00001d052362
Cluster_1143	Zm00001d052372,Zm00001d052373,Zm00001d052371
Cluster_1144	Zm00001d052393,Zm00001d052394
Cluster_1145	Zm00001d052412,Zm00001d052413
Cluster_1146	Zm00001d052420,Zm00001d052421
Cluster_1147	Zm00001d052431,Zm00001d052430
Cluster_1148	Zm00001d052435,Zm00001d052434
Cluster_1149	Zm00001d052463,Zm00001d052464
Cluster_1150	Zm00001d052479,Zm00001d052480
Cluster_1151	Zm00001d052505,Zm00001d052501
Cluster_1152	Zm00001d052509,Zm00001d052513
Cluster_1153	Zm00001d049175,Zm00001d049176
Cluster_1154	Zm00001d052565,Zm00001d052566
Cluster_1155	Zm00001d052580,Zm00001d052557,Zm00001d052572
Cluster_1156	Zm00001d049179,Zm00001d049181
Cluster_1157	Zm00001d052604,Zm00001d052601
Cluster_1158	Zm00001d052605,Zm00001d052606
Cluster_1159	Zm00001d052628,Zm00001d052627,Zm00001d052625
Cluster_1160	Zm00001d052638,Zm00001d052637
Cluster_1161	Zm00001d052639,Zm00001d052640
Cluster_1162	Zm00001d049183,Zm00001d049184
Cluster_1163	Zm00001d052675,Zm00001d052673,Zm00001d052676
Cluster_1164	Zm00001d052683,Zm00001d052684
Cluster_1165	Zm00001d052734,Zm00001d052735
Cluster_1166	Zm00001d052792,Zm00001d052793
Cluster_1167	Zm00001d052818,Zm00001d052819
Cluster_1168	Zm00001d052828,Zm00001d052827,Zm00001d052829,Zm00001d052831
Cluster_1169	Zm00001d052835,Zm00001d052832
Cluster_1170	Zm00001d052841,Zm00001d052842,Zm00001d052840
Cluster_1171	Zm00001d052882,Zm00001d052878
Cluster_1172	Zm00001d052916,Zm00001d052915
Cluster_1173	Zm00001d049203,Zm00001d049196
Cluster_1174	Zm00001d052940,Zm00001d052937,Zm00001d052946,Zm00001d052939
Cluster_1175	Zm00001d052965,Zm00001d052966
Cluster_1176	Zm00001d052992,Zm00001d052993,Zm00001d052996
Cluster_1177	Zm00001d052997,Zm00001d052987
Cluster_1178	Zm00001d052998,Zm00001d052990,Zm00001d052989
Cluster_1179	Zm00001d053030,Zm00001d053031
Cluster_1180	Zm00001d053046,Zm00001d053047
Cluster_1181	Zm00001d053049,Zm00001d053050
Cluster_1182	Zm00001d053064,Zm00001d053065
Cluster_1183	Zm00001d049219,Zm00001d049217
Cluster_1184	Zm00001d053079,Zm00001d053080
Cluster_1185	Zm00001d049220,Zm00001d049221
Cluster_1186	Zm00001d053099,Zm00001d053094
Cluster_1187	Zm00001d053268,Zm00001d053269
Cluster_1188	Zm00001d053277,Zm00001d053278
Cluster_1189	Zm00001d053296,Zm00001d053295
Cluster_1190	Zm00001d053340,Zm00001d053339
Cluster_1191	Zm00001d053363,Zm00001d053366
Cluster_1192	Zm00001d053364,Zm00001d053365
Cluster_1193	Zm00001d053385,Zm00001d053387
Cluster_1194	Zm00001d053386,Zm00001d053384
Cluster_1195	Zm00001d053401,Zm00001d053403,Zm00001d053402
Cluster_1196	Zm00001d053435,Zm00001d053433,Zm00001d053434
Cluster_1197	Zm00001d053513,Zm00001d053514
Cluster_1198	Zm00001d053524,Zm00001d053530,Zm00001d053534,Zm00001d053526,Zm00001d053537,Zm00001d053528,Zm00001d053538,Zm00001d053533,Zm00001d053529,Zm00001d053531
Cluster_1199	Zm00001d049259,Zm00001d049260
Cluster_1200	Zm00001d053579,Zm00001d053578
Cluster_1201	Zm00001d053587,Zm00001d053588
Cluster_1202	Zm00001d053620,Zm00001d053618
Cluster_1203	Zm00001d053636,Zm00001d053633,Zm00001d053632,Zm00001d053635,Zm00001d053630
Cluster_1204	Zm00001d049268,Zm00001d049263
Cluster_1205	Zm00001d053684,Zm00001d053685
Cluster_1206	Zm00001d053770,Zm00001d053772
Cluster_1207	Zm00001d053790,Zm00001d053798
Cluster_1208	Zm00001d053826,Zm00001d053827
Cluster_1209	Zm00001d053830,Zm00001d053829
Cluster_1210	Zm00001d053838,Zm00001d053834
Cluster_1211	Zm00001d053866,Zm00001d053865,Zm00001d053867,Zm00001d053864
Cluster_1212	Zm00001d053894,Zm00001d053891
Cluster_1213	Zm00001d053906,Zm00001d053904
Cluster_1214	Zm00001d053913,Zm00001d053912
Cluster_1215	Zm00001d053916,Zm00001d053918
Cluster_1216	Zm00001d049282,Zm00001d049292
Cluster_1217	Zm00001d053939,Zm00001d053936
Cluster_1218	Zm00001d053940,Zm00001d053943
Cluster_1219	Zm00001d053955,Zm00001d053954
Cluster_1220	Zm00001d049286,Zm00001d049293
Cluster_1221	Zm00001d053960,Zm00001d053941,Zm00001d053944,Zm00001d053942,Zm00001d053950
Cluster_1222	Zm00001d054031,Zm00001d054032
Cluster_1223	Zm00001d054042,Zm00001d054041
Cluster_1224	Zm00001d054054,Zm00001d054052
Cluster_1225	Zm00001d054057,Zm00001d054060
Cluster_1226	Zm00001d048639,Zm00001d048640
Cluster_1227	Zm00001d054081,Zm00001d054085
Cluster_1228	Zm00001d049290,Zm00001d049291
Cluster_1229	Zm00001d054095,Zm00001d054094
Cluster_1230	Zm00001d049299,Zm00001d049301
Cluster_1231	Zm00001d049331,Zm00001d049332
Cluster_1232	Zm00001d048660,Zm00001d048656
Cluster_1233	Zm00001d048663,Zm00001d048665
Cluster_1234	Zm00001d049439,Zm00001d049418,Zm00001d049419,Zm00001d049428,Zm00001d049423,Zm00001d049424,Zm00001d049427,Zm00001d049436,Zm00001d049435,Zm00001d049421,Zm00001d049430,Zm00001d049431,Zm00001d049432,Zm00001d049433,Zm00001d049437,Zm00001d049420,Zm00001d049438,Zm00001d049426,Zm00001d049434,Zm00001d049425
Cluster_1235	Zm00001d049446,Zm00001d049445
Cluster_1236	Zm00001d049471,Zm00001d049475
Cluster_1237	Zm00001d048682,Zm00001d048681
Cluster_1238	Zm00001d049508,Zm00001d049509
Cluster_1239	Zm00001d049528,Zm00001d049532
Cluster_1240	Zm00001d049539,Zm00001d049536
Cluster_1241	Zm00001d049560,Zm00001d049559
Cluster_1242	Zm00001d048702,Zm00001d048705,Zm00001d048710,Zm00001d048703
Cluster_1243	Zm00001d049599,Zm00001d049588
Cluster_1244	Zm00001d049612,Zm00001d049613
Cluster_1245	Zm00001d049613,Zm00001d049614
Cluster_1246	Zm00001d048707,Zm00001d048711
Cluster_1247	Zm00001d049645,Zm00001d049646
Cluster_1248	Zm00001d049668,Zm00001d049666
Cluster_1249	Zm00001d049692,Zm00001d049691
Cluster_1250	Zm00001d049704,Zm00001d049697
Cluster_1251	Zm00001d048720,Zm00001d048719
Cluster_1252	Zm00001d049736,Zm00001d049737
Cluster_1253	Zm00001d048723,Zm00001d048726
Cluster_1254	Zm00001d048727,Zm00001d048728
Cluster_1255	Zm00001d049781,Zm00001d049777,Zm00001d049774
Cluster_1256	Zm00001d049789,Zm00001d049786
Cluster_1257	Zm00001d049792,Zm00001d049793
Cluster_1258	Zm00001d049816,Zm00001d049817
Cluster_1259	Zm00001d049824,Zm00001d049822
Cluster_1260	Zm00001d049838,Zm00001d049840,Zm00001d049842,Zm00001d049843,Zm00001d049844,Zm00001d049841
Cluster_1261	Zm00001d049855,Zm00001d049854
Cluster_1262	Zm00001d049861,Zm00001d049862
Cluster_1263	Zm00001d048752,Zm00001d048754,Zm00001d048748,Zm00001d048746,Zm00001d048757
Cluster_1264	Zm00001d048755,Zm00001d048753
Cluster_1265	Zm00001d049872,Zm00001d049871
Cluster_1266	Zm00001d048773,Zm00001d048774,Zm00001d048771,Zm00001d048776,Zm00001d048775
Cluster_1267	Zm00001d049945,Zm00001d049944
Cluster_1268	Zm00001d049980,Zm00001d049979
Cluster_1269	Zm00001d049996,Zm00001d049997
Cluster_1270	Zm00001d048812,Zm00001d048806,Zm00001d048807,Zm00001d048809,Zm00001d048813,Zm00001d048816,Zm00001d048817,Zm00001d048818,Zm00001d048810,Zm00001d048808
Cluster_1271	Zm00001d048839,Zm00001d048840
Cluster_1272	Zm00001d048847,Zm00001d048848,Zm00001d048849,Zm00001d048850,Zm00001d048851,Zm00001d048852
Cluster_1273	Zm00001d050074,Zm00001d050077,Zm00001d050076
Cluster_1274	Zm00001d050090,Zm00001d050091
Cluster_1275	Zm00001d048865,Zm00001d048875,Zm00001d048864
Cluster_1276	Zm00001d048871,Zm00001d048872,Zm00001d048870
Cluster_1277	Zm00001d050134,Zm00001d050133
Cluster_1278	Zm00001d048874,Zm00001d048867
Cluster_1279	Zm00001d050141,Zm00001d050140
Cluster_1280	Zm00001d050160,Zm00001d050171
Cluster_1281	Zm00001d050161,Zm00001d050162
Cluster_1282	Zm00001d050169,Zm00001d050170
Cluster_1283	Zm00001d050196,Zm00001d050198
Cluster_1284	Zm00001d050207,Zm00001d050205
Cluster_1285	Zm00001d050214,Zm00001d050215
Cluster_1286	Zm00001d050259,Zm00001d050260
Cluster_1287	Zm00001d050317,Zm00001d050318
Cluster_1288	Zm00001d050353,Zm00001d050352
Cluster_1289	Zm00001d050388,Zm00001d050386
Cluster_1290	Zm00001d050443,Zm00001d050452
Cluster_1291	Zm00001d050479,Zm00001d050493
Cluster_1292	Zm00001d048593,Zm00001d048592
Cluster_1293	Zm00001d050488,Zm00001d050489
Cluster_1294	Zm00001d050503,Zm00001d050502
Cluster_1295	Zm00001d050552,Zm00001d050551
Cluster_1296	Zm00001d015592,Zm00001d015579,Zm00001d015589,Zm00001d015578
Cluster_1297	Zm00001d015605,Zm00001d015603
Cluster_1298	Zm00001d013387,Zm00001d013388,Zm00001d013386
Cluster_1299	Zm00001d015637,Zm00001d015636
Cluster_1300	Zm00001d015693,Zm00001d015692,Zm00001d015695
Cluster_1301	Zm00001d015702,Zm00001d015700
Cluster_1302	Zm00001d015703,Zm00001d015704
Cluster_1303	Zm00001d013423,Zm00001d013418
Cluster_1304	Zm00001d013435,Zm00001d013439,Zm00001d013434,Zm00001d013433,Zm00001d013440
Cluster_1305	Zm00001d015724,Zm00001d015723
Cluster_1306	Zm00001d015748,Zm00001d015747
Cluster_1307	Zm00001d015810,Zm00001d015811
Cluster_1308	Zm00001d015822,Zm00001d015823
Cluster_1309	Zm00001d015825,Zm00001d015821,Zm00001d015820
Cluster_1310	Zm00001d015845,Zm00001d015846
Cluster_1311	Zm00001d015914,Zm00001d015912,Zm00001d015905
Cluster_1312	Zm00001d013512,Zm00001d013516,Zm00001d013514
Cluster_1313	Zm00001d015963,Zm00001d015964
Cluster_1314	Zm00001d015975,Zm00001d015976
Cluster_1315	Zm00001d015997,Zm00001d015998
Cluster_1316	Zm00001d016024,Zm00001d016025,Zm00001d016035,Zm00001d016027,Zm00001d016022
Cluster_1317	Zm00001d016054,Zm00001d016056
Cluster_1318	Zm00001d013559,Zm00001d013560
Cluster_1319	Zm00001d016087,Zm00001d016085
Cluster_1320	Zm00001d013575,Zm00001d013578
Cluster_1321	Zm00001d016145,Zm00001d016143,Zm00001d016142,Zm00001d016140,Zm00001d016136,Zm00001d016139,Zm00001d016137
Cluster_1322	Zm00001d016156,Zm00001d016155,Zm00001d016157
Cluster_1323	Zm00001d016158,Zm00001d016159
Cluster_1324	Zm00001d016181,Zm00001d016180
Cluster_1325	Zm00001d016185,Zm00001d016182,Zm00001d016179,Zm00001d016177
Cluster_1326	Zm00001d016203,Zm00001d016207
Cluster_1327	Zm00001d016219,Zm00001d016220,Zm00001d016221
Cluster_1328	Zm00001d016260,Zm00001d016262
Cluster_1329	Zm00001d013615,Zm00001d013614
Cluster_1330	Zm00001d013616,Zm00001d013617,Zm00001d013619
Cluster_1331	Zm00001d016306,Zm00001d016307
Cluster_1332	Zm00001d016340,Zm00001d016341
Cluster_1333	Zm00001d016351,Zm00001d016350
Cluster_1334	Zm00001d016381,Zm00001d016380
Cluster_1335	Zm00001d016393,Zm00001d016389,Zm00001d016391,Zm00001d016387
Cluster_1336	Zm00001d016395,Zm00001d016396
Cluster_1337	Zm00001d016432,Zm00001d016417,Zm00001d016419,Zm00001d016431,Zm00001d016414,Zm00001d016415,Zm00001d016420,Zm00001d016427,Zm00001d016435,Zm00001d016429,Zm00001d016428,Zm00001d016424
Cluster_1338	Zm00001d016459,Zm00001d016460
Cluster_1339	Zm00001d016477,Zm00001d016476
Cluster_1340	Zm00001d016501,Zm00001d016502
Cluster_1341	Zm00001d016516,Zm00001d016521
Cluster_1342	Zm00001d013662,Zm00001d013663,Zm00001d013661
Cluster_1343	Zm00001d016567,Zm00001d016568
Cluster_1344	Zm00001d016569,Zm00001d016571
Cluster_1345	Zm00001d016585,Zm00001d016584
Cluster_1346	Zm00001d016613,Zm00001d016607
Cluster_1347	Zm00001d016616,Zm00001d016623
Cluster_1348	Zm00001d016648,Zm00001d016649
Cluster_1349	Zm00001d016660,Zm00001d016661
Cluster_1350	Zm00001d016730,Zm00001d016719
Cluster_1351	Zm00001d016740,Zm00001d016738,Zm00001d016741
Cluster_1352	Zm00001d016782,Zm00001d016773,Zm00001d016777
Cluster_1353	Zm00001d012899,Zm00001d012906,Zm00001d012900
Cluster_1354	Zm00001d012902,Zm00001d012910
Cluster_1355	Zm00001d016841,Zm00001d016842,Zm00001d016844
Cluster_1356	Zm00001d016871,Zm00001d016867,Zm00001d016868,Zm00001d016870
Cluster_1357	Zm00001d016883,Zm00001d016882
Cluster_1358	Zm00001d016884,Zm00001d016885
Cluster_1359	Zm00001d016900,Zm00001d016899
Cluster_1360	Zm00001d016949,Zm00001d016946,Zm00001d016947,Zm00001d016948
Cluster_1361	Zm00001d013708,Zm00001d013709
Cluster_1362	Zm00001d016995,Zm00001d016996
Cluster_1363	Zm00001d017001,Zm00001d017009,Zm00001d017014,Zm00001d017008,Zm00001d017019
Cluster_1364	Zm00001d017021,Zm00001d017022
Cluster_1365	Zm00001d017033,Zm00001d017032
Cluster_1366	Zm00001d017043,Zm00001d017045
Cluster_1367	Zm00001d013720,Zm00001d013719
Cluster_1368	Zm00001d017122,Zm00001d017123
Cluster_1369	Zm00001d017165,Zm00001d017164
Cluster_1370	Zm00001d017174,Zm00001d017172
Cluster_1371	Zm00001d012909,Zm00001d012907,Zm00001d012908
Cluster_1372	Zm00001d012912,Zm00001d012911
Cluster_1373	Zm00001d017228,Zm00001d017229
Cluster_1374	Zm00001d017236,Zm00001d017222,Zm00001d017238,Zm00001d017237,Zm00001d017234
