Duplicate_ID	B_Genes	P_Genes	B_Ages	P_Ages
Nonsyntenic_Dup_0838	Zm00001d026369,Zm00001d026370,Zm00001d026371	Zm00008a038656,Zm00008a038657,Zm00008a038659	0.000214432310963,11.9007612999	0.00216688736661,0.00287586257937
Nonsyntenic_Dup_0839	Zm00001d026382,Zm00001d026383	Zm00008a038668	11.7360225815	NA
Nonsyntenic_Dup_0840	Zm00001d026406,Zm00001d026412,Zm00001d026413	Zm00008a038686	0.338626074738,0.338626074738	NA
Nonsyntenic_Dup_0841	Zm00001d026488,Zm00001d026489	Zm00008a038758	0.0582658632172	NA
Nonsyntenic_Dup_0842	Zm00001d026557,Zm00001d026558	Zm00008a038803	11.7659219981	NA
Nonsyntenic_Dup_0843	Zm00001d026588,Zm00001d026589	Zm00008a038830,Zm00008a038831	0.00133919429499	0.000566807904878
Nonsyntenic_Dup_0844	Zm00001d026661,Zm00001d026663	Zm00008a038888,Zm00008a038890	11.7307092928	11.7307092928
Nonsyntenic_Dup_0845	Zm00001d026661,Zm00001d026663	Zm00008a038891	1.56854662348	NA
Nonsyntenic_Dup_0846	Zm00001d027273	Zm00008a000026,Zm00008a000029	NA	3.62601751825
Nonsyntenic_Dup_0847	Zm00001d027290,Zm00001d027291	Zm00008a000045	11.7487169434	NA
Nonsyntenic_Dup_0848	Zm00001d027415	Zm00008a000147,Zm00008a000149	NA	2.81916985824
Nonsyntenic_Dup_0849	Zm00001d027508,Zm00001d027509	Zm00008a000228,Zm00008a000229	11.8974031591	0.00178828156942
Nonsyntenic_Dup_0850	Zm00001d027524,Zm00001d027525	Zm00008a000248	11.0796321765	NA
Nonsyntenic_Dup_0851	Zm00001d027527	Zm00008a000249,Zm00008a000252	NA	11.7714754827
Nonsyntenic_Dup_0852	Zm00001d027539,Zm00001d027540,Zm00001d027541,Zm00001d027542	Zm00008a000262,Zm00008a000263,Zm00008a000264	11.8837256149,0.00321285135569,0.00103415000545	0.00321285135569,0.00321285135569
Nonsyntenic_Dup_0853	Zm00001d027570,Zm00001d027571,Zm00001d027572	Zm00008a000279,Zm00008a000280,Zm00008a000281	0.00320863967812,11.8990393504	0.00171921662865,0.000996799384279
Nonsyntenic_Dup_0854	Zm00001d027577	Zm00008a000272,Zm00008a000287	NA	8.40217239001
Nonsyntenic_Dup_0855	Zm00001d027578,Zm00001d027580	Zm00008a000288	11.8004208671	NA
Nonsyntenic_Dup_0856	Zm00001d027599,Zm00001d027601	Zm00008a000308,Zm00008a000309	11.7511021019	11.7511021019
Nonsyntenic_Dup_0857	Zm00001d027604	Zm00008a000308,Zm00008a000309	NA	11.784580958
Nonsyntenic_Dup_0859	Zm00001d027610,Zm00001d027611	Zm00008a000311,Zm00008a000312	11.7287356591	11.7287356591
Nonsyntenic_Dup_0860	Zm00001d027638,Zm00001d027639,Zm00001d027642,Zm00001d027643	Zm00008a000334,Zm00008a000335,Zm00008a000336,Zm00008a000338	3.41879035851,4.34672811664,0.309491739989	3.41879035851,4.34672811664,11.7344688977
Nonsyntenic_Dup_0861	Zm00001d027678,Zm00001d027679	Zm00008a000363,Zm00008a000364	7.55703097215	7.77535809798
Nonsyntenic_Dup_0862	Zm00001d027686,Zm00001d027687	Zm00008a000370	0.0286450639243	NA
Nonsyntenic_Dup_0863	Zm00001d027717,Zm00001d027718	Zm00008a000389	11.771134973	NA
Nonsyntenic_Dup_0864	Zm00001d027878	Zm00008a000498,Zm00008a000499	NA	11.8047328297
Nonsyntenic_Dup_0865	Zm00001d027887,Zm00001d027888	Zm00008a000506	11.7816310441	NA
Nonsyntenic_Dup_0866	Zm00001d027899,Zm00001d027900,Zm00001d027901	Zm00008a000515,Zm00008a000516,Zm00008a000517	11.9006681425,11.9006681425	0.00315272579247,0.0015024817133
Nonsyntenic_Dup_0867	Zm00001d027919	Zm00008a000531,Zm00008a000532,Zm00008a000534	NA	11.7156720055,1.66724510076
Nonsyntenic_Dup_0868	Zm00001d027924,Zm00001d027925,Zm00001d027928,Zm00001d027929	Zm00008a000539	11.7181756438,11.7181756438,3.22854849812	NA
Nonsyntenic_Dup_0869	Zm00001d027924,Zm00001d027925,Zm00001d027928,Zm00001d027929	Zm00008a000540	11.900735864,11.900735864,0.00136050222706	NA
Nonsyntenic_Dup_0870	Zm00001d027924,Zm00001d027925,Zm00001d027928,Zm00001d027929	Zm00008a000541	11.895221801,11.895221801,0.00138373315428	NA
Nonsyntenic_Dup_0871	Zm00001d027947,Zm00001d027949	Zm00008a000555,Zm00008a000557	5.22444239383	11.7115407802
Nonsyntenic_Dup_0872	Zm00001d027946,Zm00001d027948	Zm00008a000554,Zm00008a000556	0.00143475542227	0.000321591716995
Nonsyntenic_Dup_0873	Zm00001d027955,Zm00001d027957	Zm00008a000560	11.7189203811	NA
Nonsyntenic_Dup_0874	Zm00001d027954,Zm00001d027956	Zm00008a000559	11.7341447356	NA
Nonsyntenic_Dup_0875	Zm00001d027955,Zm00001d027957	Zm00008a000561	5.1627517771	NA
Nonsyntenic_Dup_0876	Zm00001d027978,Zm00001d027979	Zm00008a000579,Zm00008a000581	11.7344061776	11.7344061776
Nonsyntenic_Dup_0877	Zm00001d028002,Zm00001d028003	Zm00008a000596	11.7363531285	NA
Nonsyntenic_Dup_0878	Zm00001d028008,Zm00001d028009	Zm00008a000603,Zm00008a000604	11.7643836908	11.7643836908
Nonsyntenic_Dup_0879	Zm00001d028062,Zm00001d028063	Zm00008a000639	11.7472170977	NA
Nonsyntenic_Dup_0880	Zm00001d028066	Zm00008a000641,Zm00008a000642,Zm00008a000643,Zm00008a000645,Zm00008a000646,Zm00008a000647,Zm00008a000648,Zm00008a000649	NA	4.21771487057,6.08120060559,9.35826454328,8.1822758857,9.35826454328,11.7344767154,11.7344767154
Nonsyntenic_Dup_0881	Zm00001d028068	Zm00008a000641,Zm00008a000642,Zm00008a000643,Zm00008a000645,Zm00008a000646,Zm00008a000647,Zm00008a000648,Zm00008a000649	NA	11.701167748,5.65795586729,5.22887225859,5.65795586729,5.65795586729,11.701167748,11.701167748
Nonsyntenic_Dup_0882	Zm00001d028069,Zm00001d028070	Zm00008a000641,Zm00008a000642,Zm00008a000643,Zm00008a000645,Zm00008a000646,Zm00008a000647,Zm00008a000648,Zm00008a000649	5.78895903609	11.7117250636,6.38671805106,6.56511073424,6.56511073424,6.38671805106,11.7117250636,11.7117250636
Nonsyntenic_Dup_0883	Zm00001d028144,Zm00001d028151	Zm00008a000705,Zm00008a000707	0.868247889054	0.000186561095512
Nonsyntenic_Dup_0884	Zm00001d028249,Zm00001d028252	Zm00008a000795,Zm00008a000796	7.5374088526e-05	0.0021103733777
Nonsyntenic_Dup_0885	Zm00001d028312,Zm00001d028314,Zm00001d028315	Zm00008a000845,Zm00008a000846	0.23358857527,11.9110703034	0.000784116249476
Nonsyntenic_Dup_0886	Zm00001d028347,Zm00001d028348,Zm00001d028349	Zm00008a000869,Zm00008a000870	0.00388379319199,11.8935192053	0.00388379319199
Nonsyntenic_Dup_0887	Zm00001d028399,Zm00001d028400	Zm00008a000917	11.7273546362	NA
Nonsyntenic_Dup_0888	Zm00001d028454,Zm00001d028455	Zm00008a000991	11.8138505171	NA
Nonsyntenic_Dup_0889	Zm00001d028465,Zm00001d028467,Zm00001d028469	Zm00008a000976,Zm00008a000977,Zm00008a000980	11.2078397912,11.7203851462	11.7203851462,11.2078397912
Nonsyntenic_Dup_0890	Zm00001d028495,Zm00001d028497	Zm00008a000999,Zm00008a001000	11.7658757571	11.7658757571
Nonsyntenic_Dup_0891	Zm00001d028554,Zm00001d028555,Zm00001d028556,Zm00001d028557,Zm00001d028561	Zm00008a001039,Zm00008a001042	11.7214087864,11.7214087864,11.7214087864,1.71425956449	1.71425956449
Nonsyntenic_Dup_0892	Zm00001d028554,Zm00001d028555,Zm00001d028556,Zm00001d028557,Zm00001d028561	Zm00008a001037	11.9130104654,11.9130104654,11.9130104654,0.000571134132247	NA
Nonsyntenic_Dup_0893	Zm00001d028630,Zm00001d028639	Zm00008a001093,Zm00008a001098	11.7323771156	1.88229056329
Nonsyntenic_Dup_0894	Zm00001d028766	Zm00008a001187,Zm00008a001202	NA	11.8235226903
Nonsyntenic_Dup_0895	Zm00001d028814,Zm00001d028815,Zm00001d028816	Zm00008a001249,Zm00008a001250	0.00168061293742,11.9018825083	0.00168061293742
Nonsyntenic_Dup_0896	Zm00001d028821,Zm00001d028822,Zm00001d028823	Zm00008a001255	6.70830206425,1.73450036862	NA
Nonsyntenic_Dup_0897	Zm00001d028842,Zm00001d028845,Zm00001d028849,Zm00001d028850,Zm00001d028854	Zm00008a001267	11.8926604241,0.0014864765424,0.0014864765424,11.8926604241	NA
Nonsyntenic_Dup_0898	Zm00001d028842,Zm00001d028845,Zm00001d028849,Zm00001d028850,Zm00001d028854	Zm00008a001268,Zm00008a001269	6.51683530307,0.484983026384,0.484983026384,6.51683530307	0.537168069385
Nonsyntenic_Dup_0899	Zm00001d028887,Zm00001d028888	Zm00008a001288,Zm00008a001290	11.7336872887	11.7336872887
Nonsyntenic_Dup_0900	Zm00001d028987,Zm00001d028988	Zm00008a001366	11.7171904807	NA
Nonsyntenic_Dup_0901	Zm00001d029017	Zm00008a001387,Zm00008a001398	NA	11.8303381013
Nonsyntenic_Dup_0902	Zm00001d029034	Zm00008a001387,Zm00008a001398	NA	6.54656018707
Nonsyntenic_Dup_0903	Zm00001d029085,Zm00001d029089	Zm00008a001437	8.10074727625	NA
Nonsyntenic_Dup_0904	Zm00001d029086,Zm00001d029090	Zm00008a001438,Zm00008a001440	1.10030783296e-05	1.59253008055e-05
Nonsyntenic_Dup_0905	Zm00001d029084,Zm00001d029088	Zm00008a001436	11.8277587632	NA
Nonsyntenic_Dup_0906	Zm00001d029099,Zm00001d029101	Zm00008a001447,Zm00008a001449	11.8859876622	2.87504229538
Nonsyntenic_Dup_0907	Zm00001d029108,Zm00001d029111,Zm00001d029115,Zm00001d029117	Zm00008a001454,Zm00008a001455	4.06450930855e-06,9.38627300216e-06,4.09278558101e-06	4.09278558101e-06
Nonsyntenic_Dup_0908	Zm00001d029146,Zm00001d029157,Zm00001d029159	Zm00008a001484	0.000230012874112,0.0016388520369	NA
Nonsyntenic_Dup_0909	Zm00001d029154,Zm00001d029164	Zm00008a001491	8.91420505833	NA
Nonsyntenic_Dup_0910	Zm00001d029183,Zm00001d029184	Zm00008a001502,Zm00008a001503,Zm00008a001512	11.7194784521	4.14158743307,4.14158743307
Nonsyntenic_Dup_0911	Zm00001d029183,Zm00001d029184	Zm00008a001501	11.7822871991	NA
Nonsyntenic_Dup_0912	Zm00001d029194	Zm00008a001502,Zm00008a001503,Zm00008a001512	NA	0.0020632467685,0.0020632467685
Nonsyntenic_Dup_0913	Zm00001d029209,Zm00001d029211	Zm00008a001532,Zm00008a001533	11.7239580928	1.7002526292
Nonsyntenic_Dup_0914	Zm00001d029241,Zm00001d029243	Zm00008a001553	7.27280263032	NA
Nonsyntenic_Dup_0915	Zm00001d029246,Zm00001d029247	Zm00008a001555	11.7887322255	NA
Nonsyntenic_Dup_0916	Zm00001d029274,Zm00001d029279,Zm00001d029280	Zm00008a001574,Zm00008a001575,Zm00008a001578,Zm00008a001579	11.911313353,11.911313353	0.00360688591081,0.00167966900023,0.00123164995303
Nonsyntenic_Dup_0917	Zm00001d029275	Zm00008a001574,Zm00008a001575,Zm00008a001578,Zm00008a001579	NA	11.7357863988,0.618744159971,0.369956227999
Nonsyntenic_Dup_0918	Zm00001d029288,Zm00001d029289,Zm00001d029290	Zm00008a001590,Zm00008a001592,Zm00008a001593	11.7405658725,11.7405658725	0.0977084144226,4.32662208654
Nonsyntenic_Dup_0919	Zm00001d029314,Zm00001d029318,Zm00001d029319,Zm00001d029320,Zm00001d029321	Zm00008a001609,Zm00008a001613	11.926011056,0.00277519709076,0.00277519709076,11.926011056	0.000723640798416
Nonsyntenic_Dup_0920	Zm00001d029314,Zm00001d029318,Zm00001d029319,Zm00001d029320,Zm00001d029321	Zm00008a001607,Zm00008a001611,Zm00008a001612	11.8900565849,0.113058723584,0.113058723584,11.8900565849	0.000594951260767,0.00144334945853
Nonsyntenic_Dup_0921	Zm00001d029353,Zm00001d029356,Zm00001d029359	Zm00008a001636,Zm00008a001638,Zm00008a001639	11.8885115489,11.8885115489	0.00236009668656,0.00198937765396
Nonsyntenic_Dup_0922	Zm00001d029376,Zm00001d029377	Zm00008a001644,Zm00008a001646	11.9008454966	0.00124809354341
Nonsyntenic_Dup_0923	Zm00001d029387,Zm00001d029388,Zm00001d029389	Zm00008a001651,Zm00008a001652,Zm00008a001653	11.9108730181,0.00412630675861	0.00098827620156,0.00412630675861
Nonsyntenic_Dup_0924	Zm00001d029400	Zm00008a001664,Zm00008a001665	NA	11.8092853741
Nonsyntenic_Dup_0925	Zm00001d029457,Zm00001d029459	Zm00008a001702,Zm00008a001703	0.698979183271	0.000277570881481
Nonsyntenic_Dup_0926	Zm00001d029476,Zm00001d029478	Zm00008a001717,Zm00008a001718,Zm00008a001720	11.7307772284	3.92803509749,11.7307772284
Nonsyntenic_Dup_0927	Zm00001d029519,Zm00001d029520,Zm00001d029526	Zm00008a001750	6.83739621255,11.7427972769	NA
Nonsyntenic_Dup_0928	Zm00001d029580,Zm00001d029581,Zm00001d029582	Zm00008a001811,Zm00008a001812,Zm00008a001816,Zm00008a001817	0.266436397432,11.7346879548	0.234766068726,0.266436397432,1.19500245049
Nonsyntenic_Dup_0929	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	Zm00008a001819,Zm00008a001821,Zm00008a001822	11.7479752703,6.28404694526,1.42889452637	11.7479752703,6.28404694526
Nonsyntenic_Dup_0930	Zm00001d029588	Zm00008a001819,Zm00008a001821,Zm00008a001822	NA	0.00174934359185,0.000916396662543
Nonsyntenic_Dup_0931	Zm00001d029601,Zm00001d029602	Zm00008a001832	11.0903272297	NA
Nonsyntenic_Dup_0932	Zm00001d029628,Zm00001d029630,Zm00001d029631	Zm00008a001848,Zm00008a001850,Zm00008a001852	11.7384532606,11.7384532606	11.7384532606,11.7384532606
Nonsyntenic_Dup_0933	Zm00001d029667,Zm00001d029668	Zm00008a001879	0.0406133487923	NA
Nonsyntenic_Dup_0934	Zm00001d029696,Zm00001d029699,Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708	Zm00008a001897,Zm00008a001899,Zm00008a001900,Zm00008a001901,Zm00008a001902,Zm00008a001904,Zm00008a001905,Zm00008a001906,Zm00008a001907,Zm00008a001910	0.112091246288,0.111536226349,0.111536226349,0.00147589710398,0.00240594032249,0.111536226349,0.112764075412,11.9181722491,11.9181722491	0.112091246288,0.00203741876402,0.00190363897295,0.00147589710398,0.00240594032249,0.111536226349,0.112764075412,0.112764075412,0.00220434037444
Nonsyntenic_Dup_0935	Zm00001d029792,Zm00001d029798,Zm00001d029800	Zm00008a001968,Zm00008a001970,Zm00008a001972,Zm00008a001978	8.29127209511,1.74551714661	11.7386967592,2.02281584255,11.7386967592
Nonsyntenic_Dup_0936	Zm00001d029793,Zm00001d029799,Zm00001d029801	Zm00008a001969,Zm00008a001971,Zm00008a001973,Zm00008a001979	0.00179784394368,11.905070914	0.00225222892389,0.00225222892389,0.00047898164838
Nonsyntenic_Dup_0937	Zm00001d029857	Zm00008a002028,Zm00008a002029	NA	5.52211874578
Nonsyntenic_Dup_0938	Zm00001d029858,Zm00001d029859	Zm00008a002028,Zm00008a002029	11.7426735551	11.7426735551
Nonsyntenic_Dup_0939	Zm00001d029899,Zm00001d029903,Zm00001d029906,Zm00001d029907,Zm00001d029913	Zm00008a002056,Zm00008a002057,Zm00008a002058,Zm00008a002059,Zm00008a002061	0.160163766713,0.160163766713,11.8946689052,11.8946689052	0.00103322879812,0.000431427861934,0.00144386941611,0.00144386941611
Nonsyntenic_Dup_0940	Zm00001d029932,Zm00001d029933	Zm00008a002072,Zm00008a002073	11.7677125848	9.28702420166
Nonsyntenic_Dup_0941	Zm00001d030046	Zm00008a002166,Zm00008a002170	NA	11.7425028774
Nonsyntenic_Dup_0942	Zm00001d030055	Zm00008a002166,Zm00008a002170	NA	1.7304480759
Nonsyntenic_Dup_0943	Zm00001d030079,Zm00001d030080	Zm00008a002189	11.7161469835	NA
Nonsyntenic_Dup_0944	Zm00001d030127,Zm00001d030130	Zm00008a002226,Zm00008a002228	11.9006438725	0.0103945551396
Nonsyntenic_Dup_0945	Zm00001d030207,Zm00001d030208	Zm00008a002291,Zm00008a002299	11.891033976	0.00164292730447
Nonsyntenic_Dup_0946	Zm00001d030212,Zm00001d030213,Zm00001d030218	Zm00008a002295,Zm00008a002296	11.9042053944,0.00238874417325	0.000900765788877
Nonsyntenic_Dup_0947	Zm00001d030212,Zm00001d030213,Zm00001d030218	Zm00008a002304	11.911715757,11.911715757	NA
Nonsyntenic_Dup_0948	Zm00001d030233,Zm00001d030234,Zm00001d030235	Zm00008a002316,Zm00008a002317,Zm00008a002318,Zm00008a002320,Zm00008a002321	0.00191423161681,11.8935864383	0.00191423161681,0.0165996980825,0.00209820099656,0.00314106530131
Nonsyntenic_Dup_0949	Zm00001d030269	Zm00008a002353,Zm00008a002361	NA	11.7270748762
Nonsyntenic_Dup_0950	Zm00001d030270,Zm00001d030282,Zm00001d030285	Zm00008a002354,Zm00008a002362,Zm00008a002363	1.58359596684,11.7441275261	1.58359596684,0.86346248794
Nonsyntenic_Dup_0951	Zm00001d030270,Zm00001d030282,Zm00001d030285	Zm00008a002353,Zm00008a002361	0.00185836209872,11.9070138049	0.00185836209872
Nonsyntenic_Dup_0952	Zm00001d030295	Zm00008a002370,Zm00008a002371	NA	11.7317602121
Nonsyntenic_Dup_0954	Zm00001d030347,Zm00001d030348	Zm00008a002414,Zm00008a002416	11.7468425805	1.25425789013
Nonsyntenic_Dup_0955	Zm00001d030429	Zm00008a002470,Zm00008a002491	NA	11.7180439781
Nonsyntenic_Dup_0956	Zm00001d030453,Zm00001d030459	Zm00008a002492	11.7305349718	NA
Nonsyntenic_Dup_0957	Zm00001d030453,Zm00001d030459	Zm00008a002501	11.7182918413	NA
Nonsyntenic_Dup_0958	Zm00001d030540,Zm00001d030542	Zm00008a002545	6.79779688519	NA
Nonsyntenic_Dup_0959	Zm00001d030574	Zm00008a002570,Zm00008a002577	NA	11.7374478619
Nonsyntenic_Dup_0960	Zm00001d030707,Zm00001d030720	Zm00008a002684,Zm00008a002687	11.7477468996	0.727938358579
Nonsyntenic_Dup_0961	Zm00001d030801,Zm00001d030803	Zm00008a002746	8.1320771287	NA
Nonsyntenic_Dup_0962	Zm00001d030813,Zm00001d030819	Zm00008a002753,Zm00008a002761	11.725887489	11.725887489
Nonsyntenic_Dup_0963	Zm00001d030813,Zm00001d030819	Zm00008a002754,Zm00008a002757,Zm00008a002765	11.8881650901	0.00101412894902,0.00101412894902
Nonsyntenic_Dup_0964	Zm00001d030814,Zm00001d030818,Zm00001d030824	Zm00008a002754,Zm00008a002757,Zm00008a002765	11.7128603705,1.27653603552	1.27653603552,1.27653603552
Nonsyntenic_Dup_0965	Zm00001d030813,Zm00001d030819	Zm00008a002759	7.84449064032	NA
Nonsyntenic_Dup_0966	Zm00001d030821	Zm00008a002753,Zm00008a002761	NA	11.8236435264
Nonsyntenic_Dup_0967	Zm00001d030845,Zm00001d030851,Zm00001d030856	Zm00008a002774,Zm00008a002781,Zm00008a002785,Zm00008a002787	0.00621592558971,0.00220873062207	0.00621592558971,0.00621592558971,11.8892347716
Nonsyntenic_Dup_0968	Zm00001d030845,Zm00001d030851,Zm00001d030856	Zm00008a002773	6.51170155598,2.32483747909	NA
Nonsyntenic_Dup_0969	Zm00001d030907,Zm00001d030908	Zm00008a002821,Zm00008a002822	11.7337201131	2.93138279946
Nonsyntenic_Dup_0970	Zm00001d030909	Zm00008a002821,Zm00008a002822	NA	9.35375841441
Nonsyntenic_Dup_0971	Zm00001d030920,Zm00001d030934	Zm00008a002834,Zm00008a002837	11.722281834	11.722281834
Nonsyntenic_Dup_0972	Zm00001d030921,Zm00001d030923,Zm00001d030924,Zm00001d030926,Zm00001d030927	Zm00008a002835	1.81605522108,1.81605522108,1.81605522108,11.7350971812	NA
Nonsyntenic_Dup_0973	Zm00001d030932,Zm00001d030933	Zm00008a002836	0.0101739402447	NA
Nonsyntenic_Dup_0974	Zm00001d030947,Zm00001d030950	Zm00008a002849	0.830267756725	NA
Nonsyntenic_Dup_0975	Zm00001d030947,Zm00001d030950	Zm00008a002851	0.118624588376	NA
Nonsyntenic_Dup_0977	Zm00001d031077,Zm00001d031078	Zm00008a002960	11.7801276911	NA
Nonsyntenic_Dup_0978	Zm00001d031152,Zm00001d031155,Zm00001d031157,Zm00001d031158	Zm00008a003015,Zm00008a003017,Zm00008a003018,Zm00008a003021	5.05303987169,0.903149101838,5.05303987169	11.7190868135,11.7190868135,5.05303987169
Nonsyntenic_Dup_0979	Zm00001d031196,Zm00001d031197	Zm00008a003045,Zm00008a003046,Zm00008a003047	11.7308677582	11.7308677582,3.53022962017
Nonsyntenic_Dup_0980	Zm00001d031203,Zm00001d031204	Zm00008a003051,Zm00008a003052	11.7724330885	0.863575130443
Nonsyntenic_Dup_0981	Zm00001d031221,Zm00001d031222	Zm00008a003067,Zm00008a003068	11.72672293	11.72672293
Nonsyntenic_Dup_0982	Zm00001d031236,Zm00001d031239,Zm00001d031241	Zm00008a003079	11.7238902692,11.7238902692	NA
Nonsyntenic_Dup_0983	Zm00001d031236,Zm00001d031239,Zm00001d031241	Zm00008a003080	11.730089071,11.730089071	NA
Nonsyntenic_Dup_0984	Zm00001d031236,Zm00001d031239,Zm00001d031241	Zm00008a003081	11.728843334,11.728843334	NA
Nonsyntenic_Dup_0985	Zm00001d031280,Zm00001d031281	Zm00008a003115	7.16401494663	NA
Nonsyntenic_Dup_0986	Zm00001d031300,Zm00001d031303	Zm00008a003125,Zm00008a003127	0.381529881239	0.278942600269
Nonsyntenic_Dup_0987	Zm00001d031301	Zm00008a003126,Zm00008a003128	NA	0.111343679437
Nonsyntenic_Dup_0988	Zm00001d031300,Zm00001d031303	Zm00008a003129,Zm00008a003130	0.00027184549158	0.00206514319124
Nonsyntenic_Dup_0989	Zm00001d031338	Zm00008a003154,Zm00008a003163,Zm00008a003168,Zm00008a003175,Zm00008a003183,Zm00008a003192,Zm00008a003198	NA	0.00721514718485,0.000530111307055,0.00112101715038,0.00112101715038,0.000720191395665,0.000553597008536
Nonsyntenic_Dup_0990	Zm00001d031345,Zm00001d031346	Zm00008a003156,Zm00008a003158,Zm00008a003160	0.00160681955995	0.00155676572974,0.00155676572974
Nonsyntenic_Dup_0991	Zm00001d031349,Zm00001d031364,Zm00001d031379,Zm00001d031403	Zm00008a003161,Zm00008a003167,Zm00008a003174,Zm00008a003181,Zm00008a003190,Zm00008a003195	11.7431737686,0.621307875264,0.432283074597	0.419841574385,0.487515261111,0.487515261111,0.411282805861,0.411282805861
Nonsyntenic_Dup_0992	Zm00001d031349,Zm00001d031364,Zm00001d031379,Zm00001d031403	Zm00008a003182	0.00256090304736,0.000979475976158,0.000201867255889	NA
Nonsyntenic_Dup_0993	Zm00001d031351,Zm00001d031366,Zm00001d031372,Zm00001d031381,Zm00001d031384,Zm00001d031395,Zm00001d031407	Zm00008a003154,Zm00008a003163,Zm00008a003168,Zm00008a003175,Zm00008a003183,Zm00008a003192,Zm00008a003198	1.529574622,5.6382846886,5.6382846886,11.7289100768,11.7289100768,4.14922907402	7.94053300961,1.77506558639,3.27856804421,0.972384899616,3.27856804421,3.12691869291
Nonsyntenic_Dup_0994	Zm00001d031359,Zm00001d031377,Zm00001d031398	Zm00008a003166	2.46609510508,3.34045822296	NA
Nonsyntenic_Dup_0995	Zm00001d031359,Zm00001d031377,Zm00001d031398	Zm00008a003172,Zm00008a003179,Zm00008a003188	0.0027637198077,0.000938426550188	0.00264259527779,11.9000205427
Nonsyntenic_Dup_0996	Zm00001d031351,Zm00001d031366,Zm00001d031372,Zm00001d031381,Zm00001d031384,Zm00001d031395,Zm00001d031407	Zm00008a003162	0.000838568261537,0.000600800339064,0.00206898349875,1.27572289419,1.27572289419,0.00206898349875	NA
Nonsyntenic_Dup_0997	Zm00001d031367,Zm00001d031375,Zm00001d031380,Zm00001d031396,Zm00001d031404,Zm00001d031409,Zm00001d031410	Zm00008a003170,Zm00008a003176,Zm00008a003191,Zm00008a003197,Zm00008a003199,Zm00008a003200	7.27107713876,11.721590103,9.50963056824,11.721590103,8.99574057113,0.529230383863	7.08493295877,9.72802537792,9.72802537792,9.72802537792,9.72802537792
Nonsyntenic_Dup_0998	Zm00001d031351,Zm00001d031366,Zm00001d031372,Zm00001d031381,Zm00001d031384,Zm00001d031395,Zm00001d031407	Zm00008a003196	1.13834513281,1.13807161128,1.14001191104,11.8891322833,11.8891322833,1.14001191104	NA
Nonsyntenic_Dup_0999	Zm00001d031399	Zm00008a003173,Zm00008a003180,Zm00008a003194	NA	11.7275545524,11.7275545524
Nonsyntenic_Dup_1000	Zm00001d031402	Zm00008a003161,Zm00008a003167,Zm00008a003174,Zm00008a003181,Zm00008a003190,Zm00008a003195	NA	2.90162608445,2.90162608445,1.97818835345,2.90162608445,2.90162608445
Nonsyntenic_Dup_1001	Zm00001d031434	Zm00008a003220,Zm00008a003221,Zm00008a003222	NA	1.47131143161,11.7058537881
Nonsyntenic_Dup_1002	Zm00001d031498,Zm00001d031499,Zm00001d031500,Zm00001d031501	Zm00008a003265,Zm00008a003266,Zm00008a003267	11.7274444649,8.3073793596,5.94701493904	11.7274444649,8.3073793596
Nonsyntenic_Dup_1003	Zm00001d031549,Zm00001d031550	Zm00008a003306,Zm00008a003307,Zm00008a003308	4.54509287909	5.92266037249,11.7354820097
Nonsyntenic_Dup_1004	Zm00001d031625	Zm00008a003366,Zm00008a003367	NA	11.7243333355
Nonsyntenic_Dup_1005	Zm00001d031638,Zm00001d031639	Zm00008a003374,Zm00008a003375	11.7324089513	2.99125015261
Nonsyntenic_Dup_1006	Zm00001d031669,Zm00001d031672	Zm00008a003395	10.829065438	NA
Nonsyntenic_Dup_1007	Zm00001d031771,Zm00001d031772	Zm00008a003459	7.10023068006	NA
Nonsyntenic_Dup_1008	Zm00001d031778,Zm00001d031779	Zm00008a003463	11.820826176	NA
Nonsyntenic_Dup_1009	Zm00001d031801,Zm00001d031804,Zm00001d031805	Zm00008a003480,Zm00008a003482	11.0452362117,11.7285605806	11.7285605806
Nonsyntenic_Dup_1010	Zm00001d031811,Zm00001d031813,Zm00001d031814,Zm00001d031815	Zm00008a003488,Zm00008a003489,Zm00008a003490,Zm00008a003491	11.899319561,11.899319561,0.0069409576361	0.000508660470358,0.00169099207917,0.000651489856886
Nonsyntenic_Dup_1011	Zm00001d031904,Zm00001d031906,Zm00001d031907	Zm00008a003544,Zm00008a003545	11.7566305285,11.7566305285	11.7566305285
Nonsyntenic_Dup_1012	Zm00001d031946,Zm00001d031949,Zm00001d031954	Zm00008a003574,Zm00008a003575	0.00162764548845,11.884730027	0.00257443293864
Nonsyntenic_Dup_1013	Zm00001d031945,Zm00001d031951,Zm00001d031953	Zm00008a003573	11.9044365722,11.9044365722	NA
Nonsyntenic_Dup_1014	Zm00001d031956,Zm00001d031957	Zm00008a003576	11.7223176528	NA
Nonsyntenic_Dup_1015	Zm00001d031979	Zm00008a003592,Zm00008a003602	NA	0.00211828839887
Nonsyntenic_Dup_1016	Zm00001d031986,Zm00001d031988	Zm00008a003595,Zm00008a003597	11.7250967016	0.0439758356798
Nonsyntenic_Dup_1017	Zm00001d031995	Zm00008a003592,Zm00008a003602	NA	11.7483656749
