Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Anc_Cluster_1683	Sb08g022090.1,Zm00008a011980,Zm00008a011979	Zm00008a011979	Zm00008a011980	4.5365	2.0205	0.5957	1.2866	0.1367	2.1600	0.6821
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a011986	Sb08g022730.1	5.6176	1.4077	0.3916	1.3455	0.2430	3.4356	4.3206
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a011987	Sb08g022730.1	0.2258	1.4077	0.1632	0.0344	0.0110	0.2109	0.0573
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a011987	Zm00008a011986	5.4387	1.4077	0.3768	1.2880	0.2202	3.4183	4.2720
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a012005	Sb08g022730.1	4.3501	1.4077	0.5094	1.1828	0.1427	2.3220	1.0463
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a012005	Zm00008a011986	5.3508	1.4077	0.3751	1.2745	0.1624	3.3977	4.2151
Anc_Cluster_1685	Sb08g022730.1,Zm00008a011986,Zm00008a011987,Zm00008a012005	Zm00008a012005	Zm00008a011987	5.8077	1.4077	0.2614	1.1706	0.1399	4.4775	17.9579
Anc_Cluster_1686	Sb03g003586.1,Zm00008a010905,Zm00008a010906	Zm00008a010905	Sb03g003586.1	4.5481	2.3094	0.4558	1.1210	0.2825	2.4596	2.3095
Anc_Cluster_1686	Sb03g003586.1,Zm00008a010905,Zm00008a010906	Zm00008a010906	Sb03g003586.1	7.8322	2.3094	2.5121	3.1321	3.5461	1.2468	0.6192
Anc_Cluster_1686	Sb03g003586.1,Zm00008a010905,Zm00008a010906	Zm00008a010906	Zm00008a010905	5.0495	2.3094	0.6089	1.4447	0.5047	2.3724	9.0401
Anc_Cluster_1687	Sb03g003620.1,Zm00008a010908,Zm00008a010907	Zm00008a010908	Sb03g003620.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1687	Sb03g003620.1,Zm00008a010908,Zm00008a010907	Zm00008a010907	Sb03g003620.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1687	Sb03g003620.1,Zm00008a010908,Zm00008a010907	Zm00008a010907	Zm00008a010908	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1688	Sb08g022790.1,Zm00008a011996,Zm00008a011993	Zm00008a011996	Sb08g022790.1	0.1907	1.0536	0.0902	0.0283	0.0040	0.3136	0.0494
Anc_Cluster_1688	Sb08g022790.1,Zm00008a011996,Zm00008a011993	Zm00008a011993	Sb08g022790.1	2.6951	1.0536	0.1051	0.4379	0.0198	4.1655	6.9856
Anc_Cluster_1688	Sb08g022790.1,Zm00008a011996,Zm00008a011993	Zm00008a011993	Zm00008a011996	2.7662	1.0536	0.1061	0.4445	0.0201	4.1894	7.0970
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012010	Sb08g022960.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012009	Sb08g022960.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012009	Zm00008a012010	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012011	Sb08g022960.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012011	Zm00008a012010	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1690	Sb08g022960.1,Zm00008a012010,Zm00008a012009,Zm00008a012011	Zm00008a012011	Zm00008a012009	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1691	Sb08g022990.1,Zm00008a012013,Zm00008a012014	Zm00008a012013	Sb08g022990.1	2.2309	2.4334	0.3690	0.5247	0.3171	1.4221	9.2800
Anc_Cluster_1691	Sb08g022990.1,Zm00008a012013,Zm00008a012014	Zm00008a012014	Sb08g022990.1	0.4254	2.4334	0.0000	-0.0000	0.0000	0.3560	0.2805
Anc_Cluster_1691	Sb08g022990.1,Zm00008a012013,Zm00008a012014	Zm00008a012014	Zm00008a012013	2.7555	2.4334	0.3997	0.5936	0.4178	1.4853	3.0839
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012020	Sb08g023090.1	7.5210	3.3561	3.0175	3.2934	21.1195	1.0914	1.0234
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012018	Sb08g023090.1	2.8519	3.3561	1.7259	1.0307	0.6850	0.5972	0.7328
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012018	Zm00008a012020	5.3511	3.3561	0.7229	1.6036	1.3782	2.2182	4.6541
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012017	Sb08g023090.1	43.6316	3.3561	0.0160	1.5826	2.0800	99.0000	4.6541
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012017	Zm00008a012020	42.9913	3.3561	0.0170	1.6829	1.3718	99.0000	4.6541
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012017	Zm00008a012018	67.0470	3.3561	0.0072	0.7121	0.4694	99.0000	4.6541
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012019	Sb08g023090.1	2.7399	3.3561	1.3931	0.9712	0.7114	0.6971	0.7924
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012019	Zm00008a012020	4.5077	3.3561	1.5789	1.6517	1.4173	1.0461	1.1638
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012019	Zm00008a012018	1.5853	3.3561	99.0000	0.7286	0.4677	-0.0000	0.0000
Anc_Cluster_1692	Sb08g023090.1,Zm00008a012020,Zm00008a012018,Zm00008a012017,Zm00008a012019	Zm00008a012019	Zm00008a012017	2.8858	3.3561	1.0126	0.9655	0.8996	0.9535	0.9412
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012029	Sb08g023310.1	3.3149	1.6358	0.3607	0.8648	0.1448	2.3973	2.2216
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012031	Sb08g023310.1	3.4621	1.6358	0.5147	0.9279	0.1609	1.8030	0.8116
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012031	Zm00008a012029	7.6395	1.6358	0.9586	2.5232	1.1673	2.6320	2.5741
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012030	Sb08g023310.1	0.5340	1.6358	0.2430	0.1087	0.0315	0.4473	0.1602
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012030	Zm00008a012029	2.9997	1.6358	0.3246	0.7644	0.1263	2.3549	2.1638
Anc_Cluster_1693	Sb08g023310.1,Zm00008a012029,Zm00008a012031,Zm00008a012030	Zm00008a012030	Zm00008a012031	5.4456	1.6358	0.5238	1.4625	0.3673	2.7921	2.8497
Anc_Cluster_1694	Sb08g007580.1,Zm00008a012044,Zm00008a012043	Zm00008a012044	Sb08g007580.1	3.7117	1.5647	0.3118	0.8389	0.1405	2.6905	2.6713
Anc_Cluster_1694	Sb08g007580.1,Zm00008a012044,Zm00008a012043	Zm00008a012043	Sb08g007580.1	0.2662	1.5647	1.7359	0.0978	0.0288	0.0564	0.0403
Anc_Cluster_1694	Sb08g007580.1,Zm00008a012044,Zm00008a012043	Zm00008a012043	Zm00008a012044	4.1816	1.5647	0.3916	1.0489	0.1844	2.6785	2.6509
Anc_Cluster_1695	Sb08g007586.1,Zm00008a012046,Zm00008a012048	Zm00008a012046	Sb08g007586.1	0.7004	1.8911	0.3510	0.1618	0.0128	0.4610	0.0530
Anc_Cluster_1695	Sb08g007586.1,Zm00008a012046,Zm00008a012048	Zm00008a012048	Sb08g007586.1	0.7735	1.8911	0.4821	0.2055	0.0148	0.4263	0.0487
Anc_Cluster_1695	Sb08g007586.1,Zm00008a012046,Zm00008a012048	Zm00008a012048	Zm00008a012046	0.4973	1.8911	0.3338	0.1124	0.0104	0.3369	0.0408
Anc_Cluster_1696	Sb04g020090.1,Zm00008a016368,Zm00008a016367	Zm00008a016368	Sb04g020090.1	4.4202	0.8657	0.3554	1.0851	0.1479	3.0531	3.3695
Anc_Cluster_1696	Sb04g020090.1,Zm00008a016368,Zm00008a016367	Zm00008a016367	Sb04g020090.1	0.1327	0.8657	0.0000	-0.0000	0.0000	0.2397	0.0785
Anc_Cluster_1696	Sb04g020090.1,Zm00008a016368,Zm00008a016367	Zm00008a016367	Zm00008a016368	4.4926	0.8657	0.3630	1.1103	0.1543	3.0586	3.3814
Anc_Cluster_1697	Sb05g007500.1,Zm00008a015120,Zm00008a015121	Zm00008a015120	Sb05g007500.1	0.4261	1.1493	0.0982	0.0562	0.0121	0.5727	0.1419
Anc_Cluster_1697	Sb05g007500.1,Zm00008a015120,Zm00008a015121	Zm00008a015121	Sb05g007500.1	3.2184	1.1493	0.2217	0.7095	0.0633	3.2004	3.7068
Anc_Cluster_1697	Sb05g007500.1,Zm00008a015120,Zm00008a015121	Zm00008a015121	Zm00008a015120	3.2485	1.1493	0.2271	0.7256	0.0652	3.1945	3.6925
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015126	Sb05g007480.1	3.4318	8.1536	0.6443	0.9418	0.4949	1.4618	0.8993
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015123	Sb05g007480.1	15.8191	8.1536	0.0024	0.2342	0.0947	99.0000	0.8993
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015123	Zm00008a015126	6.2028	8.1536	0.3896	1.3805	0.6135	3.5436	14.5578
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015127	Sb05g007480.1	0.4013	8.1536	0.1457	0.0961	0.0571	0.6593	0.7701
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015127	Zm00008a015126	6.3941	8.1536	2.3252	2.6845	13.5691	1.1545	0.6357
Anc_Cluster_1699	Sb05g007480.1,Zm00008a015126,Zm00008a015123,Zm00008a015127	Zm00008a015127	Zm00008a015123	21.8993	8.1536	0.0019	0.1922	0.0887	99.0000	0.6357
Anc_Cluster_1700	Sb04g020490.1,Zm00008a016383,Zm00008a016384	Zm00008a016383	Sb04g020490.1	0.1157	2.1098	0.1478	0.0151	0.0087	0.1020	0.0400
Anc_Cluster_1700	Sb04g020490.1,Zm00008a016383,Zm00008a016384	Zm00008a016384	Sb04g020490.1	3.2516	2.1098	1.2249	1.1376	0.1606	0.9287	0.2355
Anc_Cluster_1700	Sb04g020490.1,Zm00008a016383,Zm00008a016384	Zm00008a016384	Zm00008a016383	3.1248	2.1098	1.1289	1.0730	0.1489	0.9505	0.2529
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015131	Sb05g007390.1	3.8151	3.4248	0.4167	0.9509	0.2370	2.2822	2.0686
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015133	Sb05g007390.1	1.0393	3.4248	0.2561	0.2592	0.0683	1.0122	0.7234
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015133	Zm00008a015131	3.6728	3.4248	0.4413	0.9398	0.2339	2.1297	2.0047
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015130	Sb05g007390.1	0.7978	3.4248	0.4725	0.2315	0.0628	0.4900	0.2945
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015130	Zm00008a015131	3.0238	3.4248	0.6365	0.8798	0.2049	1.3822	0.8291
Anc_Cluster_1701	Sb05g007390.1,Zm00008a015131,Zm00008a015133,Zm00008a015130	Zm00008a015130	Zm00008a015133	1.1513	3.4248	0.3715	0.3148	0.0776	0.8473	0.8832
Anc_Cluster_1702	Sb04g020720.1,Zm00008a016398,Zm00008a016397	Zm00008a016398	Sb04g020720.1	4.9270	1.5233	0.2606	0.9821	0.0847	3.7686	5.3755
Anc_Cluster_1702	Sb04g020720.1,Zm00008a016398,Zm00008a016397	Zm00008a016397	Sb04g020720.1	0.3127	1.5233	0.1978	0.0664	0.0114	0.3356	0.0756
Anc_Cluster_1702	Sb04g020720.1,Zm00008a016398,Zm00008a016397	Zm00008a016397	Zm00008a016398	5.0179	1.5233	0.2664	1.0067	0.0873	3.7788	5.4120
Anc_Cluster_1703	Sb04g021470.1,Zm00008a016402,Zm00008a016403	Zm00008a016402	Sb04g021470.1	3.7609	1.4966	0.2924	0.7871	0.1052	2.6919	4.4489
Anc_Cluster_1703	Sb04g021470.1,Zm00008a016402,Zm00008a016403	Zm00008a016403	Sb04g021470.1	0.4980	1.4966	1.0494	0.1676	0.0317	0.1597	0.0626
Anc_Cluster_1703	Sb04g021470.1,Zm00008a016402,Zm00008a016403	Zm00008a016403	Zm00008a016402	4.2903	1.4966	0.3056	0.9326	0.1265	3.0514	3.3658
Anc_Cluster_1706	Sb05g007260.1,Zm00008a015142,Zm00008a015143	Zm00008a015142	Sb05g007260.1	4.2174	4.0607	0.4869	1.0914	0.1853	2.2417	2.3732
Anc_Cluster_1706	Sb05g007260.1,Zm00008a015142,Zm00008a015143	Zm00008a015143	Sb05g007260.1	0.2940	4.0607	0.3551	0.0631	0.0228	0.1776	0.0636
Anc_Cluster_1706	Sb05g007260.1,Zm00008a015142,Zm00008a015143	Zm00008a015143	Zm00008a015142	5.6576	4.0607	0.3526	1.2460	0.2312	3.5335	6.6286
Anc_Cluster_1707	Sb04g021650.1,Zm00008a016414,Zm00008a016393	Zm00008a016414	Sb04g021650.1	0.1913	2.8554	0.0453	0.0108	0.0062	0.2376	0.0626
Anc_Cluster_1707	Sb04g021650.1,Zm00008a016414,Zm00008a016393	Zm00008a016393	Sb04g021650.1	3.1264	2.8554	0.2286	0.5374	0.0620	2.3506	1.0247
Anc_Cluster_1707	Sb04g021650.1,Zm00008a016414,Zm00008a016393	Zm00008a016393	Zm00008a016414	4.0729	2.8554	0.1608	0.5564	0.0640	3.4610	4.3931
Anc_Cluster_1708	Sb05g007180.1,Zm00008a015146,Zm00008a015145	Zm00008a015146	Sb05g007180.1	1.7318	2.2744	0.1483	0.2734	0.0326	1.8436	0.5931
Anc_Cluster_1708	Sb05g007180.1,Zm00008a015146,Zm00008a015145	Zm00008a015145	Sb05g007180.1	2.2841	2.2744	0.1583	0.3803	0.0407	2.4022	1.2250
Anc_Cluster_1708	Sb05g007180.1,Zm00008a015146,Zm00008a015145	Zm00008a015145	Zm00008a015146	1.6443	2.2744	0.2230	0.3696	0.0388	1.6578	0.6128
Anc_Cluster_1709	Sb05g007160.1,Zm00008a015148,Zm00008a015147	Zm00008a015148	Sb05g007160.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1709	Sb05g007160.1,Zm00008a015148,Zm00008a015147	Zm00008a015147	Sb05g007160.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1709	Sb05g007160.1,Zm00008a015148,Zm00008a015147	Zm00008a015147	Zm00008a015148	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1712	Sb05g007097.1,Zm00008a015152,Zm00008a015153	Zm00008a015152	Sb05g007097.1	3.9529	1.3027	0.5211	1.0700	0.1187	2.0534	0.6828
Anc_Cluster_1712	Sb05g007097.1,Zm00008a015152,Zm00008a015153	Zm00008a015153	Sb05g007097.1	0.2359	1.3027	0.2895	0.0490	0.0127	0.1695	0.0446
Anc_Cluster_1712	Sb05g007097.1,Zm00008a015152,Zm00008a015153	Zm00008a015153	Zm00008a015152	4.0770	1.3027	0.4579	1.0471	0.1184	2.2867	0.9202
Anc_Cluster_1714	Sb04g022160.1,Zm00008a016448,Zm00008a016449	Zm00008a016448	Sb04g022160.1	3.8502	2.1760	0.2416	0.7789	0.0852	3.2245	3.7652
Anc_Cluster_1714	Sb04g022160.1,Zm00008a016448,Zm00008a016449	Zm00008a016449	Sb04g022160.1	0.3158	2.1760	0.0000	-0.0000	0.0000	0.9736	0.4063
Anc_Cluster_1714	Sb04g022160.1,Zm00008a016448,Zm00008a016449	Zm00008a016449	Zm00008a016448	3.4125	2.1760	0.3374	0.7970	0.0879	2.3622	1.1913
Anc_Cluster_1715	Sb05g027660.1,Zm00008a014863,Zm00008a014864	Zm00008a014863	Sb05g027660.1	3.0454	1.4726	0.4265	0.7501	0.1186	1.7588	0.6563
Anc_Cluster_1715	Sb05g027660.1,Zm00008a014863,Zm00008a014864	Zm00008a014864	Sb05g027660.1	0.4549	1.4726	0.4876	0.1184	0.0296	0.2429	0.0807
Anc_Cluster_1715	Sb05g027660.1,Zm00008a014863,Zm00008a014864	Zm00008a014864	Zm00008a014863	4.5646	1.4726	0.3278	0.9872	0.1833	3.0114	3.2800
Anc_Cluster_1716	Sb04g022410.1,Zm00008a016465,Zm00008a016464	Zm00008a016465	Sb04g022410.1	0.2146	1.4535	0.0715	0.0245	0.0078	0.3419	0.0871
Anc_Cluster_1716	Sb04g022410.1,Zm00008a016465,Zm00008a016464	Zm00008a016464	Sb04g022410.1	4.3572	1.4535	0.2908	0.9876	0.1007	3.3964	4.2113
Anc_Cluster_1716	Sb04g022410.1,Zm00008a016465,Zm00008a016464	Zm00008a016464	Zm00008a016465	4.5131	1.4535	0.3030	1.0345	0.1078	3.4138	4.2595
Anc_Cluster_1719	Sb04g003090.1,Zm00008a016486,Zm00008a016487	Zm00008a016486	Sb04g003090.1	1.2439	1.3256	0.1037	0.1828	0.0283	1.7623	0.7560
Anc_Cluster_1719	Sb04g003090.1,Zm00008a016486,Zm00008a016487	Zm00008a016487	Sb04g003090.1	5.2983	1.3256	0.3691	1.2255	0.1724	3.3198	4.0061
Anc_Cluster_1719	Sb04g003090.1,Zm00008a016486,Zm00008a016487	Zm00008a016487	Zm00008a016486	5.3761	1.3256	0.3592	1.2066	0.1710	3.3591	4.1100
Anc_Cluster_1721	Sb04g023010.1,Zm00008a016501,Zm00008a016500	Zm00008a016501	Sb04g023010.1	4.1139	2.7572	0.7664	1.2694	0.2266	1.6564	0.6030
Anc_Cluster_1721	Sb04g023010.1,Zm00008a016501,Zm00008a016500	Zm00008a016500	Sb04g023010.1	0.2060	2.7572	0.1773	0.0297	0.0150	0.1676	0.0627
Anc_Cluster_1721	Sb04g023010.1,Zm00008a016501,Zm00008a016500	Zm00008a016500	Zm00008a016501	4.1145	2.7572	0.6705	1.2177	0.2088	1.8160	1.5515
Anc_Cluster_1723	Sb04g023220.1,Zm00008a016516,Zm00008a016515	Zm00008a016516	Sb04g023220.1	4.3968	1.9178	0.8059	1.3694	0.2539	1.6991	0.8440
Anc_Cluster_1723	Sb04g023220.1,Zm00008a016516,Zm00008a016515	Zm00008a016515	Sb04g023220.1	0.1723	1.9178	0.5405	0.0463	0.0177	0.0856	0.0391
Anc_Cluster_1723	Sb04g023220.1,Zm00008a016516,Zm00008a016515	Zm00008a016515	Zm00008a016516	5.0869	1.9178	0.6155	1.4356	0.2744	2.3325	3.5778
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014868	Sb05g027566.1	1.0366	1.7593	0.1392	0.1662	0.0335	1.1946	0.3930
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014870	Sb05g027566.1	2.0392	1.7593	0.1499	0.3815	0.0558	2.5452	2.4369
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014870	Zm00008a014868	1.3652	1.7593	0.3279	0.3678	0.0537	1.1217	0.4520
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014869	Sb05g027566.1	1.7926	1.7593	0.2329	0.3874	0.0580	1.6639	1.4311
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014869	Zm00008a014868	1.7975	1.7593	0.1244	0.2949	0.0471	2.3699	4.4451
Anc_Cluster_1725	Sb05g027566.1,Zm00008a014868,Zm00008a014870,Zm00008a014869	Zm00008a014869	Zm00008a014870	1.6277	1.7593	0.1422	0.3326	0.0503	2.3388	2.1423
Anc_Cluster_1726	Sb05g006650.1,Zm00008a015174,Zm00008a015173	Zm00008a015174	Sb05g006650.1	0.8902	1.7767	0.0462	0.0751	0.0124	1.6265	1.1460
Anc_Cluster_1726	Sb05g006650.1,Zm00008a015174,Zm00008a015173	Zm00008a015173	Sb05g006650.1	0.7414	1.7767	0.0559	0.0737	0.0122	1.3193	0.3581
Anc_Cluster_1726	Sb05g006650.1,Zm00008a015174,Zm00008a015173	Zm00008a015173	Zm00008a015174	0.4255	1.7767	0.1700	0.0842	0.0131	0.4954	0.1069
Anc_Cluster_1727	Sb04g023690.1,Zm00008a016544,Zm00008a016543	Zm00008a016544	Sb04g023690.1	0.4086	1.7875	0.4517	0.1017	0.0141	0.2251	0.0370
Anc_Cluster_1727	Sb04g023690.1,Zm00008a016544,Zm00008a016543	Zm00008a016543	Sb04g023690.1	3.9281	1.7875	0.5437	1.0696	0.0862	1.9673	0.4376
Anc_Cluster_1727	Sb04g023690.1,Zm00008a016544,Zm00008a016543	Zm00008a016543	Zm00008a016544	3.9468	1.7875	0.5713	1.1017	0.0893	1.9284	0.4233
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015182	Sb05g008750.1	1.2941	1.5426	0.1795	0.2624	0.0810	1.4619	2.0014
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015183	Sb05g008750.1	3.3052	1.5426	0.3330	0.7114	0.1932	2.1363	1.8917
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015183	Zm00008a015182	3.8344	1.5426	0.4413	0.9463	0.2678	2.1444	1.9011
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015181	Sb05g008750.1	2.5464	1.5426	0.5613	0.7405	0.1892	1.3192	1.0690
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015181	Zm00008a015182	3.4292	1.5426	0.4735	0.9235	0.2542	1.9503	1.6908
Anc_Cluster_1728	Sb05g008750.1,Zm00008a015182,Zm00008a015183,Zm00008a015181	Zm00008a015181	Zm00008a015183	4.3957	1.5426	0.9564	1.4473	0.5336	1.5133	1.0380
Anc_Cluster_1729	Sb04g024500.1,Zm00008a016591,Zm00008a016592	Zm00008a016591	Sb04g024500.1	0.1368	4.2549	0.0669	0.0112	0.0056	0.1675	0.0457
Anc_Cluster_1729	Sb04g024500.1,Zm00008a016591,Zm00008a016592	Zm00008a016592	Sb04g024500.1	0.1271	4.2549	0.0974	0.0140	0.0063	0.1437	0.0418
Anc_Cluster_1729	Sb04g024500.1,Zm00008a016591,Zm00008a016592	Zm00008a016592	Zm00008a016591	0.0197	4.2549	0.1476	0.0028	0.0028	0.0191	0.0135
Anc_Cluster_1730	Sb05g009053.1,Zm00008a015184,Zm00008a015185	Zm00008a015184	Sb05g009053.1	1.5061	2.7056	0.5229	0.3806	0.1390	0.7279	0.4324
Anc_Cluster_1730	Sb05g009053.1,Zm00008a015184,Zm00008a015185	Zm00008a015185	Sb05g009053.1	7.7309	2.7056	1.1245	2.6690	2.6351	2.3734	5.2071
Anc_Cluster_1730	Sb05g009053.1,Zm00008a015184,Zm00008a015185	Zm00008a015185	Zm00008a015184	4.3548	2.7056	2.5763	1.7832	0.8991	0.6922	0.3276
Anc_Cluster_1731	Sb05g009150.1,Zm00008a015188,Zm00008a015193	Zm00008a015188	Sb05g009150.1	2.3689	1.4993	0.2975	0.5135	0.0664	1.7260	0.5966
Anc_Cluster_1731	Sb05g009150.1,Zm00008a015188,Zm00008a015193	Zm00008a015193	Sb05g009150.1	4.0759	1.4993	0.6093	1.1477	0.1711	1.8836	0.7616
Anc_Cluster_1731	Sb05g009150.1,Zm00008a015188,Zm00008a015193	Zm00008a015193	Zm00008a015188	5.0316	1.4993	0.3229	1.1170	0.1583	3.4591	28.8291
Anc_Cluster_1732	Sb04g024840.1,Zm00008a016617,Zm00008a016618	Zm00008a016617	Sb04g024840.1	0.4514	1.3651	0.7917	0.1408	0.0322	0.1778	0.0620
Anc_Cluster_1732	Sb04g024840.1,Zm00008a016617,Zm00008a016618	Zm00008a016618	Sb04g024840.1	3.6599	1.3651	0.4260	0.9314	0.1359	2.1866	2.8758
Anc_Cluster_1732	Sb04g024840.1,Zm00008a016617,Zm00008a016618	Zm00008a016618	Zm00008a016617	5.1686	1.3651	0.8722	1.6653	0.3674	1.9092	0.8308
Anc_Cluster_1733	Sb04g024910.1,Zm00008a016625,Zm00008a016624	Zm00008a016625	Sb04g024910.1	3.2582	3.9116	0.4431	0.8944	0.4667	2.0184	12.3952
Anc_Cluster_1733	Sb04g024910.1,Zm00008a016625,Zm00008a016624	Zm00008a016624	Sb04g024910.1	0.7271	3.9116	0.5137	0.2008	0.1544	0.3908	0.4277
Anc_Cluster_1733	Sb04g024910.1,Zm00008a016625,Zm00008a016624	Zm00008a016624	Zm00008a016625	3.3553	3.9116	0.6205	0.9618	1.4595	1.5500	10.1788
Anc_Cluster_1734	Sb04g025020.1,Zm00008a016634,Zm00008a016635	Zm00008a016634	Sb04g025020.1	0.1128	2.9005	0.0369	0.0078	0.0039	0.2118	0.0563
Anc_Cluster_1734	Sb04g025020.1,Zm00008a016634,Zm00008a016635	Zm00008a016635	Sb04g025020.1	4.4237	2.9005	0.2524	0.9140	0.0803	3.6206	4.8772
Anc_Cluster_1734	Sb04g025020.1,Zm00008a016634,Zm00008a016635	Zm00008a016635	Zm00008a016634	4.3867	2.9005	0.2495	0.9024	0.0792	3.6173	4.8667
Anc_Cluster_1735	Sb04g025400.1,Zm00008a016647,Zm00008a016659	Zm00008a016647	Sb04g025400.1	1.8837	1.6178	0.1425	0.3541	0.0460	2.4848	5.4206
