#compute -i *.fasta 
#Tue Jun 27 14:24:30 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d030380-Zm00001d030381.fasta	2	2352	1017	637	637	637	2	1	1	1	0.626352	0.626352	nan	nan	nan	0	10000	
Zm00001d030381-Zm00001d030382.fasta	2	1362	714	482	482	482	2	1	1	1	0.67507	0.67507	nan	nan	nan	0	10000	
Zm00001d030382-Zm00001d030385.fasta	2	1437	726	450	450	450	2	1	1	1	0.619835	0.619835	nan	nan	nan	0	10000	
Zm00001d030385-Zm00001d030388.fasta	2	1374	492	346	346	346	2	1	1	1	0.703252	0.703252	nan	nan	nan	0	10000	
Zm00001d030388-Zm00001d030391.fasta	2	1434	474	294	294	294	2	1	1	1	0.620253	0.620253	nan	nan	nan	0	10000	
Zm00001d030391-Zm00001d030392.fasta	2	1437	741	507	507	507	2	1	1	1	0.684211	0.684211	nan	nan	nan	0	10000	
Zm00001d030392-Zm00001d030393.fasta	2	804	249	181	181	181	2	1	1	1	0.726908	0.726908	nan	nan	nan	0	10000	
Zm00001d030393-Zm00001d030395.fasta	2	294	201	140	140	140	2	1	1	1	0.696517	0.696517	nan	nan	nan	0	10000	
Zm00001d030395-Zm00001d030396.fasta	2	876	195	133	133	133	2	1	1	1	0.682051	0.682051	nan	nan	nan	0	10000	
Zm00001d030396-Zm00001d030398.fasta	2	3432	795	509	509	509	2	1	1	1	0.640252	0.640252	nan	nan	nan	0	10000	
Zm00001d030398-Zm00001d030399.fasta	2	3462	960	589	589	589	2	1	1	1	0.613542	0.613542	nan	nan	nan	0	10000	
Zm00001d030399-Zm00001d030400.fasta	2	1206	339	220	220	220	2	1	1	1	0.648968	0.648968	nan	nan	nan	0	10000	
Zm00001d030400-Zm00001d030401.fasta	2	492	9	4	4	4	2	1	1	1	0.444444	0.444444	nan	nan	nan	0	10000	
Zm00001d030401-Zm00001d030402.fasta	2	585	9	5	5	5	2	1	1	1	0.555556	0.555556	nan	nan	nan	0	10000	
Zm00001d030402-Zm00001d030406.fasta	2	807	408	274	274	274	2	1	1	1	0.671569	0.671569	nan	nan	nan	0	10000	
Zm00001d030406-Zm00001d030407.fasta	2	696	417	268	268	268	2	1	1	1	0.642686	0.642686	nan	nan	nan	0	10000	
Zm00001d030407-Zm00001d030408.fasta	2	522	318	185	185	185	2	1	1	1	0.581761	0.581761	nan	nan	nan	0	10000	
Zm00001d030408-Zm00001d030409.fasta	2	636	276	193	193	193	2	1	1	1	0.699275	0.699275	nan	nan	nan	0	10000	
Zm00001d030409-Zm00001d030411.fasta	2	597	93	60	60	60	2	1	1	1	0.645161	0.645161	nan	nan	nan	0	10000	
Zm00001d030411-Zm00001d030412.fasta	2	1749	135	96	96	96	2	1	1	1	0.711111	0.711111	nan	nan	nan	0	10000	
Zm00001d030412-Zm00001d030414.fasta	2	1845	231	160	160	160	2	1	1	1	0.692641	0.692641	nan	nan	nan	0	10000	
Zm00001d030414-Zm00001d030419.fasta	2	411	273	182	182	182	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030419-Zm00001d030420.fasta	2	762	282	174	174	174	2	1	1	1	0.617021	0.617021	nan	nan	nan	0	10000	
Zm00001d030420-Zm00001d030421.fasta	2	1125	645	425	425	425	2	1	1	1	0.658915	0.658915	nan	nan	nan	0	10000	
Zm00001d030421-Zm00001d030422.fasta	2	1092	558	362	362	362	2	1	1	1	0.648746	0.648746	nan	nan	nan	0	10000	
Zm00001d030422-Zm00001d030423.fasta	2	1161	408	275	275	275	2	1	1	1	0.67402	0.67402	nan	nan	nan	0	10000	
Zm00001d030423-Zm00001d030424.fasta	2	1182	795	516	516	516	2	1	1	1	0.649057	0.649057	nan	nan	nan	0	10000	
Zm00001d030424-Zm00001d030426.fasta	2	1008	438	276	276	276	2	1	1	1	0.630137	0.630137	nan	nan	nan	0	10000	
Zm00001d030426-Zm00001d030429.fasta	2	951	465	303	303	303	2	1	1	1	0.651613	0.651613	nan	nan	nan	0	10000	
Zm00001d030429-Zm00001d030437.fasta	2	1056	753	518	518	518	2	1	1	1	0.687915	0.687915	nan	nan	nan	0	10000	
Zm00001d030437-Zm00001d030438.fasta	2	1086	660	442	442	442	2	1	1	1	0.669697	0.669697	nan	nan	nan	0	10000	
Zm00001d030438-Zm00001d030443.fasta	2	990	408	301	301	301	2	1	1	1	0.737745	0.737745	nan	nan	nan	0	10000	
Zm00001d030443-Zm00001d030446.fasta	2	705	324	234	234	234	2	1	1	1	0.722222	0.722222	nan	nan	nan	0	10000	
Zm00001d030446-Zm00001d030453.fasta	2	549	306	209	209	209	2	1	1	1	0.683007	0.683007	nan	nan	nan	0	10000	
Zm00001d030453-Zm00001d030459.fasta	2	783	294	48	48	48	2	1	1	1	0.163265	0.163265	nan	nan	nan	0	10000	
Zm00001d030459-Zm00001d030464.fasta	2	1593	669	416	416	416	2	1	1	1	0.621824	0.621824	nan	nan	nan	0	10000	
Zm00001d030464-Zm00001d030465.fasta	2	1680	435	297	297	297	2	1	1	1	0.682759	0.682759	nan	nan	nan	0	10000	
Zm00001d030465-Zm00001d030468.fasta	2	1740	483	322	322	322	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030468-Zm00001d030470.fasta	2	1635	285	187	187	187	2	1	1	1	0.65614	0.65614	nan	nan	nan	0	10000	
Zm00001d030470-Zm00001d030471.fasta	2	2289	285	180	180	180	2	1	1	1	0.631579	0.631579	nan	nan	nan	0	10000	
Zm00001d030471-Zm00001d030479.fasta	2	2532	1272	849	849	849	2	1	1	1	0.667453	0.667453	nan	nan	nan	0	10000	
Zm00001d030479-Zm00001d030482.fasta	2	1515	339	221	221	221	2	1	1	1	0.651917	0.651917	nan	nan	nan	0	10000	
Zm00001d030482-Zm00001d030483.fasta	2	414	282	186	186	186	2	1	1	1	0.659574	0.659574	nan	nan	nan	0	10000	
Zm00001d030483-Zm00001d030484.fasta	2	4740	354	226	226	226	2	1	1	1	0.638418	0.638418	nan	nan	nan	0	10000	
Zm00001d030484-Zm00001d030485.fasta	2	4758	450	281	281	281	2	1	1	1	0.624444	0.624444	nan	nan	nan	0	10000	
Zm00001d030485-Zm00001d030486.fasta	2	909	402	250	250	250	2	1	1	1	0.621891	0.621891	nan	nan	nan	0	10000	
Zm00001d030486-Zm00001d030487.fasta	2	2112	825	566	566	566	2	1	1	1	0.686061	0.686061	nan	nan	nan	0	10000	
Zm00001d030487-Zm00001d030489.fasta	2	2112	825	566	566	566	2	1	1	1	0.686061	0.686061	nan	nan	nan	0	10000	
Zm00001d030489-Zm00001d030494.fasta	2	1560	555	370	370	370	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030494-Zm00001d030496.fasta	2	1281	567	357	357	357	2	1	1	1	0.62963	0.62963	nan	nan	nan	0	10000	
Zm00001d030496-Zm00001d030498.fasta	2	579	237	149	149	149	2	1	1	1	0.628692	0.628692	nan	nan	nan	0	10000	
Zm00001d030498-Zm00001d030500.fasta	2	1629	243	161	161	161	2	1	1	1	0.662551	0.662551	nan	nan	nan	0	10000	
Zm00001d030500-Zm00001d030501.fasta	2	1692	426	261	261	261	2	1	1	1	0.612676	0.612676	nan	nan	nan	0	10000	
Zm00001d030501-Zm00001d030502.fasta	2	528	384	264	264	264	2	1	1	1	0.6875	0.6875	nan	nan	nan	0	10000	
Zm00001d030502-Zm00001d030503.fasta	2	522	327	207	207	207	2	1	1	1	0.633028	0.633028	nan	nan	nan	0	10000	
Zm00001d030503-Zm00001d030506.fasta	2	1575	402	259	259	259	2	1	1	1	0.644279	0.644279	nan	nan	nan	0	10000	
Zm00001d030506-Zm00001d030507.fasta	2	1782	882	578	578	578	2	1	1	1	0.655329	0.655329	nan	nan	nan	0	10000	
Zm00001d030507-Zm00001d030508.fasta	2	1959	909	573	573	573	2	1	1	1	0.630363	0.630363	nan	nan	nan	0	10000	
Zm00001d030508-Zm00001d030509.fasta	2	1794	480	331	331	331	2	1	1	1	0.689583	0.689583	nan	nan	nan	0	10000	
Zm00001d030509-Zm00001d030513.fasta	2	888	459	286	286	286	2	1	1	1	0.623094	0.623094	nan	nan	nan	0	10000	
Zm00001d030513-Zm00001d030515.fasta	2	969	504	336	336	336	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030515-Zm00001d030516.fasta	2	1323	546	338	338	338	2	1	1	1	0.619048	0.619048	nan	nan	nan	0	10000	
Zm00001d030516-Zm00001d030517.fasta	2	1383	720	454	454	454	2	1	1	1	0.630556	0.630556	nan	nan	nan	0	10000	
Zm00001d030517-Zm00001d030518.fasta	2	3372	789	529	529	529	2	1	1	1	0.670469	0.670469	nan	nan	nan	0	10000	
Zm00001d030518-Zm00001d030523.fasta	2	3441	918	613	613	613	2	1	1	1	0.667756	0.667756	nan	nan	nan	0	10000	
Zm00001d030523-Zm00001d030526.fasta	2	1899	996	641	641	641	2	1	1	1	0.643574	0.643574	nan	nan	nan	0	10000	
Zm00001d030526-Zm00001d030527.fasta	2	2109	1575	1007	1007	1007	2	1	1	1	0.639365	0.639365	nan	nan	nan	0	10000	
Zm00001d030527-Zm00001d030529.fasta	2	1971	519	328	328	328	2	1	1	1	0.631985	0.631985	nan	nan	nan	0	10000	
Zm00001d030529-Zm00001d030530.fasta	2	645	363	227	227	227	2	1	1	1	0.625344	0.625344	nan	nan	nan	0	10000	
Zm00001d030530-Zm00001d030531.fasta	2	588	351	207	207	207	2	1	1	1	0.589744	0.589744	nan	nan	nan	0	10000	
Zm00001d030531-Zm00001d030532.fasta	2	1014	459	279	279	279	2	1	1	1	0.607843	0.607843	nan	nan	nan	0	10000	
Zm00001d030532-Zm00001d030533.fasta	2	1833	741	522	522	522	2	1	1	1	0.704453	0.704453	nan	nan	nan	0	10000	
Zm00001d030533-Zm00001d030534.fasta	2	1701	552	362	362	362	2	1	1	1	0.655797	0.655797	nan	nan	nan	0	10000	
Zm00001d030534-Zm00001d030535.fasta	2	666	264	176	176	176	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030535-Zm00001d030536.fasta	2	585	231	153	153	153	2	1	1	1	0.662338	0.662338	nan	nan	nan	0	10000	
Zm00001d030536-Zm00001d030537.fasta	2	648	429	276	276	276	2	1	1	1	0.643357	0.643357	nan	nan	nan	0	10000	
Zm00001d030537-Zm00001d030540.fasta	2	957	459	284	284	284	2	1	1	1	0.618736	0.618736	nan	nan	nan	0	10000	
Zm00001d030540-Zm00001d030542.fasta	2	1326	822	229	229	229	2	1	1	1	0.278589	0.278589	nan	nan	nan	0	10000	
Zm00001d030542-Zm00001d030544.fasta	2	1419	870	529	529	529	2	1	1	1	0.608046	0.608046	nan	nan	nan	0	10000	
Zm00001d030544-Zm00001d030545.fasta	2	1227	411	281	281	281	2	1	1	1	0.683698	0.683698	nan	nan	nan	0	10000	
Zm00001d030545-Zm00001d030548.fasta	2	1110	627	415	415	415	2	1	1	1	0.661882	0.661882	nan	nan	nan	0	10000	
Zm00001d030548-Zm00001d030549.fasta	2	1272	789	510	510	510	2	1	1	1	0.646388	0.646388	nan	nan	nan	0	10000	
Zm00001d030549-Zm00001d030550.fasta	2	1011	513	342	342	342	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030550-Zm00001d030551.fasta	2	2265	423	290	290	290	2	1	1	1	0.685579	0.685579	nan	nan	nan	0	10000	
Zm00001d030551-Zm00001d030553.fasta	2	2247	885	565	565	565	2	1	1	1	0.638418	0.638418	nan	nan	nan	0	10000	
Zm00001d030553-Zm00001d030554.fasta	2	2580	915	599	599	599	2	1	1	1	0.654645	0.654645	nan	nan	nan	0	10000	
Zm00001d030554-Zm00001d030555.fasta	2	3051	1866	1211	1211	1211	2	1	1	1	0.648982	0.648982	nan	nan	nan	0	10000	
Zm00001d030555-Zm00001d030556.fasta	2	2499	1296	867	867	867	2	1	1	1	0.668981	0.668981	nan	nan	nan	0	10000	
Zm00001d030556-Zm00001d030557.fasta	2	1812	1041	682	682	682	2	1	1	1	0.655139	0.655139	nan	nan	nan	0	10000	
Zm00001d030557-Zm00001d030558.fasta	2	1458	147	99	99	99	2	1	1	1	0.673469	0.673469	nan	nan	nan	0	10000	
Zm00001d030558-Zm00001d030559.fasta	2	2229	156	102	102	102	2	1	1	1	0.653846	0.653846	nan	nan	nan	0	10000	
Zm00001d030559-Zm00001d030561.fasta	2	2340	1119	721	721	721	2	1	1	1	0.644325	0.644325	nan	nan	nan	0	10000	
Zm00001d030561-Zm00001d030562.fasta	2	1287	684	439	439	439	2	1	1	1	0.641813	0.641813	nan	nan	nan	0	10000	
Zm00001d030562-Zm00001d030563.fasta	2	753	372	259	259	259	2	1	1	1	0.696237	0.696237	nan	nan	nan	0	10000	
Zm00001d030563-Zm00001d030566.fasta	2	630	366	239	239	239	2	1	1	1	0.653005	0.653005	nan	nan	nan	0	10000	
Zm00001d030566-Zm00001d030567.fasta	2	696	402	270	270	270	2	1	1	1	0.671642	0.671642	nan	nan	nan	0	10000	
Zm00001d030567-Zm00001d030572.fasta	2	552	210	148	148	148	2	1	1	1	0.704762	0.704762	nan	nan	nan	0	10000	
Zm00001d030572-Zm00001d030573.fasta	2	1287	276	188	188	188	2	1	1	1	0.681159	0.681159	nan	nan	nan	0	10000	
Zm00001d030573-Zm00001d030574.fasta	2	1299	330	208	208	208	2	1	1	1	0.630303	0.630303	nan	nan	nan	0	10000	
Zm00001d030574-Zm00001d030575.fasta	2	462	225	152	152	152	2	1	1	1	0.675556	0.675556	nan	nan	nan	0	10000	
Zm00001d030575-Zm00001d030577.fasta	2	600	222	144	144	144	2	1	1	1	0.648649	0.648649	nan	nan	nan	0	10000	
Zm00001d030577-Zm00001d030578.fasta	2	555	195	130	130	130	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030578-Zm00001d030579.fasta	2	1047	273	179	179	179	2	1	1	1	0.655678	0.655678	nan	nan	nan	0	10000	
Zm00001d030579-Zm00001d030581.fasta	2	1917	615	403	403	403	2	1	1	1	0.655285	0.655285	nan	nan	nan	0	10000	
Zm00001d030581-Zm00001d030583.fasta	2	1599	921	628	628	628	2	1	1	1	0.681868	0.681868	nan	nan	nan	0	10000	
Zm00001d030583-Zm00001d030584.fasta	2	1578	855	565	565	565	2	1	1	1	0.660819	0.660819	nan	nan	nan	0	10000	
Zm00001d030584-Zm00001d030587.fasta	2	1398	339	225	225	225	2	1	1	1	0.663717	0.663717	nan	nan	nan	0	10000	
Zm00001d030587-Zm00001d030588.fasta	2	348	291	192	192	192	2	1	1	1	0.659794	0.659794	nan	nan	nan	0	10000	
Zm00001d030588-Zm00001d030590.fasta	2	771	300	175	175	175	2	1	1	1	0.583333	0.583333	nan	nan	nan	0	10000	
Zm00001d030590-Zm00001d030591.fasta	2	909	555	381	381	381	2	1	1	1	0.686486	0.686486	nan	nan	nan	0	10000	
Zm00001d030591-Zm00001d030593.fasta	2	2226	669	442	442	442	2	1	1	1	0.660688	0.660688	nan	nan	nan	0	10000	
Zm00001d030593-Zm00001d030595.fasta	2	2367	1416	908	908	908	2	1	1	1	0.641243	0.641243	nan	nan	nan	0	10000	
Zm00001d030595-Zm00001d030598.fasta	2	2226	1341	870	870	870	2	1	1	1	0.64877	0.64877	nan	nan	nan	0	10000	
Zm00001d030598-Zm00001d030601.fasta	2	2133	957	640	640	640	2	1	1	1	0.668757	0.668757	nan	nan	nan	0	10000	
Zm00001d030601-Zm00001d030602.fasta	2	1131	459	302	302	302	2	1	1	1	0.657952	0.657952	nan	nan	nan	0	10000	
Zm00001d030602-Zm00001d030603.fasta	2	744	372	252	252	252	2	1	1	1	0.677419	0.677419	nan	nan	nan	0	10000	
Zm00001d030603-Zm00001d030604.fasta	2	1047	477	307	307	307	2	1	1	1	0.643606	0.643606	nan	nan	nan	0	10000	
Zm00001d030604-Zm00001d030606.fasta	2	999	795	529	529	529	2	1	1	1	0.665409	0.665409	nan	nan	nan	0	10000	
Zm00001d030606-Zm00001d030609.fasta	2	2352	780	492	492	492	2	1	1	1	0.630769	0.630769	nan	nan	nan	0	10000	
Zm00001d030609-Zm00001d030610.fasta	2	2232	192	139	139	139	2	1	1	1	0.723958	0.723958	nan	nan	nan	0	10000	
Zm00001d030610-Zm00001d030612.fasta	2	1638	192	116	116	116	2	1	1	1	0.604167	0.604167	nan	nan	nan	0	10000	
Zm00001d030612-Zm00001d030613.fasta	2	1704	876	603	603	603	2	1	1	1	0.688356	0.688356	nan	nan	nan	0	10000	
Zm00001d030613-Zm00001d030614.fasta	2	2265	840	539	539	539	2	1	1	1	0.641667	0.641667	nan	nan	nan	0	10000	
Zm00001d030614-Zm00001d030617.fasta	2	2181	438	315	315	315	2	1	1	1	0.719178	0.719178	nan	nan	nan	0	10000	
Zm00001d030617-Zm00001d030618.fasta	2	528	120	73	73	73	2	1	1	1	0.608333	0.608333	nan	nan	nan	0	10000	
Zm00001d030618-Zm00001d030620.fasta	2	891	186	114	114	114	2	1	1	1	0.612903	0.612903	nan	nan	nan	0	10000	
Zm00001d030620-Zm00001d030621.fasta	2	1053	672	431	431	431	2	1	1	1	0.641369	0.641369	nan	nan	nan	0	10000	
Zm00001d030621-Zm00001d030622.fasta	2	927	594	377	377	377	2	1	1	1	0.63468	0.63468	nan	nan	nan	0	10000	
Zm00001d030622-Zm00001d030623.fasta	2	2010	438	300	300	300	2	1	1	1	0.684932	0.684932	nan	nan	nan	0	10000	
Zm00001d030623-Zm00001d030624.fasta	2	2856	1524	1001	1001	1001	2	1	1	1	0.656824	0.656824	nan	nan	nan	0	10000	
Zm00001d030624-Zm00001d030626.fasta	2	3000	2043	1311	1311	1311	2	1	1	1	0.641703	0.641703	nan	nan	nan	0	10000	
Zm00001d030626-Zm00001d030627.fasta	2	2469	531	349	349	349	2	1	1	1	0.65725	0.65725	nan	nan	nan	0	10000	
Zm00001d030627-Zm00001d030631.fasta	2	756	507	321	321	321	2	1	1	1	0.633136	0.633136	nan	nan	nan	0	10000	
Zm00001d030631-Zm00001d030638.fasta	2	1194	570	365	365	365	2	1	1	1	0.640351	0.640351	nan	nan	nan	0	10000	
Zm00001d030638-Zm00001d030639.fasta	2	1938	990	631	631	631	2	1	1	1	0.637374	0.637374	nan	nan	nan	0	10000	
Zm00001d030639-Zm00001d030640.fasta	2	2025	1332	866	866	866	2	1	1	1	0.65015	0.65015	nan	nan	nan	0	10000	
Zm00001d030640-Zm00001d030642.fasta	2	1500	360	238	238	238	2	1	1	1	0.661111	0.661111	nan	nan	nan	0	10000	
Zm00001d030642-Zm00001d030643.fasta	2	909	333	196	196	196	2	1	1	1	0.588589	0.588589	nan	nan	nan	0	10000	
Zm00001d030643-Zm00001d030644.fasta	2	1194	744	439	439	439	2	1	1	1	0.590054	0.590054	nan	nan	nan	0	10000	
Zm00001d030644-Zm00001d030645.fasta	2	1092	312	187	187	187	2	1	1	1	0.599359	0.599359	nan	nan	nan	0	10000	
Zm00001d030645-Zm00001d030646.fasta	2	4716	333	218	218	218	2	1	1	1	0.654655	0.654655	nan	nan	nan	0	10000	
Zm00001d030646-Zm00001d030647.fasta	2	4734	1137	753	753	753	2	1	1	1	0.662269	0.662269	nan	nan	nan	0	10000	
Zm00001d030647-Zm00001d030648.fasta	2	1341	663	412	412	412	2	1	1	1	0.621418	0.621418	nan	nan	nan	0	10000	
Zm00001d030648-Zm00001d030652.fasta	2	2157	825	512	512	512	2	1	1	1	0.620606	0.620606	nan	nan	nan	0	10000	
Zm00001d030652-Zm00001d030654.fasta	2	2166	522	361	361	361	2	1	1	1	0.691571	0.691571	nan	nan	nan	0	10000	
Zm00001d030654-Zm00001d030656.fasta	2	2148	522	335	335	335	2	1	1	1	0.641762	0.641762	nan	nan	nan	0	10000	
Zm00001d030656-Zm00001d030657.fasta	2	2172	420	283	283	283	2	1	1	1	0.67381	0.67381	nan	nan	nan	0	10000	
Zm00001d030657-Zm00001d030658.fasta	2	537	183	112	112	112	2	1	1	1	0.612022	0.612022	nan	nan	nan	0	10000	
Zm00001d030658-Zm00001d030659.fasta	2	4509	258	165	165	165	2	1	1	1	0.639535	0.639535	nan	nan	nan	0	10000	
Zm00001d030659-Zm00001d030661.fasta	2	4752	1146	781	781	781	2	1	1	1	0.681501	0.681501	nan	nan	nan	0	10000	
Zm00001d030661-Zm00001d030662.fasta	2	1389	210	148	148	148	2	1	1	1	0.704762	0.704762	nan	nan	nan	0	10000	
Zm00001d030662-Zm00001d030663.fasta	2	516	210	132	132	132	2	1	1	1	0.628571	0.628571	nan	nan	nan	0	10000	
Zm00001d030663-Zm00001d030665.fasta	2	579	258	168	168	168	2	1	1	1	0.651163	0.651163	nan	nan	nan	0	10000	
Zm00001d030665-Zm00001d030666.fasta	2	5106	321	223	223	223	2	1	1	1	0.694704	0.694704	nan	nan	nan	0	10000	
Zm00001d030666-Zm00001d030667.fasta	2	5169	297	208	208	208	2	1	1	1	0.700337	0.700337	nan	nan	nan	0	10000	
Zm00001d030667-Zm00001d030669.fasta	2	456	285	197	197	197	2	1	1	1	0.691228	0.691228	nan	nan	nan	0	10000	
Zm00001d030669-Zm00001d030670.fasta	2	702	333	226	226	226	2	1	1	1	0.678679	0.678679	nan	nan	nan	0	10000	
Zm00001d030670-Zm00001d030672.fasta	2	693	444	311	311	311	2	1	1	1	0.70045	0.70045	nan	nan	nan	0	10000	
Zm00001d030672-Zm00001d030674.fasta	2	714	438	283	283	283	2	1	1	1	0.646119	0.646119	nan	nan	nan	0	10000	
Zm00001d030674-Zm00001d030675.fasta	2	1305	654	424	424	424	2	1	1	1	0.648318	0.648318	nan	nan	nan	0	10000	
Zm00001d030675-Zm00001d030676.fasta	2	1335	324	103	103	103	2	1	1	1	0.317901	0.317901	nan	nan	nan	0	10000	
Zm00001d030676-Zm00001d030677.fasta	2	1068	360	227	227	227	2	1	1	1	0.630556	0.630556	nan	nan	nan	0	10000	
Zm00001d030677-Zm00001d030678.fasta	2	1284	504	306	306	306	2	1	1	1	0.607143	0.607143	nan	nan	nan	0	10000	
Zm00001d030678-Zm00001d030679.fasta	2	765	468	313	313	313	2	1	1	1	0.668803	0.668803	nan	nan	nan	0	10000	
Zm00001d030679-Zm00001d030680.fasta	2	507	504	19	19	19	2	1	1	1	0.0376984	0.0376984	nan	nan	nan	0	10000	
Zm00001d030680-Zm00001d030681.fasta	2	741	438	289	289	289	2	1	1	1	0.659817	0.659817	nan	nan	nan	0	10000	
Zm00001d030681-Zm00001d030682.fasta	2	1539	603	398	398	398	2	1	1	1	0.660033	0.660033	nan	nan	nan	0	10000	
Zm00001d030682-Zm00001d030683.fasta	2	1767	1014	641	641	641	2	1	1	1	0.63215	0.63215	nan	nan	nan	0	10000	
Zm00001d030683-Zm00001d030684.fasta	2	1350	321	211	211	211	2	1	1	1	0.657321	0.657321	nan	nan	nan	0	10000	
Zm00001d030684-Zm00001d030685.fasta	2	864	351	219	219	219	2	1	1	1	0.623932	0.623932	nan	nan	nan	0	10000	
Zm00001d030685-Zm00001d030686.fasta	2	942	414	248	248	248	2	1	1	1	0.599034	0.599034	nan	nan	nan	0	10000	
Zm00001d030686-Zm00001d030687.fasta	2	960	429	284	284	284	2	1	1	1	0.662005	0.662005	nan	nan	nan	0	10000	
Zm00001d030687-Zm00001d030688.fasta	2	1104	642	422	422	422	2	1	1	1	0.657321	0.657321	nan	nan	nan	0	10000	
Zm00001d030688-Zm00001d030690.fasta	2	894	570	395	395	395	2	1	1	1	0.692982	0.692982	nan	nan	nan	0	10000	
Zm00001d030690-Zm00001d030691.fasta	2	1014	378	235	235	235	2	1	1	1	0.621693	0.621693	nan	nan	nan	0	10000	
Zm00001d030691-Zm00001d030693.fasta	2	981	693	440	440	440	2	1	1	1	0.634921	0.634921	nan	nan	nan	0	10000	
Zm00001d030693-Zm00001d030694.fasta	2	3267	846	557	557	557	2	1	1	1	0.658392	0.658392	nan	nan	nan	0	10000	
Zm00001d030694-Zm00001d030695.fasta	2	3225	171	114	114	114	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030695-Zm00001d030696.fasta	2	423	171	117	117	117	2	1	1	1	0.684211	0.684211	nan	nan	nan	0	10000	
Zm00001d030696-Zm00001d030697.fasta	2	639	366	240	240	240	2	1	1	1	0.655738	0.655738	nan	nan	nan	0	10000	
Zm00001d030697-Zm00001d030698.fasta	2	636	450	302	302	302	2	1	1	1	0.671111	0.671111	nan	nan	nan	0	10000	
Zm00001d030698-Zm00001d030701.fasta	2	1782	465	261	261	261	2	1	1	1	0.56129	0.56129	nan	nan	nan	0	10000	
Zm00001d030701-Zm00001d030703.fasta	2	1743	465	315	315	315	2	1	1	1	0.677419	0.677419	nan	nan	nan	0	10000	
Zm00001d030703-Zm00001d030707.fasta	2	1131	420	264	264	264	2	1	1	1	0.628571	0.628571	nan	nan	nan	0	10000	
Zm00001d030707-Zm00001d030709.fasta	2	3270	999	643	643	643	2	1	1	1	0.643644	0.643644	nan	nan	nan	0	10000	
Zm00001d030709-Zm00001d030710.fasta	2	3228	336	213	213	213	2	1	1	1	0.633929	0.633929	nan	nan	nan	0	10000	
Zm00001d030710-Zm00001d030711.fasta	2	1176	372	261	261	261	2	1	1	1	0.701613	0.701613	nan	nan	nan	0	10000	
Zm00001d030711-Zm00001d030712.fasta	2	1242	828	537	537	537	2	1	1	1	0.648551	0.648551	nan	nan	nan	0	10000	
Zm00001d030712-Zm00001d030713.fasta	2	957	405	270	270	270	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030713-Zm00001d030717.fasta	2	780	330	223	223	223	2	1	1	1	0.675758	0.675758	nan	nan	nan	0	10000	
Zm00001d030717-Zm00001d030720.fasta	2	1182	555	377	377	377	2	1	1	1	0.679279	0.679279	nan	nan	nan	0	10000	
Zm00001d030720-Zm00001d030724.fasta	2	1125	507	325	325	325	2	1	1	1	0.641026	0.641026	nan	nan	nan	0	10000	
Zm00001d030724-Zm00001d030725.fasta	2	2022	474	308	308	308	2	1	1	1	0.649789	0.649789	nan	nan	nan	0	10000	
Zm00001d030725-Zm00001d030726.fasta	2	1989	828	526	526	526	2	1	1	1	0.635266	0.635266	nan	nan	nan	0	10000	
Zm00001d030726-Zm00001d030727.fasta	2	1167	726	482	482	482	2	1	1	1	0.663912	0.663912	nan	nan	nan	0	10000	
Zm00001d030727-Zm00001d030732.fasta	2	2145	879	572	572	572	2	1	1	1	0.650739	0.650739	nan	nan	nan	0	10000	
Zm00001d030732-Zm00001d030733.fasta	2	2937	1590	1066	1066	1066	2	1	1	1	0.67044	0.67044	nan	nan	nan	0	10000	
Zm00001d030733-Zm00001d030735.fasta	2	2529	348	224	224	224	2	1	1	1	0.643678	0.643678	nan	nan	nan	0	10000	
Zm00001d030735-Zm00001d030736.fasta	2	561	300	208	208	208	2	1	1	1	0.693333	0.693333	nan	nan	nan	0	10000	
Zm00001d030736-Zm00001d030737.fasta	2	1167	459	320	320	320	2	1	1	1	0.697168	0.697168	nan	nan	nan	0	10000	
Zm00001d030737-Zm00001d030738.fasta	2	1605	693	456	456	456	2	1	1	1	0.658009	0.658009	nan	nan	nan	0	10000	
Zm00001d030738-Zm00001d030739.fasta	2	1377	918	604	604	604	2	1	1	1	0.657952	0.657952	nan	nan	nan	0	10000	
Zm00001d030739-Zm00001d030741.fasta	2	3285	1062	708	708	708	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030741-Zm00001d030742.fasta	2	3336	636	432	432	432	2	1	1	1	0.679245	0.679245	nan	nan	nan	0	10000	
