Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051724	Zm00001d051719	0.2326	2.8927	0.3180	0.0499	0.0168	0.1568	0.0556
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051724	Zm00001d051711	0.2469	2.8927	0.3548	0.0558	0.0179	0.1573	0.0565
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051724	Zm00001d051707	0.0989	2.8927	0.2018	0.0163	0.0094	0.0807	0.0366
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051724	Zm00001d051712	0.1235	2.8927	0.3401	0.0274	0.0123	0.0804	0.0365
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051735	0.8209	2.8927	0.7085	0.2467	0.0421	0.3482	0.1011
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051710	0.2799	2.8927	0.2975	0.0584	0.0183	0.1963	0.0670
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051715	0.1965	2.8927	0.2072	0.0329	0.0135	0.1587	0.0571
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051722	0.3029	2.8927	0.4058	0.0733	0.0207	0.1805	0.0624
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051730	0.2404	2.8927	0.5616	0.0670	0.0197	0.1192	0.0461
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051726	1.1365	2.8927	0.6330	0.3257	0.0518	0.5145	0.1342
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051720	0.1782	2.8927	0.3132	0.0382	0.0146	0.1220	0.0486
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051706	0.2587	2.8927	0.2756	0.0506	0.0171	0.1836	0.0574
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051719	0.2196	2.8927	0.2864	0.0443	0.0158	0.1548	0.0548
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051711	0.1508	2.8927	0.3385	0.0332	0.0136	0.0980	0.0416
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051707	0.2021	2.8927	0.3366	0.0444	0.0159	0.1319	0.0478
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051712	0.1999	2.8927	0.5809	0.0560	0.0179	0.0964	0.0401
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051732	Zm00001d051724	0.2848	2.8927	0.3330	0.0620	0.0190	0.1863	0.0583
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051735	0.6994	2.8927	0.6703	0.2069	0.0374	0.3087	0.0931
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051710	0.1762	2.8927	0.4625	0.0460	0.0160	0.0994	0.0441
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051715	0.1265	2.8927	0.2014	0.0214	0.0107	0.1061	0.0452
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051722	0.1745	2.8927	0.7989	0.0548	0.0176	0.0686	0.0351
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051730	0.0728	2.8927	0.6177	0.0212	0.0106	0.0343	0.0244
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051726	0.9370	2.8927	0.7463	0.2855	0.0472	0.3825	0.0983
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051720	0.1110	2.8927	0.3768	0.0265	0.0119	0.0704	0.0360
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051706	0.1649	2.8927	0.2037	0.0274	0.0124	0.1343	0.0487
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051719	0.1647	2.8927	0.2653	0.0325	0.0133	0.1223	0.0481
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051711	0.1909	2.8927	0.3546	0.0437	0.0156	0.1232	0.0491
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051707	0.1114	2.8927	0.2561	0.0215	0.0108	0.0840	0.0381
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051712	0.1361	2.8927	0.3886	0.0326	0.0134	0.0838	0.0380
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051724	0.1622	2.8927	0.3780	0.0382	0.0146	0.1012	0.0421
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051708	Zm00001d051732	0.2170	2.8927	0.2844	0.0440	0.0157	0.1548	0.0532
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051735	0.7332	2.8927	0.5835	0.2066	0.0374	0.3541	0.1000
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051710	0.1372	2.8927	0.3496	0.0318	0.0131	0.0910	0.0421
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051715	0.0902	2.8927	0.0489	0.0053	0.0053	0.1075	0.0459
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051722	0.2296	2.8927	0.3723	0.0544	0.0174	0.1460	0.0538
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051730	0.1611	2.8927	0.6772	0.0483	0.0163	0.0714	0.0362
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051726	1.0306	2.8927	0.7172	0.3098	0.0499	0.4320	0.1067
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051720	0.0744	2.8927	0.1464	0.0105	0.0074	0.0714	0.0366
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051706	0.2112	2.8927	0.1814	0.0327	0.0135	0.1803	0.0615
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051719	0.1278	2.8927	0.1291	0.0160	0.0093	0.1238	0.0488
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051711	0.1784	2.8927	0.3039	0.0379	0.0144	0.1248	0.0498
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051707	0.1524	2.8927	0.2164	0.0268	0.0121	0.1240	0.0488
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051712	0.1773	2.8927	0.3066	0.0379	0.0144	0.1236	0.0487
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051724	0.2049	2.8927	0.3043	0.0436	0.0155	0.1431	0.0533
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051732	0.2410	2.8927	0.1862	0.0382	0.0146	0.2051	0.0677
Cluster_1120	Zm00001d051735,Zm00001d051710,Zm00001d051715,Zm00001d051722,Zm00001d051730,Zm00001d051726,Zm00001d051720,Zm00001d051706,Zm00001d051719,Zm00001d051711,Zm00001d051707,Zm00001d051712,Zm00001d051724,Zm00001d051732,Zm00001d051708,Zm00001d051727	Zm00001d051727	Zm00001d051708	0.1382	2.8927	0.2432	0.0265	0.0119	0.1090	0.0459
Cluster_1121	Zm00001d049134,Zm00001d049133	Zm00001d049133	Zm00001d049134	0.2549	6.0753	1.2469	0.0899	0.0180	0.0721	0.0261
Cluster_1122	Zm00001d051876,Zm00001d051877	Zm00001d051877	Zm00001d051876	7.7421	1.0363	0.1985	1.1820	0.0853	5.9558	64.7618
Cluster_1123	Zm00001d051961,Zm00001d051965,Zm00001d051958	Zm00001d051965	Zm00001d051961	0.0218	1.3109	0.0927	0.0023	0.0016	0.0248	0.0102
Cluster_1123	Zm00001d051961,Zm00001d051965,Zm00001d051958	Zm00001d051958	Zm00001d051961	0.4758	1.3109	0.7105	0.1456	0.0139	0.2050	0.0329
Cluster_1123	Zm00001d051961,Zm00001d051965,Zm00001d051958	Zm00001d051958	Zm00001d051965	0.5017	1.3109	0.6304	0.1483	0.0141	0.2352	0.0364
Cluster_1124	Zm00001d052036,Zm00001d052035	Zm00001d052035	Zm00001d052036	4.8639	0.9085	0.2704	1.0035	0.0908	3.7115	5.1776
Cluster_1125	Zm00001d052038,Zm00001d052037	Zm00001d052037	Zm00001d052038	3.6235	1.9038	0.2666	0.7434	0.0845	2.7888	2.1086
Cluster_1126	Zm00001d052067,Zm00001d052066	Zm00001d052066	Zm00001d052067	3.2824	0.9035	0.1903	0.7018	0.0432	3.6886	5.1001
Cluster_1127	Zm00001d052083,Zm00001d052082	Zm00001d052082	Zm00001d052083	0.1550	1.1889	0.6355	0.0458	0.0074	0.0721	0.0178
Cluster_1128	Zm00001d052090,Zm00001d052091,Zm00001d052089	Zm00001d052091	Zm00001d052090	0.4335	1.7741	0.5035	0.1273	0.0135	0.2529	0.0530
Cluster_1128	Zm00001d052090,Zm00001d052091,Zm00001d052089	Zm00001d052089	Zm00001d052090	0.4781	1.7741	0.6843	0.1501	0.0148	0.2194	0.0485
Cluster_1128	Zm00001d052090,Zm00001d052091,Zm00001d052089	Zm00001d052089	Zm00001d052091	0.4219	1.7741	0.7233	0.1335	0.0139	0.1845	0.0425
Cluster_1129	Zm00001d052127,Zm00001d052128	Zm00001d052128	Zm00001d052127	4.0724	1.0092	0.5808	1.1550	0.1020	1.9887	0.9677
Cluster_1130	Zm00001d052164,Zm00001d052165	Zm00001d052165	Zm00001d052164	-0.0000	4.6000	99.0000	-0.0000	0.0000	-0.0000	0.0000
Cluster_1131	Zm00001d052170,Zm00001d052168	Zm00001d052168	Zm00001d052170	2.6355	1.7322	0.1073	0.4299	0.0219	4.0051	6.2826
Cluster_1132	Zm00001d052206,Zm00001d052205	Zm00001d052205	Zm00001d052206	1.9100	1.0952	0.1310	0.3071	0.0237	2.3440	0.8428
Cluster_1133	Zm00001d052211,Zm00001d052209,Zm00001d052210	Zm00001d052209	Zm00001d052211	2.0920	1.4602	0.0848	0.3056	0.0217	3.6025	4.8196
Cluster_1133	Zm00001d052211,Zm00001d052209,Zm00001d052210	Zm00001d052210	Zm00001d052211	0.9703	1.4602	0.1076	0.1581	0.0144	1.4697	0.3576
Cluster_1133	Zm00001d052211,Zm00001d052209,Zm00001d052210	Zm00001d052210	Zm00001d052209	2.1741	1.4602	0.0898	0.3250	0.0227	3.6183	4.8699
Cluster_1134	Zm00001d052227,Zm00001d052226	Zm00001d052226	Zm00001d052227	3.8584	1.6060	0.2063	0.6628	0.0804	3.2135	3.7384
Cluster_1135	Zm00001d052232,Zm00001d052233	Zm00001d052233	Zm00001d052232	4.8284	1.3646	0.2433	0.9572	0.0697	3.9349	5.9984
Cluster_1136	Zm00001d052245,Zm00001d052244	Zm00001d052244	Zm00001d052245	4.0471	1.2116	0.4219	1.0492	0.2113	2.4866	2.3489
Cluster_1137	Zm00001d052306,Zm00001d052296	Zm00001d052296	Zm00001d052306	4.4037	1.1483	0.1706	0.7091	0.0429	4.1574	6.9481
Cluster_1138	Zm00001d052336,Zm00001d052335	Zm00001d052335	Zm00001d052336	0.4133	2.4904	0.0982	0.0632	0.0090	0.6434	0.1380
Cluster_1139	Zm00001d052344,Zm00001d052346	Zm00001d052346	Zm00001d052344	2.0759	1.3731	0.8163	0.6554	0.0639	0.8029	0.1666
Cluster_1140	Zm00001d052348,Zm00001d052351	Zm00001d052351	Zm00001d052348	1.5845	3.1451	0.8034	0.4974	0.0486	0.6192	0.1043
Cluster_1141	Zm00001d052357,Zm00001d052355	Zm00001d052355	Zm00001d052357	3.7390	1.1673	0.2031	0.7305	0.0569	3.5965	4.8008
Cluster_1142	Zm00001d052364,Zm00001d052363,Zm00001d052362	Zm00001d052363	Zm00001d052364	2.5722	1.2818	0.2513	0.4877	0.0660	1.9409	0.7482
Cluster_1142	Zm00001d052364,Zm00001d052363,Zm00001d052362	Zm00001d052362	Zm00001d052364	4.6072	1.2818	0.2936	0.9364	0.1305	3.1890	3.6794
Cluster_1142	Zm00001d052364,Zm00001d052363,Zm00001d052362	Zm00001d052362	Zm00001d052363	5.0726	1.2818	0.4925	1.3360	0.2672	2.7128	2.0039
Cluster_1143	Zm00001d052372,Zm00001d052373,Zm00001d052371	Zm00001d052373	Zm00001d052372	2.9821	1.4361	0.1830	0.6142	0.0485	3.3556	4.1006
Cluster_1143	Zm00001d052372,Zm00001d052373,Zm00001d052371	Zm00001d052371	Zm00001d052372	0.4587	1.4361	0.1903	0.0945	0.0139	0.4965	0.1170
Cluster_1143	Zm00001d052372,Zm00001d052373,Zm00001d052371	Zm00001d052371	Zm00001d052373	2.7807	1.4361	0.1703	0.5647	0.0445	3.3169	3.9985
Cluster_1144	Zm00001d052393,Zm00001d052394	Zm00001d052394	Zm00001d052393	0.3992	4.2753	0.7265	0.1195	0.0142	0.1645	0.0273
Cluster_1145	Zm00001d052412,Zm00001d052413	Zm00001d052413	Zm00001d052412	0.9432	1.5774	0.6090	0.2726	0.0289	0.4476	0.0779
Cluster_1146	Zm00001d052420,Zm00001d052421	Zm00001d052421	Zm00001d052420	0.7431	2.3950	0.2299	0.1321	0.0159	0.5748	0.0880
Cluster_1147	Zm00001d052431,Zm00001d052430	Zm00001d052430	Zm00001d052431	1.1338	2.0133	0.5725	0.3197	0.0318	0.5585	0.0890
Cluster_1148	Zm00001d052435,Zm00001d052434	Zm00001d052434	Zm00001d052435	2.9281	3.1782	0.1118	0.3086	0.0203	2.7609	3.7790
Cluster_1149	Zm00001d052463,Zm00001d052464	Zm00001d052464	Zm00001d052463	2.0518	1.5376	0.2321	0.4367	0.0251	1.8815	0.5516
Cluster_1150	Zm00001d052479,Zm00001d052480	Zm00001d052480	Zm00001d052479	0.9914	2.6565	0.2361	0.2177	0.0160	0.9222	0.1461
Cluster_1151	Zm00001d052505,Zm00001d052501	Zm00001d052501	Zm00001d052505	0.7527	1.5449	0.9412	0.2480	0.0291	0.2635	0.0649
Cluster_1152	Zm00001d052509,Zm00001d052513	Zm00001d052513	Zm00001d052509	0.0578	4.7944	0.1418	0.0114	0.0030	0.0803	0.0227
Cluster_1153	Zm00001d049175,Zm00001d049176	Zm00001d049176	Zm00001d049175	0.6039	0.8978	0.2745	0.1329	0.0179	0.4841	0.0920
Cluster_1154	Zm00001d052565,Zm00001d052566	Zm00001d052566	Zm00001d052565	4.1285	1.6273	0.9661	1.3628	0.1393	1.4107	0.2611
Cluster_1155	Zm00001d052580,Zm00001d052557,Zm00001d052572	Zm00001d052557	Zm00001d052580	1.1452	2.1514	0.4532	0.2978	0.0262	0.6572	0.0936
Cluster_1155	Zm00001d052580,Zm00001d052557,Zm00001d052572	Zm00001d052572	Zm00001d052580	1.0991	2.1514	0.4785	0.2921	0.0258	0.6103	0.0873
Cluster_1155	Zm00001d052580,Zm00001d052557,Zm00001d052572	Zm00001d052572	Zm00001d052557	0.2547	2.1514	0.5055	0.0689	0.0112	0.1363	0.0299
Cluster_1156	Zm00001d049179,Zm00001d049181	Zm00001d049181	Zm00001d049179	0.4654	2.3941	0.1189	0.0789	0.0094	0.6631	0.1199
Cluster_1157	Zm00001d052604,Zm00001d052601	Zm00001d052601	Zm00001d052604	0.4678	4.6613	0.0939	0.0711	0.0107	0.7573	0.1719
Cluster_1158	Zm00001d052605,Zm00001d052606	Zm00001d052606	Zm00001d052605	3.1314	0.8547	0.2813	0.6976	0.0569	2.4798	1.0623
Cluster_1159	Zm00001d052628,Zm00001d052627,Zm00001d052625	Zm00001d052627	Zm00001d052628	1.9207	1.9298	0.0523	0.1990	0.0147	3.8049	5.5057
Cluster_1159	Zm00001d052628,Zm00001d052627,Zm00001d052625	Zm00001d052625	Zm00001d052628	1.0832	1.9298	0.0836	0.1617	0.0129	1.9351	0.5026
Cluster_1159	Zm00001d052628,Zm00001d052627,Zm00001d052625	Zm00001d052625	Zm00001d052627	0.8173	1.9298	0.1046	0.1378	0.0117	1.3170	0.3924
Cluster_1160	Zm00001d052638,Zm00001d052637	Zm00001d052637	Zm00001d052638	3.6518	1.4335	0.4016	0.8732	0.1204	2.1744	1.9876
