#compute -i *.fasta 
#Sat Jun 24 21:37:00 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d029696-Zm00001d029708.fasta	2	699	675	248	248	248	2	1	1	1	0.367407	0.367407	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029696.fasta	2	720	675	246	246	246	2	1	1	1	0.364444	0.364444	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029700.fasta	2	717	417	128	128	128	2	1	1	1	0.306954	0.306954	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029702.fasta	2	732	372	86	86	86	2	1	1	1	0.231183	0.231183	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029704.fasta	2	846	690	201	201	201	2	1	1	1	0.291304	0.291304	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029706.fasta	2	717	603	207	207	207	2	1	1	1	0.343284	0.343284	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029707.fasta	2	729	675	192	192	192	2	1	1	1	0.284444	0.284444	nan	nan	nan	0	10000	
Zm00001d029699-Zm00001d029708.fasta	2	723	690	214	214	214	2	1	1	1	0.310145	0.310145	nan	nan	nan	0	10000	
Zm00001d029700-Zm00001d029702.fasta	2	477	327	198	198	198	2	1	1	1	0.605505	0.605505	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029696.fasta	2	864	678	262	262	262	2	1	1	1	0.386431	0.386431	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029699.fasta	2	879	702	168	168	168	2	1	1	1	0.239316	0.239316	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029700.fasta	2	867	414	136	136	136	2	1	1	1	0.328502	0.328502	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029702.fasta	2	867	384	91	91	91	2	1	1	1	0.236979	0.236979	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029703.fasta	2	894	708	187	187	187	2	1	1	1	0.264124	0.264124	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029704.fasta	2	873	810	310	310	310	2	1	1	1	0.382716	0.382716	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029706.fasta	2	864	603	216	216	216	2	1	1	1	0.358209	0.358209	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029707.fasta	2	867	684	224	224	224	2	1	1	1	0.327485	0.327485	nan	nan	nan	0	10000	
Zm00001d029701-Zm00001d029708.fasta	2	867	693	234	234	234	2	1	1	1	0.337662	0.337662	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029696.fasta	2	741	675	270	270	270	2	1	1	1	0.4	0.4	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029699.fasta	2	747	708	183	183	183	2	1	1	1	0.258475	0.258475	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029700.fasta	2	738	417	145	145	145	2	1	1	1	0.347722	0.347722	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029702.fasta	2	747	378	108	108	108	2	1	1	1	0.285714	0.285714	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029704.fasta	2	852	705	244	244	244	2	1	1	1	0.346099	0.346099	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029706.fasta	2	738	603	217	217	217	2	1	1	1	0.359867	0.359867	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029707.fasta	2	744	681	198	198	198	2	1	1	1	0.290749	0.290749	nan	nan	nan	0	10000	
Zm00001d029703-Zm00001d029708.fasta	2	744	690	229	229	229	2	1	1	1	0.331884	0.331884	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029696.fasta	2	822	675	261	261	261	2	1	1	1	0.386667	0.386667	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029700.fasta	2	834	402	156	156	156	2	1	1	1	0.38806	0.38806	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029702.fasta	2	828	378	121	121	121	2	1	1	1	0.320106	0.320106	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029706.fasta	2	819	603	249	249	249	2	1	1	1	0.412935	0.412935	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029707.fasta	2	825	681	218	218	218	2	1	1	1	0.320117	0.320117	nan	nan	nan	0	10000	
Zm00001d029704-Zm00001d029708.fasta	2	822	693	233	233	233	2	1	1	1	0.336219	0.336219	nan	nan	nan	0	10000	
Zm00001d029706-Zm00001d029700.fasta	2	699	321	150	150	150	2	1	1	1	0.46729	0.46729	nan	nan	nan	0	10000	
Zm00001d029706-Zm00001d029702.fasta	2	624	366	127	127	127	2	1	1	1	0.346995	0.346995	nan	nan	nan	0	10000	
Zm00001d029707-Zm00001d029700.fasta	2	717	387	161	161	161	2	1	1	1	0.416021	0.416021	nan	nan	nan	0	10000	
Zm00001d029707-Zm00001d029702.fasta	2	696	378	109	109	109	2	1	1	1	0.28836	0.28836	nan	nan	nan	0	10000	
Zm00001d029707-Zm00001d029706.fasta	2	687	603	234	234	234	2	1	1	1	0.38806	0.38806	nan	nan	nan	0	10000	
Zm00001d029707-Zm00001d029708.fasta	2	705	678	180	180	180	2	1	1	1	0.265487	0.265487	nan	nan	nan	0	10000	
Zm00001d029708-Zm00001d029700.fasta	2	711	402	168	168	168	2	1	1	1	0.41791	0.41791	nan	nan	nan	0	10000	
Zm00001d029708-Zm00001d029702.fasta	2	711	372	122	122	122	2	1	1	1	0.327957	0.327957	nan	nan	nan	0	10000	
Zm00001d029708-Zm00001d029706.fasta	2	696	603	238	238	238	2	1	1	1	0.394693	0.394693	nan	nan	nan	0	10000	
Zm00001d029721-Zm00001d029720.fasta	2	1719	579	348	348	348	2	1	1	1	0.601036	0.601036	nan	nan	nan	0	10000	
Zm00001d029730-Zm00001d029729.fasta	2	849	456	278	278	278	2	1	1	1	0.609649	0.609649	nan	nan	nan	0	10000	
Zm00001d029798-Zm00001d029792.fasta	2	888	873	67	67	67	2	1	1	1	0.0767468	0.0767468	nan	nan	nan	0	10000	
Zm00001d029798-Zm00001d029800.fasta	2	888	888	16	16	16	2	1	1	1	0.018018	0.018018	nan	nan	nan	0	10000	
Zm00001d029799-Zm00001d029793.fasta	2	825	483	179	179	179	2	1	1	1	0.3706	0.3706	nan	nan	nan	0	10000	
Zm00001d029799-Zm00001d029801.fasta	2	927	786	218	218	218	2	1	1	1	0.277354	0.277354	nan	nan	nan	0	10000	
Zm00001d029800-Zm00001d029792.fasta	2	888	873	70	70	70	2	1	1	1	0.0801833	0.0801833	nan	nan	nan	0	10000	
Zm00001d029801-Zm00001d029793.fasta	2	888	483	99	99	99	2	1	1	1	0.204969	0.204969	nan	nan	nan	0	10000	
Zm00001d029837-Zm00001d029838.fasta	2	570	261	172	172	172	2	1	1	1	0.659004	0.659004	nan	nan	nan	0	10000	
Zm00001d029857-Zm00001d029858.fasta	2	456	213	91	91	91	2	1	1	1	0.42723	0.42723	nan	nan	nan	0	10000	
Zm00001d029857-Zm00001d029859.fasta	2	429	213	89	89	89	2	1	1	1	0.41784	0.41784	nan	nan	nan	0	10000	
Zm00001d029858-Zm00001d029859.fasta	2	432	399	119	119	119	2	1	1	1	0.298246	0.298246	nan	nan	nan	0	10000	
Zm00001d029899-Zm00001d029903.fasta	2	858	795	203	203	203	2	1	1	1	0.255346	0.255346	nan	nan	nan	0	10000	
Zm00001d029899-Zm00001d029906.fasta	2	861	795	212	212	212	2	1	1	1	0.266667	0.266667	nan	nan	nan	0	10000	
Zm00001d029899-Zm00001d029907.fasta	2	855	816	233	233	233	2	1	1	1	0.285539	0.285539	nan	nan	nan	0	10000	
Zm00001d029899-Zm00001d029913.fasta	2	858	822	219	219	219	2	1	1	1	0.266423	0.266423	nan	nan	nan	0	10000	
Zm00001d029903-Zm00001d029907.fasta	2	846	780	212	212	212	2	1	1	1	0.271795	0.271795	nan	nan	nan	0	10000	
Zm00001d029903-Zm00001d029913.fasta	2	834	801	196	196	196	2	1	1	1	0.244694	0.244694	nan	nan	nan	0	10000	
Zm00001d029906-Zm00001d029903.fasta	2	807	804	99	99	99	2	1	1	1	0.123134	0.123134	nan	nan	nan	0	10000	
Zm00001d029906-Zm00001d029907.fasta	2	852	777	208	208	208	2	1	1	1	0.267696	0.267696	nan	nan	nan	0	10000	
Zm00001d029906-Zm00001d029913.fasta	2	837	801	210	210	210	2	1	1	1	0.262172	0.262172	nan	nan	nan	0	10000	
Zm00001d029913-Zm00001d029907.fasta	2	834	819	208	208	208	2	1	1	1	0.253968	0.253968	nan	nan	nan	0	10000	
Zm00001d029922-Zm00001d029924.fasta	2	1533	1212	309	309	309	2	1	1	1	0.25495	0.25495	nan	nan	nan	0	10000	
Zm00001d029932-Zm00001d029933.fasta	2	1788	1767	137	137	137	2	1	1	1	0.0775325	0.0775325	nan	nan	nan	0	10000	
Zm00001d029972-Zm00001d029973.fasta	2	1764	1233	798	798	798	2	1	1	1	0.647202	0.647202	nan	nan	nan	0	10000	
Zm00001d030095-Zm00001d030094.fasta	2	3054	2625	1328	1328	1328	2	1	1	1	0.505905	0.505905	nan	nan	nan	0	10000	
Zm00001d030130-Zm00001d030127.fasta	2	1662	1617	217	217	217	2	1	1	1	0.134199	0.134199	nan	nan	nan	0	10000	
Zm00001d030159-Zm00001d030158.fasta	2	1866	1692	616	616	616	2	1	1	1	0.364066	0.364066	nan	nan	nan	0	10000	
Zm00001d030177-Zm00001d030180.fasta	2	438	393	171	171	171	2	1	1	1	0.435115	0.435115	nan	nan	nan	0	10000	
Zm00001d030207-Zm00001d030208.fasta	0	1857	1575	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d030212-Zm00001d030218.fasta	2	2124	1074	688	688	688	2	1	1	1	0.640596	0.640596	nan	nan	nan	0	10000	
Zm00001d030213-Zm00001d030212.fasta	2	2061	1488	493	493	493	2	1	1	1	0.331317	0.331317	nan	nan	nan	0	10000	
Zm00001d030213-Zm00001d030218.fasta	2	2094	1605	948	948	948	2	1	1	1	0.590654	0.590654	nan	nan	nan	0	10000	
Zm00001d030233-Zm00001d030235.fasta	2	1881	1551	698	698	698	2	1	1	1	0.450032	0.450032	nan	nan	nan	0	10000	
Zm00001d030234-Zm00001d030233.fasta	2	1866	1512	412	412	412	2	1	1	1	0.272487	0.272487	nan	nan	nan	0	10000	
Zm00001d030234-Zm00001d030235.fasta	2	1767	1683	743	743	743	2	1	1	1	0.441474	0.441474	nan	nan	nan	0	10000	
Zm00001d030248-Zm00001d030253.fasta	2	1416	1305	349	349	349	2	1	1	1	0.267433	0.267433	nan	nan	nan	0	10000	
Zm00001d030270-Zm00001d030269.fasta	2	2235	813	542	542	542	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030270-Zm00001d030285.fasta	2	3090	2124	405	405	405	2	1	1	1	0.190678	0.190678	nan	nan	nan	0	10000	
Zm00001d030275-Zm00001d030274.fasta	2	420	207	44	44	44	2	1	1	1	0.21256	0.21256	nan	nan	nan	0	10000	
Zm00001d030275-Zm00001d030276.fasta	0	420	420	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d030275-Zm00001d030277.fasta	2	420	360	60	60	60	2	1	1	1	0.166667	0.166667	nan	nan	nan	0	10000	
Zm00001d030276-Zm00001d030274.fasta	2	420	207	44	44	44	2	1	1	1	0.21256	0.21256	nan	nan	nan	0	10000	
Zm00001d030276-Zm00001d030277.fasta	2	420	360	60	60	60	2	1	1	1	0.166667	0.166667	nan	nan	nan	0	10000	
Zm00001d030277-Zm00001d030274.fasta	2	360	207	44	44	44	2	1	1	1	0.21256	0.21256	nan	nan	nan	0	10000	
Zm00001d030282-Zm00001d030269.fasta	2	3060	858	207	207	207	2	1	1	1	0.241259	0.241259	nan	nan	nan	0	10000	
Zm00001d030282-Zm00001d030270.fasta	2	3099	2151	451	451	451	2	1	1	1	0.20967	0.20967	nan	nan	nan	0	10000	
Zm00001d030282-Zm00001d030285.fasta	2	3069	3015	360	360	360	2	1	1	1	0.119403	0.119403	nan	nan	nan	0	10000	
Zm00001d030285-Zm00001d030269.fasta	2	3024	858	204	204	204	2	1	1	1	0.237762	0.237762	nan	nan	nan	0	10000	
Zm00001d030303-Zm00001d030304.fasta	2	1200	936	328	328	328	2	1	1	1	0.350427	0.350427	nan	nan	nan	0	10000	
Zm00001d030316-Zm00001d030314.fasta	2	1452	657	220	220	220	2	1	1	1	0.334855	0.334855	nan	nan	nan	0	10000	
Zm00001d030347-Zm00001d030348.fasta	2	1344	1194	276	276	276	2	1	1	1	0.231156	0.231156	nan	nan	nan	0	10000	
Zm00001d030409-Zm00001d030411.fasta	2	597	93	60	60	60	2	1	1	1	0.645161	0.645161	nan	nan	nan	0	10000	
Zm00001d030471-Zm00001d030470.fasta	2	2289	285	180	180	180	2	1	1	1	0.631579	0.631579	nan	nan	nan	0	10000	
Zm00001d030484-Zm00001d030487.fasta	2	4758	2076	266	266	266	2	1	1	1	0.128131	0.128131	nan	nan	nan	0	10000	
Zm00001d030502-Zm00001d030501.fasta	2	528	384	264	264	264	2	1	1	1	0.6875	0.6875	nan	nan	nan	0	10000	
Zm00001d030516-Zm00001d030517.fasta	2	1383	720	454	454	454	2	1	1	1	0.630556	0.630556	nan	nan	nan	0	10000	
Zm00001d030534-Zm00001d030535.fasta	2	666	264	176	176	176	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d030534-Zm00001d030536.fasta	2	681	399	272	272	272	2	1	1	1	0.681704	0.681704	nan	nan	nan	0	10000	
Zm00001d030536-Zm00001d030535.fasta	2	585	231	153	153	153	2	1	1	1	0.662338	0.662338	nan	nan	nan	0	10000	
Zm00001d030542-Zm00001d030540.fasta	2	1326	822	229	229	229	2	1	1	1	0.278589	0.278589	nan	nan	nan	0	10000	
Zm00001d030573-Zm00001d030572.fasta	2	1287	276	188	188	188	2	1	1	1	0.681159	0.681159	nan	nan	nan	0	10000	
Zm00001d030587-Zm00001d030588.fasta	2	348	291	192	192	192	2	1	1	1	0.659794	0.659794	nan	nan	nan	0	10000	
Zm00001d030675-Zm00001d030676.fasta	2	1335	324	103	103	103	2	1	1	1	0.317901	0.317901	nan	nan	nan	0	10000	
Zm00001d030680-Zm00001d030679.fasta	2	507	504	19	19	19	2	1	1	1	0.0376984	0.0376984	nan	nan	nan	0	10000	
Zm00001d030720-Zm00001d030707.fasta	2	1086	1086	95	95	95	2	1	1	1	0.087477	0.087477	nan	nan	nan	0	10000	
Zm00001d030765-Zm00001d030767.fasta	2	2004	360	183	183	183	2	1	1	1	0.508333	0.508333	nan	nan	nan	0	10000	
Zm00001d030780-Zm00001d030781.fasta	2	555	225	142	142	142	2	1	1	1	0.631111	0.631111	nan	nan	nan	0	10000	
Zm00001d030782-Zm00001d030780.fasta	2	6132	486	341	341	341	2	1	1	1	0.701646	0.701646	nan	nan	nan	0	10000	
Zm00001d030782-Zm00001d030781.fasta	2	6135	291	188	188	188	2	1	1	1	0.646048	0.646048	nan	nan	nan	0	10000	
Zm00001d030801-Zm00001d030803.fasta	2	1356	1008	82	82	82	2	1	1	1	0.0813492	0.0813492	nan	nan	nan	0	10000	
Zm00001d030813-Zm00001d030814.fasta	2	942	603	410	410	410	2	1	1	1	0.679934	0.679934	nan	nan	nan	0	10000	
Zm00001d030813-Zm00001d030818.fasta	2	960	462	327	327	327	2	1	1	1	0.707792	0.707792	nan	nan	nan	0	10000	
Zm00001d030813-Zm00001d030821.fasta	2	741	201	56	56	56	2	1	1	1	0.278607	0.278607	nan	nan	nan	0	10000	
Zm00001d030813-Zm00001d030822.fasta	2	753	291	78	78	78	2	1	1	1	0.268041	0.268041	nan	nan	nan	0	10000	
Zm00001d030813-Zm00001d030824.fasta	2	876	540	375	375	375	2	1	1	1	0.694444	0.694444	nan	nan	nan	0	10000	
Zm00001d030814-Zm00001d030821.fasta	2	843	162	100	100	100	2	1	1	1	0.617284	0.617284	nan	nan	nan	0	10000	
Zm00001d030814-Zm00001d030824.fasta	2	804	675	48	48	48	2	1	1	1	0.0711111	0.0711111	nan	nan	nan	0	10000	
Zm00001d030818-Zm00001d030814.fasta	2	993	492	83	83	83	2	1	1	1	0.168699	0.168699	nan	nan	nan	0	10000	
Zm00001d030818-Zm00001d030821.fasta	2	720	162	102	102	102	2	1	1	1	0.62963	0.62963	nan	nan	nan	0	10000	
Zm00001d030818-Zm00001d030822.fasta	2	705	279	178	178	178	2	1	1	1	0.637993	0.637993	nan	nan	nan	0	10000	
Zm00001d030818-Zm00001d030824.fasta	2	846	510	142	142	142	2	1	1	1	0.278431	0.278431	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030813.fasta	2	1131	741	60	60	60	2	1	1	1	0.0809717	0.0809717	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030814.fasta	2	1266	669	469	469	469	2	1	1	1	0.701046	0.701046	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030818.fasta	2	1341	471	321	321	321	2	1	1	1	0.681529	0.681529	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030821.fasta	2	1131	201	15	15	15	2	1	1	1	0.0746269	0.0746269	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030822.fasta	2	1131	303	30	30	30	2	1	1	1	0.0990099	0.0990099	nan	nan	nan	0	10000	
Zm00001d030819-Zm00001d030824.fasta	2	1179	627	445	445	445	2	1	1	1	0.709729	0.709729	nan	nan	nan	0	10000	
Zm00001d030822-Zm00001d030814.fasta	2	804	303	205	205	205	2	1	1	1	0.676568	0.676568	nan	nan	nan	0	10000	
Zm00001d030822-Zm00001d030821.fasta	2	342	162	110	110	110	2	1	1	1	0.679012	0.679012	nan	nan	nan	0	10000	
Zm00001d030822-Zm00001d030824.fasta	2	675	303	205	205	205	2	1	1	1	0.676568	0.676568	nan	nan	nan	0	10000	
Zm00001d030824-Zm00001d030821.fasta	2	714	162	104	104	104	2	1	1	1	0.641975	0.641975	nan	nan	nan	0	10000	
Zm00001d030841-Zm00001d030842.fasta	2	1095	240	121	121	121	2	1	1	1	0.504167	0.504167	nan	nan	nan	0	10000	
Zm00001d030845-Zm00001d030851.fasta	2	1629	1506	767	767	767	2	1	1	1	0.509296	0.509296	nan	nan	nan	0	10000	
Zm00001d030848-Zm00001d030847.fasta	2	933	393	244	244	244	2	1	1	1	0.620865	0.620865	nan	nan	nan	0	10000	
Zm00001d030856-Zm00001d030845.fasta	2	1632	1539	783	783	783	2	1	1	1	0.508772	0.508772	nan	nan	nan	0	10000	
Zm00001d030856-Zm00001d030851.fasta	2	1611	1539	309	309	309	2	1	1	1	0.20078	0.20078	nan	nan	nan	0	10000	
Zm00001d030860-Zm00001d030861.fasta	2	2115	267	159	159	159	2	1	1	1	0.595506	0.595506	nan	nan	nan	0	10000	
Zm00001d030907-Zm00001d030909.fasta	2	1227	627	426	426	426	2	1	1	1	0.679426	0.679426	nan	nan	nan	0	10000	
Zm00001d030908-Zm00001d030907.fasta	2	1128	852	331	331	331	2	1	1	1	0.388498	0.388498	nan	nan	nan	0	10000	
Zm00001d030908-Zm00001d030909.fasta	2	996	642	396	396	396	2	1	1	1	0.616822	0.616822	nan	nan	nan	0	10000	
Zm00001d030934-Zm00001d030920.fasta	2	477	186	39	39	39	2	1	1	1	0.209677	0.209677	nan	nan	nan	0	10000	
Zm00001d030942-Zm00001d030941.fasta	2	2196	819	252	252	252	2	1	1	1	0.307692	0.307692	nan	nan	nan	0	10000	
Zm00001d030947-Zm00001d030950.fasta	2	1659	1593	42	42	42	2	1	1	1	0.0263653	0.0263653	nan	nan	nan	0	10000	
Zm00001d030971-Zm00001d030972.fasta	2	966	819	118	118	118	2	1	1	1	0.144078	0.144078	nan	nan	nan	0	10000	
Zm00001d031020-Zm00001d031022.fasta	2	510	213	125	125	125	2	1	1	1	0.586854	0.586854	nan	nan	nan	0	10000	
Zm00001d031023-Zm00001d031020.fasta	2	2043	495	163	163	163	2	1	1	1	0.329293	0.329293	nan	nan	nan	0	10000	
Zm00001d031023-Zm00001d031022.fasta	2	2028	213	42	42	42	2	1	1	1	0.197183	0.197183	nan	nan	nan	0	10000	
Zm00001d031078-Zm00001d031077.fasta	2	2427	2022	303	303	303	2	1	1	1	0.149852	0.149852	nan	nan	nan	0	10000	
Zm00001d031123-Zm00001d031122.fasta	2	627	276	70	70	70	2	1	1	1	0.253623	0.253623	nan	nan	nan	0	10000	
Zm00001d031155-Zm00001d031152.fasta	2	534	516	122	122	122	2	1	1	1	0.236434	0.236434	nan	nan	nan	0	10000	
Zm00001d031155-Zm00001d031157.fasta	0	534	534	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d031155-Zm00001d031158.fasta	2	534	525	101	101	101	2	1	1	1	0.192381	0.192381	nan	nan	nan	0	10000	
Zm00001d031157-Zm00001d031152.fasta	2	534	516	122	122	122	2	1	1	1	0.236434	0.236434	nan	nan	nan	0	10000	
Zm00001d031157-Zm00001d031158.fasta	2	534	525	101	101	101	2	1	1	1	0.192381	0.192381	nan	nan	nan	0	10000	
Zm00001d031158-Zm00001d031152.fasta	2	531	510	112	112	112	2	1	1	1	0.219608	0.219608	nan	nan	nan	0	10000	
Zm00001d031204-Zm00001d031203.fasta	2	1044	972	201	201	201	2	1	1	1	0.20679	0.20679	nan	nan	nan	0	10000	
Zm00001d031221-Zm00001d031222.fasta	2	1635	1539	437	437	437	2	1	1	1	0.283951	0.283951	nan	nan	nan	0	10000	
Zm00001d031281-Zm00001d031280.fasta	2	1863	1707	365	365	365	2	1	1	1	0.213825	0.213825	nan	nan	nan	0	10000	
Zm00001d031303-Zm00001d031300.fasta	2	2610	2049	25	25	25	2	1	1	1	0.0122011	0.0122011	nan	nan	nan	0	10000	
Zm00001d031305-Zm00001d031306.fasta	0	312	282	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d031309-Zm00001d031308.fasta	2	969	534	363	363	363	2	1	1	1	0.679775	0.679775	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031351.fasta	2	4425	2091	1087	1087	1087	2	1	1	1	0.519847	0.519847	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031366.fasta	2	4365	2127	1112	1112	1112	2	1	1	1	0.522802	0.522802	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031372.fasta	2	4236	2127	1111	1111	1111	2	1	1	1	0.522332	0.522332	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031381.fasta	2	4005	906	389	389	389	2	1	1	1	0.42936	0.42936	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031384.fasta	2	4098	1485	951	951	951	2	1	1	1	0.640404	0.640404	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031395.fasta	2	4386	1851	999	999	999	2	1	1	1	0.539708	0.539708	nan	nan	nan	0	10000	
Zm00001d031338-Zm00001d031407.fasta	2	4359	2013	1034	1034	1034	2	1	1	1	0.513661	0.513661	nan	nan	nan	0	10000	
Zm00001d031340-Zm00001d031341.fasta	2	2412	735	435	435	435	2	1	1	1	0.591837	0.591837	nan	nan	nan	0	10000	
Zm00001d031345-Zm00001d031346.fasta	2	621	603	68	68	68	2	1	1	1	0.112769	0.112769	nan	nan	nan	0	10000	
Zm00001d031349-Zm00001d031364.fasta	2	1212	882	51	51	51	2	1	1	1	0.0578231	0.0578231	nan	nan	nan	0	10000	
Zm00001d031349-Zm00001d031403.fasta	2	1212	648	6	6	6	2	1	1	1	0.00925926	0.00925926	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031366.fasta	2	2541	2493	126	126	126	2	1	1	1	0.0505415	0.0505415	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031372.fasta	2	2541	2364	239	239	239	2	1	1	1	0.1011	0.1011	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031381.fasta	2	2529	924	31	31	31	2	1	1	1	0.0335498	0.0335498	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031384.fasta	2	2559	1566	329	329	329	2	1	1	1	0.210089	0.210089	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031395.fasta	2	2709	2070	150	150	150	2	1	1	1	0.0724638	0.0724638	nan	nan	nan	0	10000	
Zm00001d031351-Zm00001d031407.fasta	2	2541	2373	142	142	142	2	1	1	1	0.0598399	0.0598399	nan	nan	nan	0	10000	
Zm00001d031359-Zm00001d031377.fasta	2	2379	1983	92	92	92	2	1	1	1	0.0463944	0.0463944	nan	nan	nan	0	10000	
Zm00001d031359-Zm00001d031398.fasta	2	2346	1983	88	88	88	2	1	1	1	0.0443772	0.0443772	nan	nan	nan	0	10000	
Zm00001d031364-Zm00001d031403.fasta	2	1176	354	43	43	43	2	1	1	1	0.121469	0.121469	nan	nan	nan	0	10000	
Zm00001d031366-Zm00001d031372.fasta	2	2538	2343	204	204	204	2	1	1	1	0.0870679	0.0870679	nan	nan	nan	0	10000	
Zm00001d031366-Zm00001d031381.fasta	2	2505	924	34	34	34	2	1	1	1	0.0367965	0.0367965	nan	nan	nan	0	10000	
Zm00001d031366-Zm00001d031384.fasta	2	2556	1545	287	287	287	2	1	1	1	0.185761	0.185761	nan	nan	nan	0	10000	
Zm00001d031367-Zm00001d031375.fasta	2	501	423	12	12	12	2	1	1	1	0.0283688	0.0283688	nan	nan	nan	0	10000	
Zm00001d031367-Zm00001d031396.fasta	2	501	291	14	14	14	2	1	1	1	0.04811	0.04811	nan	nan	nan	0	10000	
Zm00001d031367-Zm00001d031404.fasta	2	501	414	23	23	23	2	1	1	1	0.0555556	0.0555556	nan	nan	nan	0	10000	
Zm00001d031367-Zm00001d031409.fasta	2	501	423	17	17	17	2	1	1	1	0.0401891	0.0401891	nan	nan	nan	0	10000	
Zm00001d031367-Zm00001d031410.fasta	2	501	228	8	8	8	2	1	1	1	0.0350877	0.0350877	nan	nan	nan	0	10000	
Zm00001d031372-Zm00001d031381.fasta	2	2376	924	40	40	40	2	1	1	1	0.04329	0.04329	nan	nan	nan	0	10000	
Zm00001d031372-Zm00001d031384.fasta	2	2457	1515	432	432	432	2	1	1	1	0.285149	0.285149	nan	nan	nan	0	10000	
Zm00001d031375-Zm00001d031396.fasta	2	423	291	7	7	7	2	1	1	1	0.024055	0.024055	nan	nan	nan	0	10000	
Zm00001d031375-Zm00001d031404.fasta	2	423	414	19	19	19	2	1	1	1	0.0458937	0.0458937	nan	nan	nan	0	10000	
Zm00001d031375-Zm00001d031409.fasta	2	423	423	9	9	9	2	1	1	1	0.0212766	0.0212766	nan	nan	nan	0	10000	
Zm00001d031375-Zm00001d031410.fasta	2	423	228	5	5	5	2	1	1	1	0.0219298	0.0219298	nan	nan	nan	0	10000	
Zm00001d031377-Zm00001d031398.fasta	2	2373	2340	21	21	21	2	1	1	1	0.00897436	0.00897436	nan	nan	nan	0	10000	
Zm00001d031379-Zm00001d031349.fasta	2	1212	1173	13	13	13	2	1	1	1	0.0110827	0.0110827	nan	nan	nan	0	10000	
Zm00001d031379-Zm00001d031364.fasta	2	1173	882	77	77	77	2	1	1	1	0.0873016	0.0873016	nan	nan	nan	0	10000	
Zm00001d031379-Zm00001d031403.fasta	2	1212	609	7	7	7	2	1	1	1	0.0114943	0.0114943	nan	nan	nan	0	10000	
Zm00001d031380-Zm00001d031367.fasta	2	501	333	43	43	43	2	1	1	1	0.129129	0.129129	nan	nan	nan	0	10000	
Zm00001d031380-Zm00001d031375.fasta	2	423	333	37	37	37	2	1	1	1	0.111111	0.111111	nan	nan	nan	0	10000	
Zm00001d031380-Zm00001d031396.fasta	2	423	201	35	35	35	2	1	1	1	0.174129	0.174129	nan	nan	nan	0	10000	
