Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_1848	Zm00008a017819,Zm00008a017818
Cluster_1849	Zm00008a017826,Zm00008a017825
Cluster_1850	Zm00008a017828,Zm00008a017829
Cluster_1851	Zm00008a017830,Zm00008a017832
Cluster_1852	Zm00008a017836,Zm00008a017834
Cluster_1856	Zm00008a017859,Zm00008a017858
Cluster_1858	Zm00008a017870,Zm00008a017869
Cluster_1859	Zm00008a017888,Zm00008a017887
Cluster_1860	Zm00008a017894,Zm00008a017893
Cluster_1862	Zm00008a017903,Zm00008a017902
Cluster_1863	Zm00008a015313,Zm00008a015309
Cluster_1864	Zm00008a017932,Zm00008a017926
Cluster_1865	Zm00008a017933,Zm00008a017934
Cluster_1866	Zm00008a017941,Zm00008a017927
Cluster_1868	Zm00008a017957,Zm00008a017956
Cluster_1870	Zm00008a018001,Zm00008a018002
Cluster_1872	Zm00008a018013,Zm00008a018014
Cluster_1873	Zm00008a018024,Zm00008a018025
Cluster_1874	Zm00008a018052,Zm00008a018042
Cluster_1875	Zm00008a018053,Zm00008a018068
Cluster_1878	Zm00008a018070,Zm00008a018071
Cluster_1881	Zm00008a018107,Zm00008a018106
Cluster_1885	Zm00008a015328,Zm00008a015327
Cluster_1887	Zm00008a018143,Zm00008a018144
Cluster_1890	Zm00008a018155,Zm00008a018156
Cluster_1892	Zm00008a015336,Zm00008a015337
Cluster_1894	Zm00008a018197,Zm00008a018198
Cluster_1896	Zm00008a018213,Zm00008a018211
Cluster_1899	Zm00008a018249,Zm00008a018250
Cluster_1900	Zm00008a015349,Zm00008a015348
Cluster_1901	Zm00008a015351,Zm00008a015352
Cluster_1902	Zm00008a018260,Zm00008a018259
Cluster_1908	Zm00008a018322,Zm00008a018307
Cluster_1909	Zm00008a018323,Zm00008a018338
Cluster_1911	Zm00008a018337,Zm00008a018336
Cluster_1912	Zm00008a018345,Zm00008a018343
Cluster_1914	Zm00008a018363,Zm00008a018364
Cluster_1915	Zm00008a018368,Zm00008a018367
Cluster_1918	Zm00008a018391,Zm00008a018392
Cluster_1920	Zm00008a018410,Zm00008a018411
Cluster_1932	Zm00008a018544,Zm00008a018545
Cluster_1933	Zm00008a018551,Zm00008a018550
Cluster_1934	Zm00008a018552,Zm00008a018539
Cluster_1935	Zm00008a018557,Zm00008a018556
Cluster_1936	Zm00008a018565,Zm00008a018566
Cluster_1937	Zm00008a018569,Zm00008a018570
Cluster_1940	Zm00008a018618,Zm00008a018617
Cluster_1942	Zm00008a018631,Zm00008a018632
Cluster_1943	Zm00008a018648,Zm00008a018649
Cluster_1945	Zm00008a018684,Zm00008a018695
Cluster_1948	Zm00008a018719,Zm00008a018718
Cluster_1949	Zm00008a018737,Zm00008a018738
Cluster_1951	Zm00008a018743,Zm00008a018744
Cluster_1954	Zm00008a018790,Zm00008a018791
Cluster_1956	Zm00008a018801,Zm00008a018802
Cluster_1957	Zm00008a018804,Zm00008a018803
Cluster_1959	Zm00008a018869,Zm00008a018870
Cluster_1961	Zm00008a018889,Zm00008a018890
Cluster_1963	Zm00008a018902,Zm00008a018901
Cluster_1965	Zm00008a018932,Zm00008a018931
Cluster_1966	Zm00008a018936,Zm00008a018930
Cluster_1968	Zm00008a015436,Zm00008a015437
Cluster_1969	Zm00008a014923,Zm00008a014922
Cluster_1970	Zm00008a015446,Zm00008a015445
Cluster_1973	Zm00008a015492,Zm00008a015491
Cluster_1976	Zm00008a015529,Zm00008a015530
Cluster_1979	Zm00008a015541,Zm00008a015543
Cluster_1980	Zm00008a015545,Zm00008a015546
Cluster_1983	Zm00008a015589,Zm00008a015578
Cluster_1986	Zm00008a015614,Zm00008a015615
Cluster_1989	Zm00008a015641,Zm00008a015643
Cluster_1994	Zm00008a015705,Zm00008a015704
Cluster_1996	Zm00008a015710,Zm00008a015711
Cluster_1997	Zm00008a015723,Zm00008a015724
Cluster_1998	Zm00008a015727,Zm00008a015726
Cluster_1999	Zm00008a015733,Zm00008a015732
Cluster_2003	Zm00008a015774,Zm00008a015773
Cluster_2006	Zm00008a015804,Zm00008a015803
Cluster_2007	Zm00008a015001,Zm00008a015000
Cluster_2009	Zm00008a015818,Zm00008a015817
Cluster_2010	Zm00008a015832,Zm00008a015839
Cluster_2012	Zm00008a015027,Zm00008a015028
Cluster_2014	Zm00008a015041,Zm00008a015042
Cluster_2015	Zm00008a015894,Zm00008a015893
Cluster_2016	Zm00008a015904,Zm00008a015903
Cluster_2017	Zm00008a015912,Zm00008a015913
Cluster_2018	Zm00008a015914,Zm00008a015915
Cluster_2023	Zm00008a015065,Zm00008a015066
Cluster_2024	Zm00008a015954,Zm00008a015953
Cluster_2025	Zm00008a015068,Zm00008a015069
Cluster_2027	Zm00008a015973,Zm00008a015974
Cluster_2028	Zm00008a015995,Zm00008a015997
Cluster_2031	Zm00008a016015,Zm00008a016016
Cluster_2032	Zm00008a016021,Zm00008a016020
Cluster_2035	Zm00008a016043,Zm00008a016042
Cluster_2036	Zm00008a016046,Zm00008a016045
Cluster_2039	Zm00008a016074,Zm00008a016075
Cluster_2042	Zm00008a016113,Zm00008a016114
Cluster_2043	Zm00008a016116,Zm00008a016117
Cluster_2044	Zm00008a016133,Zm00008a016132
Cluster_2045	Zm00008a016152,Zm00008a016153
Cluster_2046	Zm00008a016164,Zm00008a016163
Cluster_2048	Zm00008a016172,Zm00008a016173
Cluster_2049	Zm00008a016179,Zm00008a016178
Cluster_2053	Zm00008a016227,Zm00008a016226
Cluster_2055	Zm00008a016269,Zm00008a016260
Cluster_2056	Zm00008a016277,Zm00008a016276
Cluster_2057	Zm00008a016280,Zm00008a016281
Cluster_2060	Zm00008a016286,Zm00008a016287
Cluster_2061	Zm00008a016291,Zm00008a016292
Cluster_2063	Zm00008a016329,Zm00008a016328
Cluster_2064	Zm00008a016333,Zm00008a016332
Cluster_2067	Zm00008a016350,Zm00008a016356
Cluster_2070	Zm00008a021209,Zm00008a021199
Cluster_2073	Zm00008a021226,Zm00008a021227
Cluster_2074	Zm00008a019539,Zm00008a019540
Cluster_2075	Zm00008a021231,Zm00008a021230
Cluster_2076	Zm00008a021232,Zm00008a021233
Cluster_2077	Zm00008a019546,Zm00008a019545
Cluster_2078	Zm00008a021254,Zm00008a021255
Cluster_2079	Zm00008a019551,Zm00008a019536
Cluster_2080	Zm00008a021256,Zm00008a021258
Cluster_2081	Zm00008a021262,Zm00008a021261
Cluster_2082	Zm00008a019570,Zm00008a019571
Cluster_2083	Zm00008a021290,Zm00008a021291
Cluster_2084	Zm00008a019574,Zm00008a019575
Cluster_2085	Zm00008a021298,Zm00008a021299
Cluster_2087	Zm00008a021310,Zm00008a021311
Cluster_2088	Zm00008a019595,Zm00008a019594
Cluster_2089	Zm00008a019598,Zm00008a019599
Cluster_2090	Zm00008a021317,Zm00008a021318
Cluster_2092	Zm00008a021323,Zm00008a021321
Cluster_2093	Zm00008a019011,Zm00008a019012
Cluster_2095	Zm00008a019013,Zm00008a019014
Cluster_2096	Zm00008a021354,Zm00008a021359
Cluster_2100	Zm00008a021395,Zm00008a021394
Cluster_2102	Zm00008a021410,Zm00008a021425
Cluster_2103	Zm00008a019643,Zm00008a019644
Cluster_2105	Zm00008a019648,Zm00008a019649
Cluster_2106	Zm00008a021436,Zm00008a021437
Cluster_2107	Zm00008a021445,Zm00008a021444
Cluster_2109	Zm00008a021473,Zm00008a021472
Cluster_2111	Zm00008a019670,Zm00008a019671
Cluster_2112	Zm00008a021504,Zm00008a021505
Cluster_2114	Zm00008a021510,Zm00008a021509
Cluster_2115	Zm00008a021525,Zm00008a021524
Cluster_2116	Zm00008a019679,Zm00008a019680
Cluster_2117	Zm00008a021544,Zm00008a021545
Cluster_2119	Zm00008a021552,Zm00008a021553
Cluster_2121	Zm00008a021572,Zm00008a021573
Cluster_2123	Zm00008a019697,Zm00008a019696
Cluster_2124	Zm00008a021584,Zm00008a021585
Cluster_2126	Zm00008a019698,Zm00008a019700
Cluster_2127	Zm00008a021598,Zm00008a021599
Cluster_2129	Zm00008a021631,Zm00008a021635
Cluster_2131	Zm00008a021642,Zm00008a021643
Cluster_2133	Zm00008a019716,Zm00008a019717
Cluster_2136	Zm00008a021697,Zm00008a021696
Cluster_2141	Zm00008a021754,Zm00008a021753
Cluster_2143	Zm00008a021770,Zm00008a021769
Cluster_2144	Zm00008a021771,Zm00008a021772
Cluster_2145	Zm00008a021776,Zm00008a021777
Cluster_2148	Zm00008a021814,Zm00008a021815
Cluster_2149	Zm00008a021817,Zm00008a021818
Cluster_2150	Zm00008a021830,Zm00008a021831
Cluster_2151	Zm00008a021835,Zm00008a021834
Cluster_2153	Zm00008a021854,Zm00008a021852
Cluster_2154	Zm00008a021868,Zm00008a021867
Cluster_2156	Zm00008a021876,Zm00008a021881
Cluster_2157	Zm00008a021878,Zm00008a021877
Cluster_2159	Zm00008a021896,Zm00008a021897
Cluster_2160	Zm00008a021947,Zm00008a021948
Cluster_2162	Zm00008a021982,Zm00008a021983
Cluster_2163	Zm00008a021990,Zm00008a021989
Cluster_2164	Zm00008a022004,Zm00008a022019
Cluster_2165	Zm00008a022014,Zm00008a022013
Cluster_2168	Zm00008a022048,Zm00008a022047
Cluster_2170	Zm00008a022063,Zm00008a022078
Cluster_2171	Zm00008a022064,Zm00008a022065
Cluster_2173	Zm00008a022091,Zm00008a022092
Cluster_2174	Zm00008a022095,Zm00008a022096
Cluster_2175	Zm00008a022102,Zm00008a022089
Cluster_2176	Zm00008a022108,Zm00008a022110
Cluster_2177	Zm00008a022121,Zm00008a022122
Cluster_2178	Zm00008a022129,Zm00008a022130
Cluster_2181	Zm00008a022168,Zm00008a022167
Cluster_2182	Zm00008a022175,Zm00008a022176
Cluster_2183	Zm00008a022187,Zm00008a022189
Cluster_2185	Zm00008a022227,Zm00008a022228
Cluster_2186	Zm00008a022262,Zm00008a022261
Cluster_2187	Zm00008a022279,Zm00008a022278
Cluster_2188	Zm00008a022281,Zm00008a022280
Cluster_2189	Zm00008a019794,Zm00008a019780
Cluster_2190	Zm00008a022300,Zm00008a022301
Cluster_2191	Zm00008a022317,Zm00008a022318
Cluster_2193	Zm00008a022358,Zm00008a022359
Cluster_2194	Zm00008a019054,Zm00008a019055
Cluster_2197	Zm00008a019058,Zm00008a019057
Cluster_2199	Zm00008a022397,Zm00008a022396
Cluster_2200	Zm00008a022406,Zm00008a022404
Cluster_2201	Zm00008a022409,Zm00008a022411
Cluster_2202	Zm00008a022412,Zm00008a022410
Cluster_2204	Zm00008a022438,Zm00008a022439
Cluster_2206	Zm00008a019060,Zm00008a019061
Cluster_2207	Zm00008a022481,Zm00008a022495
Cluster_2210	Zm00008a022503,Zm00008a022502
Cluster_2213	Zm00008a022533,Zm00008a022534
Cluster_2215	Zm00008a022546,Zm00008a022545
Cluster_2216	Zm00008a022559,Zm00008a022560
Cluster_2217	Zm00008a022561,Zm00008a022562
Cluster_2218	Zm00008a022569,Zm00008a022568
Cluster_2219	Zm00008a022571,Zm00008a022572
Cluster_2220	Zm00008a022578,Zm00008a022577
Cluster_2222	Zm00008a022593,Zm00008a022594
Cluster_2227	Zm00008a019841,Zm00008a019842
Cluster_2228	Zm00008a022617,Zm00008a022618
Cluster_2229	Zm00008a022621,Zm00008a022622
Cluster_2230	Zm00008a022641,Zm00008a022642
Cluster_2231	Zm00008a019845,Zm00008a019844
Cluster_2233	Zm00008a022653,Zm00008a022652
Cluster_2234	Zm00008a022661,Zm00008a022662
Cluster_2237	Zm00008a022700,Zm00008a022701
Cluster_2238	Zm00008a022725,Zm00008a022709
Cluster_2240	Zm00008a022746,Zm00008a022745
Cluster_2241	Zm00008a022803,Zm00008a022802
Cluster_2242	Zm00008a019852,Zm00008a019850
Cluster_2244	Zm00008a022823,Zm00008a022822
Cluster_2247	Zm00008a022843,Zm00008a022839
Cluster_2248	Zm00008a022848,Zm00008a022849
Cluster_2250	Zm00008a022881,Zm00008a022876
Cluster_2251	Zm00008a022884,Zm00008a022885
Cluster_2253	Zm00008a019861,Zm00008a019860
Cluster_2255	Zm00008a022907,Zm00008a022906
Cluster_2256	Zm00008a022918,Zm00008a022919
Cluster_2259	Zm00008a022960,Zm00008a022961
Cluster_2260	Zm00008a022967,Zm00008a022968
Cluster_2262	Zm00008a022990,Zm00008a022985
Cluster_2264	Zm00008a022998,Zm00008a022999
Cluster_2265	Zm00008a023000,Zm00008a023001
Cluster_2266	Zm00008a023004,Zm00008a023003
Cluster_2267	Zm00008a023006,Zm00008a023007
Cluster_2270	Zm00008a023020,Zm00008a023021
Cluster_2271	Zm00008a023042,Zm00008a023043
Cluster_2272	Zm00008a023061,Zm00008a023062
Cluster_2273	Zm00008a023063,Zm00008a023064
Cluster_2277	Zm00008a023123,Zm00008a023124
Cluster_2278	Zm00008a023162,Zm00008a023163
Cluster_2280	Zm00008a023176,Zm00008a023177
Cluster_2285	Zm00008a023234,Zm00008a023233
Cluster_2286	Zm00008a023238,Zm00008a023239
Cluster_2287	Zm00008a023253,Zm00008a023254
Cluster_2288	Zm00008a023258,Zm00008a023259
Cluster_2289	Zm00008a019879,Zm00008a019878
Cluster_2291	Zm00008a023283,Zm00008a023284
Cluster_2292	Zm00008a019080,Zm00008a019079
Cluster_2293	Zm00008a023301,Zm00008a023302
Cluster_2294	Zm00008a023304,Zm00008a023305
Cluster_2295	Zm00008a023312,Zm00008a023311
Cluster_2296	Zm00008a023316,Zm00008a023317
Cluster_2297	Zm00008a023369,Zm00008a023370
Cluster_2299	Zm00008a019893,Zm00008a019894
Cluster_2300	Zm00008a019084,Zm00008a019083
Cluster_2301	Zm00008a019900,Zm00008a019901
Cluster_2302	Zm00008a019914,Zm00008a019913
Cluster_2303	Zm00008a019930,Zm00008a019929
Cluster_2304	Zm00008a019101,Zm00008a019086
Cluster_2307	Zm00008a019949,Zm00008a019946
Cluster_2308	Zm00008a019952,Zm00008a019953
Cluster_2309	Zm00008a019954,Zm00008a019950
Cluster_2312	Zm00008a019998,Zm00008a019991
Cluster_2313	Zm00008a019121,Zm00008a019122
Cluster_2314	Zm00008a020019,Zm00008a020018
Cluster_2315	Zm00008a019135,Zm00008a019134
Cluster_2319	Zm00008a020060,Zm00008a020061
Cluster_2320	Zm00008a020064,Zm00008a020063
Cluster_2321	Zm00008a020076,Zm00008a020077
Cluster_2322	Zm00008a019149,Zm00008a019150
Cluster_2324	Zm00008a020086,Zm00008a020088
Cluster_2325	Zm00008a020102,Zm00008a020103
Cluster_2328	Zm00008a020124,Zm00008a020125
Cluster_2329	Zm00008a019170,Zm00008a019171
Cluster_2331	Zm00008a020145,Zm00008a020144
Cluster_2332	Zm00008a020146,Zm00008a020149
Cluster_2333	Zm00008a020147,Zm00008a020148
Cluster_2334	Zm00008a020168,Zm00008a020167
Cluster_2335	Zm00008a020171,Zm00008a020172
Cluster_2338	Zm00008a020189,Zm00008a020190
Cluster_2339	Zm00008a020192,Zm00008a020193
Cluster_2341	Zm00008a020198,Zm00008a020197
Cluster_2342	Zm00008a020203,Zm00008a020204
Cluster_2346	Zm00008a020229,Zm00008a020228
Cluster_2347	Zm00008a020236,Zm00008a020235
Cluster_2348	Zm00008a019210,Zm00008a019209
Cluster_2352	Zm00008a019212,Zm00008a019213
Cluster_2353	Zm00008a020275,Zm00008a020276
Cluster_2355	Zm00008a020277,Zm00008a020279
Cluster_2357	Zm00008a019236,Zm00008a019237
Cluster_2359	Zm00008a019249,Zm00008a019252
Cluster_2361	Zm00008a020331,Zm00008a020333
Cluster_2362	Zm00008a020339,Zm00008a020340
Cluster_2364	Zm00008a020377,Zm00008a020378
Cluster_2367	Zm00008a020403,Zm00008a020402
Cluster_2370	Zm00008a020415,Zm00008a020416
Cluster_2371	Zm00008a020417,Zm00008a020418
Cluster_2372	Zm00008a019284,Zm00008a019285
Cluster_2375	Zm00008a019290,Zm00008a019292
Cluster_2376	Zm00008a020450,Zm00008a020451
Cluster_2380	Zm00008a020496,Zm00008a020495
Cluster_2384	Zm00008a020524,Zm00008a020525
Cluster_2385	Zm00008a020529,Zm00008a020545
Cluster_2386	Zm00008a020531,Zm00008a020530
Cluster_2387	Zm00008a020539,Zm00008a020540
Cluster_2388	Zm00008a020543,Zm00008a020546
Cluster_2390	Zm00008a020557,Zm00008a020556
Cluster_2391	Zm00008a019317,Zm00008a019316
Cluster_2392	Zm00008a020562,Zm00008a020563
Cluster_2393	Zm00008a020576,Zm00008a020577
Cluster_2394	Zm00008a020588,Zm00008a020587
Cluster_2396	Zm00008a019331,Zm00008a019332
Cluster_2398	Zm00008a019336,Zm00008a019337
Cluster_2402	Zm00008a019340,Zm00008a019341
Cluster_2403	Zm00008a020656,Zm00008a020657
Cluster_2404	Zm00008a019345,Zm00008a019356
Cluster_2406	Zm00008a019354,Zm00008a019355
Cluster_2408	Zm00008a019359,Zm00008a019360
Cluster_2410	Zm00008a019363,Zm00008a019364
Cluster_2412	Zm00008a019371,Zm00008a019373
Cluster_2415	Zm00008a020744,Zm00008a020745
Cluster_2416	Zm00008a020750,Zm00008a020749
Cluster_2417	Zm00008a020753,Zm00008a020766
Cluster_2418	Zm00008a019376,Zm00008a019375
Cluster_2427	Zm00008a020814,Zm00008a020813
Cluster_2428	Zm00008a020833,Zm00008a020832
Cluster_2429	Zm00008a019398,Zm00008a019399
Cluster_2430	Zm00008a019404,Zm00008a019406
Cluster_2432	Zm00008a020857,Zm00008a020858
Cluster_2433	Zm00008a020872,Zm00008a020873
Cluster_2434	Zm00008a020890,Zm00008a020891
Cluster_2435	Zm00008a020901,Zm00008a020902
Cluster_2438	Zm00008a020919,Zm00008a020920
Cluster_2439	Zm00008a020925,Zm00008a020926
Cluster_2441	Zm00008a019427,Zm00008a019428
Cluster_2442	Zm00008a020951,Zm00008a020959
Cluster_2444	Zm00008a020999,Zm00008a021000
Cluster_2445	Zm00008a021006,Zm00008a021007
Cluster_2447	Zm00008a021046,Zm00008a021047
Cluster_2449	Zm00008a021052,Zm00008a021051
Cluster_2450	Zm00008a021056,Zm00008a021055
Cluster_2453	Zm00008a021082,Zm00008a021083
Cluster_2454	Zm00008a021087,Zm00008a021086
Cluster_2455	Zm00008a019468,Zm00008a019469
Cluster_2456	Zm00008a019471,Zm00008a019470
Cluster_2459	Zm00008a021117,Zm00008a021118
Cluster_2460	Zm00008a019485,Zm00008a019486
Cluster_2461	Zm00008a021121,Zm00008a021122
Cluster_2462	Zm00008a021127,Zm00008a021128
Cluster_2464	Zm00008a021150,Zm00008a021149
Cluster_2465	Zm00008a021155,Zm00008a021154
Cluster_2467	Zm00008a019507,Zm00008a019508
Cluster_2468	Zm00008a021167,Zm00008a021175
Cluster_2469	Zm00008a018986,Zm00008a018987
Cluster_2470	Zm00008a019512,Zm00008a019511
Cluster_2472	Zm00008a019518,Zm00008a019509
Cluster_2473	Zm00008a021204,Zm00008a021202
Cluster_2474	Zm00008a024763,Zm00008a024762
Cluster_2475	Zm00008a024766,Zm00008a024765
Cluster_2476	Zm00008a024774,Zm00008a024775
Cluster_2479	Zm00008a024805,Zm00008a024801
Cluster_2483	Zm00008a024844,Zm00008a024843
Cluster_2484	Zm00008a024855,Zm00008a024856
Cluster_2486	Zm00008a024874,Zm00008a024875
Cluster_2487	Zm00008a024884,Zm00008a024885
Cluster_2489	Zm00008a024888,Zm00008a024880
Cluster_2492	Zm00008a024930,Zm00008a024922
Cluster_2494	Zm00008a023432,Zm00008a023435
Cluster_2495	Zm00008a024958,Zm00008a024957
Cluster_2496	Zm00008a024961,Zm00008a024962
Cluster_2497	Zm00008a024971,Zm00008a024972
Cluster_2498	Zm00008a024973,Zm00008a024974
Cluster_2499	Zm00008a024991,Zm00008a024992
Cluster_2501	Zm00008a025001,Zm00008a025002
Cluster_2504	Zm00008a025021,Zm00008a025019
Cluster_2505	Zm00008a025022,Zm00008a025030
Cluster_2506	Zm00008a025045,Zm00008a025044
Cluster_2508	Zm00008a025078,Zm00008a025079
Cluster_2509	Zm00008a025082,Zm00008a025081
Cluster_2510	Zm00008a025094,Zm00008a025093
Cluster_2513	Zm00008a023615,Zm00008a023634
Cluster_2514	Zm00008a025142,Zm00008a025143
Cluster_2515	Zm00008a025153,Zm00008a025137
Cluster_2518	Zm00008a025172,Zm00008a025173
Cluster_2521	Zm00008a025205,Zm00008a025206
Cluster_2522	Zm00008a025213,Zm00008a025212
Cluster_2524	Zm00008a025240,Zm00008a025239
Cluster_2525	Zm00008a025265,Zm00008a025266
Cluster_2527	Zm00008a025296,Zm00008a025297
Cluster_2532	Zm00008a025334,Zm00008a025343
Cluster_2537	Zm00008a025400,Zm00008a025399
Cluster_2539	Zm00008a025406,Zm00008a025405
Cluster_2546	Zm00008a025479,Zm00008a025478
Cluster_2549	Zm00008a025515,Zm00008a025522
Cluster_2550	Zm00008a025519,Zm00008a025520
Cluster_2551	Zm00008a025526,Zm00008a025533
Cluster_2552	Zm00008a025543,Zm00008a025544
Cluster_2554	Zm00008a025585,Zm00008a025584
Cluster_2556	Zm00008a025596,Zm00008a025595
Cluster_2560	Zm00008a025627,Zm00008a025626
Cluster_2561	Zm00008a025629,Zm00008a025630
Cluster_2567	Zm00008a025676,Zm00008a025675
Cluster_2568	Zm00008a025679,Zm00008a025678
Cluster_2571	Zm00008a025700,Zm00008a025699
Cluster_2572	Zm00008a025707,Zm00008a025708
Cluster_2573	Zm00008a025713,Zm00008a025714
Cluster_2574	Zm00008a025730,Zm00008a025729
Cluster_2575	Zm00008a025732,Zm00008a025731
Cluster_2576	Zm00008a025737,Zm00008a025753
Cluster_2577	Zm00008a025760,Zm00008a025759
Cluster_2578	Zm00008a025761,Zm00008a025762
Cluster_2579	Zm00008a025775,Zm00008a025774
Cluster_2580	Zm00008a025788,Zm00008a025790
Cluster_2581	Zm00008a025791,Zm00008a025778
Cluster_2585	Zm00008a025855,Zm00008a025868
Cluster_2587	Zm00008a025867,Zm00008a025866
Cluster_2588	Zm00008a025880,Zm00008a025879
Cluster_2590	Zm00008a025904,Zm00008a025905
Cluster_2591	Zm00008a025907,Zm00008a025906
Cluster_2592	Zm00008a025909,Zm00008a025910
Cluster_2595	Zm00008a025949,Zm00008a025948
Cluster_2596	Zm00008a025958,Zm00008a025959
Cluster_2599	Zm00008a025981,Zm00008a025980
Cluster_2600	Zm00008a025995,Zm00008a026001
Cluster_2602	Zm00008a026004,Zm00008a026005
Cluster_2605	Zm00008a026059,Zm00008a026069
Cluster_2608	Zm00008a026117,Zm00008a026116
Cluster_2609	Zm00008a026125,Zm00008a026128
Cluster_2613	Zm00008a026192,Zm00008a026194
Cluster_2619	Zm00008a026325,Zm00008a026323
Cluster_2620	Zm00008a026338,Zm00008a026339
Cluster_2621	Zm00008a026343,Zm00008a026342
Cluster_2622	Zm00008a026360,Zm00008a026362
Cluster_2623	Zm00008a026367,Zm00008a026368
Cluster_2624	Zm00008a026375,Zm00008a026376
Cluster_2625	Zm00008a026388,Zm00008a026387
Cluster_2626	Zm00008a026401,Zm00008a026400
Cluster_2627	Zm00008a026405,Zm00008a026404
Cluster_2631	Zm00008a026460,Zm00008a026461
Cluster_2632	Zm00008a026468,Zm00008a026459
Cluster_2633	Zm00008a026473,Zm00008a026475
Cluster_2634	Zm00008a026477,Zm00008a026478
Cluster_2639	Zm00008a026514,Zm00008a026515
Cluster_2640	Zm00008a026530,Zm00008a026529
Cluster_2642	Zm00008a026541,Zm00008a026540
Cluster_2643	Zm00008a026549,Zm00008a026548
Cluster_2644	Zm00008a026558,Zm00008a026559
Cluster_2645	Zm00008a026562,Zm00008a026563
Cluster_2646	Zm00008a026570,Zm00008a026574
Cluster_2648	Zm00008a026587,Zm00008a026573
Cluster_2649	Zm00008a026595,Zm00008a026596
Cluster_2650	Zm00008a026603,Zm00008a026602
Cluster_2652	Zm00008a023699,Zm00008a023698
Cluster_2654	Zm00008a023710,Zm00008a023709
Cluster_2655	Zm00008a023713,Zm00008a023712
Cluster_2657	Zm00008a023740,Zm00008a023741
Cluster_2658	Zm00008a023745,Zm00008a023728
Cluster_2659	Zm00008a023753,Zm00008a023754
Cluster_2660	Zm00008a023777,Zm00008a023778
Cluster_2661	Zm00008a023457,Zm00008a023455
Cluster_2663	Zm00008a023796,Zm00008a023784
Cluster_2664	Zm00008a023815,Zm00008a023816
Cluster_2665	Zm00008a023819,Zm00008a023820
Cluster_2669	Zm00008a023853,Zm00008a023855
Cluster_2672	Zm00008a023867,Zm00008a023868
Cluster_2674	Zm00008a023877,Zm00008a023878
Cluster_2675	Zm00008a023883,Zm00008a023882
Cluster_2676	Zm00008a023916,Zm00008a023917
Cluster_2678	Zm00008a023927,Zm00008a023932
Cluster_2681	Zm00008a023951,Zm00008a023952
Cluster_2682	Zm00008a023956,Zm00008a023958
Cluster_2683	Zm00008a023490,Zm00008a023491
Cluster_2684	Zm00008a023971,Zm00008a023970
Cluster_2688	Zm00008a023492,Zm00008a023493
Cluster_2689	Zm00008a023991,Zm00008a023992
Cluster_2692	Zm00008a023509,Zm00008a023510
Cluster_2694	Zm00008a024033,Zm00008a024037
Cluster_2695	Zm00008a024041,Zm00008a024042
Cluster_2697	Zm00008a024054,Zm00008a024055
Cluster_2699	Zm00008a024068,Zm00008a024069
Cluster_2703	Zm00008a024108,Zm00008a024107
Cluster_2704	Zm00008a023537,Zm00008a023543
Cluster_2708	Zm00008a024135,Zm00008a024136
Cluster_2709	Zm00008a023551,Zm00008a023552
Cluster_2710	Zm00008a024172,Zm00008a024171
Cluster_2711	Zm00008a024180,Zm00008a024181
Cluster_2717	Zm00008a024256,Zm00008a024257
Cluster_2719	Zm00008a024267,Zm00008a024268
Cluster_2720	Zm00008a024271,Zm00008a024270
Cluster_2724	Zm00008a023587,Zm00008a023588
Cluster_2727	Zm00008a024324,Zm00008a024323
Cluster_2730	Zm00008a024332,Zm00008a024334
Cluster_2732	Zm00008a024362,Zm00008a024363
Cluster_2733	Zm00008a024367,Zm00008a024368
Cluster_2734	Zm00008a024378,Zm00008a024379
Cluster_2736	Zm00008a024406,Zm00008a024407
Cluster_2737	Zm00008a024420,Zm00008a024419
Cluster_2739	Zm00008a024439,Zm00008a024438
Cluster_2740	Zm00008a024460,Zm00008a024459
Cluster_2742	Zm00008a024495,Zm00008a024496
Cluster_2743	Zm00008a024502,Zm00008a024501
Cluster_2744	Zm00008a024506,Zm00008a024505
Cluster_2745	Zm00008a024516,Zm00008a024515
Cluster_2747	Zm00008a024532,Zm00008a024533
Cluster_2749	Zm00008a024551,Zm00008a024550
Cluster_2751	Zm00008a024571,Zm00008a024565
Cluster_2755	Zm00008a024618,Zm00008a024617
Cluster_2756	Zm00008a024622,Zm00008a024609
Cluster_2757	Zm00008a024629,Zm00008a024628
Cluster_2758	Zm00008a024651,Zm00008a024650
Cluster_2759	Zm00008a024654,Zm00008a024653
Cluster_2760	Zm00008a024658,Zm00008a024657
Cluster_2761	Zm00008a024664,Zm00008a024663
Cluster_2762	Zm00008a024685,Zm00008a024686
Cluster_2764	Zm00008a024711,Zm00008a024712
Cluster_2767	Zm00008a024726,Zm00008a024727
Cluster_2770	Zm00008a027898,Zm00008a027888
Cluster_2771	Zm00008a027903,Zm00008a027902
Cluster_2772	Zm00008a027911,Zm00008a027912
Cluster_2774	Zm00008a026934,Zm00008a026935
Cluster_2776	Zm00008a027928,Zm00008a027927
Cluster_2777	Zm00008a027961,Zm00008a027953
Cluster_2781	Zm00008a027995,Zm00008a027994
Cluster_2783	Zm00008a028006,Zm00008a028005
Cluster_2787	Zm00008a028032,Zm00008a028041
Cluster_2788	Zm00008a028033,Zm00008a028034
Cluster_2789	Zm00008a028039,Zm00008a028050
Cluster_2791	Zm00008a028053,Zm00008a028052
Cluster_2792	Zm00008a028060,Zm00008a028058
Cluster_2793	Zm00008a028061,Zm00008a028062
