Orthogroup,B73,PH207
OG0010520,Zm00001d026345_T001_1,Zm00008a038637_C01_1
OG0001892,Zm00001d026346_T002_1,Zm00008a038638_C01_1
OG0012329,Zm00001d042514_T001_1,Zm00008a038636_C01_1
OG0008795,Zm00001d002241_T002_1,Zm00008a038640_C01_1
OG0001391,Zm00001d026351_T003_1,Zm00008a038644_C01_1
OG0006668,Zm00001d026354_T001_1,Zm00008a038646_C01_1
OG0000162,Zm00001d026357_T001_1,Zm00008a038647_C01_1
OG0013014,Zm00001d026359_T003_1,Zm00008a038648_C01_1
OG0009046,Zm00001d026363_T001_1,Zm00008a038652_C01_1
OG0000532,Zm00001d026366_T002_1,Zm00008a038653_C01_1
OG0013248,Zm00001d026368_T001_1,Zm00008a038655_C01_1
OG0016168,Zm00001d026367_T001_1,Zm00008a038654_C01_1
OG0009387,Zm00001d026361_T001_1,Zm00008a038650_C01_1
OG0015773,Zm00001d026360_T001_1,Zm00008a038649_C01_1
OG0006673,Zm00001d026362_T001_1,Zm00008a038651_C01_1
OG0000231,Zm00001d026369_T002_1,Zm00008a038656_C01_1
OG0000231,Zm00001d026371_T001_1,Zm00008a038659_C01_1
OG0003682,Zm00001d026379_T001_1,Zm00008a038662_C01_1
OG0000231,Zm00001d026370_T001_1,Zm00008a038657_C01_1
OG0013759,Zm00001d026381_T001_1,Zm00008a038664_C01_1
OG0018117,Zm00001d011947_T001_1,Zm00008a038666_C01_1
OG0000044,Zm00001d026382_T001_1,Zm00008a038665_C01_1
OG0000189,Zm00001d026383_T001_1,Zm00008a038668_C01_1
OG0000657,Zm00001d026406_T001_1,Zm00008a038686_C01_1
OG0001703,Zm00001d026402_T002_1,Zm00008a038684_C01_1
OG0004715,Zm00001d026401_T001_1,Zm00008a038683_C01_1
OG0011701,Zm00001d026414_T001_1,Zm00008a038689_C01_1
OG0015829,"Zm00001d012070_T001_1, Zm00001d032330_T001_1, Zm00001d007132_T001_1, Zm00001d003860_T002_1","Zm00008a038688_C01_1, Zm00008a035154_C01_1"
OG0004752,Zm00001d026405_T001_1,Zm00008a038685_C01_1
OG0006993,Zm00001d026395_T001_1,Zm00008a038679_C01_1
OG0010645,Zm00001d026397_T001_1,Zm00008a038681_C01_1
OG0003042,Zm00001d026421_T002_1,Zm00008a038693_C01_1
OG0007804,Zm00001d026429_T003_1,Zm00008a038701_C01_1
OG0008161,Zm00001d026425_T006_1,Zm00008a038696_C01_1
OG0006147,Zm00001d026424_T001_1,Zm00008a038695_C01_1
OG0000850,Zm00001d026434_T002_1,Zm00008a038706_C01_1
OG0007729,Zm00001d026432_T001_1,Zm00008a038705_C01_1
OG0005315,Zm00001d026445_T001_1,Zm00008a038716_C01_1
OG0013450,Zm00001d026448_T001_1,Zm00008a038718_C01_1
OG0004198,"Zm00001d046205_T001_1, Zm00001d047121_T003_1, Zm00001d019276_T002_1","Zm00008a038719_C01_1, Zm00008a001245_C01_1, Zm00008a004416_C01_1, Zm00008a021607_C01_1"
OG0014252,Zm00001d026444_T001_1,Zm00008a038715_C01_1
OG0005706,Zm00001d026447_T001_1,Zm00008a038717_C01_1
OG0015157,Zm00001d026441_T001_1,Zm00008a038712_C01_1
OG0017704,Zm00001d026438_T002_1,Zm00008a038709_C01_1
OG0017711,Zm00001d026435_T001_1,Zm00008a038707_C01_1
OG0009416,Zm00001d026437_T001_1,Zm00008a038708_C01_1
OG0013495,Zm00001d026440_T001_1,Zm00008a038711_C01_1
OG0014468,Zm00001d026463_T002_1,Zm00008a038726_C01_1
OG0003631,Zm00001d026452_T001_1,Zm00008a038721_C01_1
OG0012396,Zm00001d026451_T001_1,Zm00008a038720_C01_1
OG0013978,Zm00001d026453_T001_1,Zm00008a038722_C01_1
OG0018731,Zm00001d026465_T002_1,Zm00008a038727_C01_1
OG0006192,Zm00001d026467_T001_1,Zm00008a038729_C01_1
OG0006463,Zm00001d025560_T001_1,Zm00008a038731_C01_1
OG0005224,Zm00001d026476_T002_1,Zm00008a038741_C01_1
OG0004063,Zm00001d026477_T002_1,Zm00008a038742_C01_1
OG0007039,Zm00001d026475_T001_1,Zm00008a038740_C01_1
OG0018710,Zm00001d020527_T001_1,"Zm00008a038743_C01_1, Zm00008a021882_C01_1"
OG0000004,"Zm00001d034274_T001_1, Zm00001d000324_T001_1, Zm00001d029157_T001_1",Zm00008a038749_C01_1
OG0008464,Zm00001d026491_T001_1,Zm00008a038760_C01_1
OG0014675,Zm00001d026480_T001_1,Zm00008a038751_C01_1
OG0000141,Zm00001d026490_T010_1,Zm00008a038759_C01_1
OG0005566,Zm00001d026489_T001_1,Zm00008a038758_C01_1
OG0005257,Zm00001d026487_T001_1,Zm00008a038756_C01_1
OG0008464,Zm00001d002005_T001_1,"Zm00008a038761_C01_1, Zm00008a006072_C01_1"
OG0003903,Zm00001d026498_T001_1,Zm00008a038766_C01_1
OG0017024,Zm00001d026494_T001_1,Zm00008a038764_C01_1
OG0013919,Zm00001d026513_T001_1,Zm00008a038775_C01_1
OG0011625,Zm00001d026514_T002_1,Zm00008a038777_C01_1
OG0013293,Zm00001d026500_T001_1,Zm00008a038767_C01_1
OG0006752,Zm00001d026501_T003_1,Zm00008a038769_C01_1
OG0015437,Zm00001d026509_T001_1,Zm00008a038771_C01_1
OG0014188,Zm00001d026510_T001_1,Zm00008a038772_C01_1
OG0007618,Zm00001d026515_T003_1,Zm00008a038778_C01_1
OG0006591,Zm00001d026516_T001_1,"Zm00008a038779_C01_1, Zm00008a006044_C01_1"
OG0000713,Zm00001d026530_T001_1,Zm00008a038783_C01_1
OG0011143,Zm00001d026531_T001_1,Zm00008a038784_C01_1
OG0005260,Zm00001d026535_T003_1,Zm00008a038786_C01_1
OG0005888,Zm00001d026532_T007_1,Zm00008a038785_C01_1
OG0007392,Zm00001d026536_T002_1,Zm00008a038787_C01_1
OG0005187,Zm00001d026540_T002_1,Zm00008a038789_C01_1
OG0014124,Zm00001d026537_T001_1,Zm00008a038788_C01_1
OG0000775,Zm00001d026554_T001_1,Zm00008a038800_C01_1
OG0009229,Zm00001d026555_T001_1,Zm00008a038801_C01_1
OG0012247,Zm00001d026560_T001_1,"Zm00008a038808_C01_1, Zm00008a005996_C01_1"
OG0014985,Zm00001d026569_T001_1,Zm00008a038810_C01_1
OG0008589,Zm00001d026556_T001_1,Zm00008a038802_C01_1
OG0009889,Zm00001d026559_T001_1,Zm00008a038804_C01_1
OG0009004,Zm00001d026541_T001_1,Zm00008a038791_C01_1
OG0009720,Zm00001d001933_T001_1,"Zm00008a038793_C01_1, Zm00008a006015_C01_1"
OG0005773,Zm00001d026543_T007_1,Zm00008a038794_C01_1
OG0008355,Zm00001d026548_T049_1,Zm00008a038797_C01_1
OG0009003,Zm00001d026547_T004_1,Zm00008a038796_C01_1
OG0008854,Zm00001d026542_T001_1,Zm00008a038792_C01_1
OG0011409,Zm00001d026551_T002_1,Zm00008a038799_C01_1
OG0009813,Zm00001d026582_T001_1,Zm00008a038825_C01_1
OG0000103,Zm00001d026581_T001_1,Zm00008a038824_C01_1
OG0004027,Zm00001d026586_T003_1,Zm00008a038828_C01_1
OG0010931,Zm00001d026587_T002_1,Zm00008a038829_C01_1
OG0003007,Zm00001d026585_T001_1,Zm00008a038827_C01_1
OG0003242,Zm00001d026584_T001_1,Zm00008a038826_C01_1
OG0002696,Zm00001d026588_T004_1,Zm00008a038830_C01_1
OG0002696,Zm00001d026589_T001_1,Zm00008a038831_C01_1
OG0006291,Zm00001d026590_T003_1,Zm00008a038832_C01_1
OG0000435,Zm00001d026577_T002_1,Zm00008a038820_C01_1
OG0009223,Zm00001d026580_T002_1,Zm00008a038823_C01_1
OG0011785,Zm00001d026573_T001_1,Zm00008a038817_C01_1
OG0001960,Zm00001d026572_T001_1,Zm00008a038816_C01_1
OG0013913,Zm00001d026576_T001_1,Zm00008a038819_C01_1
OG0000349,Zm00001d026604_T001_1,Zm00008a038837_C01_1
OG0003837,Zm00001d026603_T002_1,Zm00008a038836_C01_1
OG0009589,Zm00001d026591_T001_1,Zm00008a038833_C01_1
OG0014520,Zm00001d026605_T001_1,Zm00008a038838_C01_1
OG0001472,Zm00001d026593_T002_1,Zm00008a038835_C01_1
OG0015548,Zm00001d026606_T001_1,Zm00008a038840_C01_1
OG0012508,Zm00001d026610_T001_1,Zm00008a038844_C01_1
OG0014553,Zm00001d026608_T001_1,Zm00008a038842_C01_1
OG0011004,Zm00001d026607_T001_1,Zm00008a038841_C01_1
OG0004997,Zm00001d026612_T007_1,Zm00008a038845_C01_1
OG0008666,Zm00001d026609_T002_1,Zm00008a038843_C01_1
OG0009710,Zm00001d026625_T001_1,"Zm00008a038856_C01_1, Zm00008a005935_C01_1"
OG0003252,Zm00001d026614_T001_1,Zm00008a038849_C01_1
OG0010291,Zm00001d026623_T001_1,Zm00008a038854_C01_1
OG0005864,"Zm00001d001824_T001_1, Zm00001d026628_T001_1",Zm00008a038858_C01_1
OG0011367,Zm00001d026618_T002_1,Zm00008a038851_C01_1
OG0007601,Zm00001d026621_T021_1,Zm00008a038853_C01_1
OG0015273,Zm00001d026617_T001_1,Zm00008a038850_C01_1
OG0002567,Zm00001d026630_T001_1,Zm00008a038862_C01_1
OG0005274,Zm00001d026629_T001_1,Zm00008a038861_C01_1
OG0011501,Zm00001d026634_T002_1,Zm00008a038865_C01_1
OG0009272,Zm00001d026632_T001_1,Zm00008a038863_C01_1
OG0009142,Zm00001d026647_T005_1,Zm00008a038876_C01_1
OG0013943,Zm00001d026648_T001_1,Zm00008a038878_C01_1
OG0014384,Zm00001d026642_T001_1,Zm00008a038873_C01_1
OG0012582,Zm00001d026635_T002_1,Zm00008a038866_C01_1
OG0006330,Zm00001d026643_T002_1,Zm00008a038874_C01_1
OG0018719,Zm00001d026638_T009_1,Zm00008a038868_C01_1
OG0007404,Zm00001d026641_T001_1,Zm00008a038872_C01_1
OG0007233,Zm00001d026645_T008_1,Zm00008a038875_C01_1
OG0008125,"Zm00001d001800_T001_1, Zm00001d026636_T002_1","Zm00008a038867_C01_1, Zm00008a005917_C01_1"
OG0004706,Zm00001d026640_T001_1,Zm00008a038871_C01_1
OG0009914,Zm00001d026652_T001_1,Zm00008a038882_C01_1
OG0008550,Zm00001d026657_T001_1,Zm00008a038887_C01_1
OG0002856,Zm00001d026661_T001_1,Zm00008a038888_C01_1
OG0003883,Zm00001d026662_T001_1,Zm00008a038889_C01_1
OG0013715,Zm00001d026655_T001_1,Zm00008a038885_C01_1
OG0002774,Zm00001d026664_T001_1,Zm00008a038891_C01_1
OG0002856,Zm00001d026663_T001_1,Zm00008a038890_C01_1
OG0015531,"Zm00001d026665_T001_1, Zm00001d001766_T001_1",Zm00008a038892_C01_1
OG0002779,Zm00001d026669_T001_1,Zm00008a038899_C01_1
OG0015267,Zm00001d026671_T001_1,Zm00008a038901_C01_1
OG0010763,Zm00001d026670_T001_1,Zm00008a038900_C01_1
OG0010002,Zm00001d026675_T002_1,Zm00008a038903_C01_1
OG0000288,Zm00001d026680_T003_1,Zm00008a038909_C01_1
OG0000340,Zm00001d026677_T001_1,Zm00008a038905_C01_1
OG0014052,Zm00001d026676_T003_1,Zm00008a038904_C01_1
OG0000875,Zm00001d026679_T001_1,Zm00008a038908_C01_1
OG0002837,Zm00001d026684_T001_1,Zm00008a038913_C01_1
OG0011371,Zm00001d026685_T002_1,Zm00008a038914_C01_1
OG0000665,Zm00001d026683_T001_1,Zm00008a038912_C01_1
OG0012378,Zm00001d006594_T001_1,Zm00008a038915_C01_1
OG0010066,Zm00001d026687_T001_1,Zm00008a038916_C01_1
OG0000079,Zm00001d026695_T001_1,Zm00008a038923_C01_1
OG0000403,Zm00001d026690_T001_1,Zm00008a038918_C01_1
OG0002564,Zm00001d026689_T006_1,Zm00008a038917_C01_1
OG0012229,Zm00001d026691_T004_1,Zm00008a038919_C01_1
OG0008790,Zm00001d026692_T002_1,Zm00008a038920_C01_1
OG0008581,Zm00001d026697_T001_1,Zm00008a038925_C01_1
OG0014314,Zm00001d026700_T002_1,Zm00008a038927_C01_1
OG0003780,Zm00001d026698_T002_1,Zm00008a038926_C01_1
OG0002821,Zm00001d026701_T001_1,Zm00008a038928_C01_1
OG0017646,"Zm00001d048928_T001_1, Zm00001d026707_T001_1",Zm00008a038935_C01_1
OG0008359,Zm00001d026705_T002_1,Zm00008a038932_C01_1
OG0004078,Zm00001d026703_T005_1,Zm00008a038930_C01_1
OG0009053,Zm00001d026702_T002_1,Zm00008a038929_C01_1
OG0012656,Zm00001d026704_T001_1,Zm00008a038931_C01_1
OG0009194,Zm00001d026712_T001_1,"Zm00008a038939_C01_1, Zm00008a006796_C01_1"
OG0005663,Zm00001d026711_T001_1,Zm00008a038938_C01_1
OG0002578,"Zm00001d016484_T001_1, Zm00001d041618_T001_1",Zm00008a039824_C01_1
OG0009137,Zm00001d047868_T001_1,Zm00008a040395_C01_1
OG0002357,Zm00001d002482_T001_1,Zm00008a039624_C01_1
OG0000158,"Zm00001d051541_T001_1, Zm00001d042515_T002_1","Zm00008a039837_C01_1, Zm00008a005594_C01_1, Zm00008a023528_C01_1, Zm00008a025186_C01_1"
OG0004119,Zm00001d007022_T001_1,"Zm00008a039834_C01_1, Zm00008a004041_C01_1"
OG0004548,Zm00001d012344_T001_1,Zm00008a039836_C01_1
OG0000109,Zm00001d007565_T001_1,Zm00008a039551_C01_1
OG0017282,Zm00001d053634_T001_1,Zm00008a040091_C01_1
OG0010155,Zm00001d043827_T001_1,Zm00008a039844_C01_1
OG0020612,Zm00001d024847_T001_1,Zm00008a039559_C01_1
OG0010303,"Zm00001d048398_T001_1, Zm00001d017661_T001_1","Zm00008a039708_C01_1, Zm00008a035533_C01_1"
OG0000005,Zm00001d029241_T001_1,Zm00008a040286_C01_1
OG0000045,Zm00001d017510_T001_1,Zm00008a040069_C01_1
OG0003878,Zm00001d045836_T001_1,Zm00008a039989_C01_1
OG0007870,Zm00001d014596_T001_1,Zm00008a040319_C01_1
OG0020748,Zm00001d010101_T001_1,Zm00008a040153_C01_1
OG0000000,Zm00001d010547_T001_1,Zm00008a039583_C01_1
OG0006044,Zm00001d040380_T001_1,Zm00008a039880_C01_1
OG0018077,Zm00001d016054_T001_1,"Zm00008a039881_C01_1, Zm00008a021476_C01_1"
OG0001044,Zm00001d053579_T001_1,Zm00008a040544_C01_1
OG0000270,Zm00001d029012_T002_1,Zm00008a040112_C01_1
OG0015488,Zm00001d006196_T001_1,Zm00008a040063_C01_1
OG0000482,Zm00001d029619_T001_1,Zm00008a039591_C01_1
OG0003164,Zm00001d010715_T001_1,Zm00008a040514_C01_1
OG0000151,Zm00001d044373_T001_1,Zm00008a039796_C01_1
OG0002206,Zm00001d016236_T001_1,Zm00008a040374_C01_1
OG0006682,Zm00001d019451_T003_1,Zm00008a039972_C01_1
OG0000512,Zm00001d035382_T001_1,Zm00008a040497_C01_1
OG0001434,Zm00001d035385_T001_1,Zm00008a040494_C01_1
OG0002578,Zm00001d035383_T001_1,Zm00008a040496_C01_1
OG0007250,Zm00001d035378_T001_1,Zm00008a040503_C01_1
OG0001762,Zm00001d035380_T001_1,Zm00008a040502_C01_1
OG0001875,Zm00001d035381_T001_1,Zm00008a040501_C01_1
OG0000124,Zm00001d035377_T001_1,Zm00008a040504_C01_1
OG0002979,"Zm00001d008652_T001_1, Zm00001d014050_T001_1",Zm00008a040506_C01_1
OG0006671,Zm00001d035373_T001_1,Zm00008a040507_C01_1
OG0008183,Zm00001d002130_T002_1,Zm00008a040017_C01_1
OG0007615,Zm00001d002128_T001_1,Zm00008a040015_C01_1
OG0000657,Zm00001d002132_T001_1,Zm00008a040019_C01_1
OG0011701,Zm00001d002131_T001_1,Zm00008a040018_C01_1
OG0005641,Zm00001d002129_T001_1,Zm00008a040016_C01_1
OG0014506,Zm00001d027881_T001_1,Zm00008a039997_C01_1
OG0005668,"Zm00001d053387_T001_1, Zm00001d053385_T001_1, Zm00001d032538_T001_1",Zm00008a039913_C01_1
OG0011115,Zm00001d046786_T001_1,Zm00008a040408_C01_1
OG0004117,Zm00001d026521_T001_1,Zm00008a039566_C01_1
OG0003101,"Zm00001d025145_T001_1, Zm00001d025146_T001_1",Zm00008a040203_C01_1
OG0002867,Zm00001d027281_T001_1,Zm00008a000036_C01_1
OG0000543,Zm00001d027285_T001_1,Zm00008a000041_C01_1
OG0002003,Zm00001d027286_T001_1,Zm00008a000042_C01_1
OG0012023,Zm00001d027288_T001_1,Zm00008a000044_C01_1
OG0001994,Zm00001d027300_T001_1,Zm00008a000053_C01_1
OG0013326,Zm00001d027257_T008_1,Zm00008a000017_C01_1
OG0011193,Zm00001d027304_T026_1,Zm00008a000055_C01_1
OG0002848,Zm00001d027302_T002_1,Zm00008a000054_C01_1
OG0005115,Zm00001d027305_T002_1,Zm00008a000056_C01_1
OG0002444,Zm00001d027296_T002_1,Zm00008a000049_C01_1
OG0004742,Zm00001d027299_T018_1,Zm00008a000052_C01_1
OG0011028,Zm00001d027298_T001_1,Zm00008a000051_C01_1
OG0000411,Zm00001d027335_T001_1,Zm00008a000087_C01_1
OG0004475,"Zm00001d048535_T013_1, Zm00001d027307_T001_1",Zm00008a000058_C01_1
OG0003335,Zm00001d027308_T001_1,Zm00008a000059_C01_1
OG0000315,Zm00001d027283_T001_1,Zm00008a000040_C01_1
OG0002408,Zm00001d036494_T001_1,Zm00008a000039_C01_1
OG0014564,Zm00001d027330_T001_1,Zm00008a000080_C01_1
OG0000849,Zm00001d027332_T001_1,Zm00008a000084_C01_1
OG0018147,"Zm00001d002866_T001_1, Zm00001d031976_T001_1, Zm00001d053309_T001_1, Zm00001d007019_T001_1",Zm00008a000081_C01_1
OG0018198,Zm00001d027248_T002_1,Zm00008a000011_C01_1
OG0019452,"Zm00001d053999_T001_1, Zm00001d002717_T001_1, Zm00001d027244_T001_1",Zm00008a000009_C01_1
OG0002182,Zm00001d027242_T002_1,Zm00008a000008_C01_1
OG0001331,Zm00001d027318_T001_1,Zm00008a000068_C01_1
OG0005692,Zm00001d027258_T001_1,Zm00008a000018_C01_1
OG0007303,Zm00001d027259_T010_1,Zm00008a000020_C01_1
OG0003184,Zm00001d027344_T001_1,Zm00008a000094_C01_1
OG0002224,Zm00001d027345_T001_1,Zm00008a000095_C01_1
OG0006335,Zm00001d027347_T002_1,Zm00008a000096_C01_1
OG0001945,Zm00001d027348_T001_1,Zm00008a000097_C01_1
OG0004763,Zm00001d027349_T001_1,Zm00008a000098_C01_1
OG0005854,Zm00001d027276_T001_1,Zm00008a000031_C01_1
OG0000938,Zm00001d027340_T001_1,Zm00008a000090_C01_1
OG0006393,Zm00001d027337_T012_1,Zm00008a000088_C01_1
OG0009030,Zm00001d027342_T001_1,Zm00008a000092_C01_1
OG0002494,Zm00001d027341_T001_1,Zm00008a000091_C01_1
OG0008903,Zm00001d027339_T002_1,Zm00008a000089_C01_1
OG0002430,Zm00001d027375_T001_1,Zm00008a000121_C01_1
OG0000534,Zm00001d027376_T002_1,Zm00008a000122_C01_1
OG0001956,Zm00001d027334_T001_1,Zm00008a000086_C01_1
OG0006088,Zm00001d027333_T018_1,Zm00008a000085_C01_1
OG0002280,Zm00001d027313_T001_1,Zm00008a000064_C01_1
OG0004820,Zm00001d027309_T007_1,Zm00008a000061_C01_1
OG0012748,Zm00001d027384_T001_1,Zm00008a000125_C01_1
OG0001561,Zm00001d027383_T006_1,"Zm00008a000124_C01_1, Zm00008a036182_C01_1"
OG0010205,Zm00001d027385_T003_1,Zm00008a000126_C01_1
OG0000521,Zm00001d027387_T001_1,Zm00008a000129_C01_1
OG0001976,Zm00001d027386_T002_1,Zm00008a000128_C01_1
OG0002168,Zm00001d027267_T002_1,Zm00008a000024_C01_1
OG0000141,Zm00001d027265_T007_1,Zm00008a000021_C01_1
OG0011258,Zm00001d027266_T001_1,Zm00008a000023_C01_1
OG0000034,Zm00001d027268_T001_1,Zm00008a000025_C01_1
OG0003866,Zm00001d027355_T001_1,Zm00008a000104_C01_1
OG0002703,Zm00001d027353_T001_1,Zm00008a000099_C01_1
OG0001873,Zm00001d027354_T001_1,Zm00008a000103_C01_1
OG0009694,Zm00001d027351_T001_1,Zm00008a000102_C01_1
OG0006077,Zm00001d027352_T001_1,Zm00008a000100_C01_1
OG0011326,Zm00001d027405_T001_1,Zm00008a000140_C01_1
OG0011652,Zm00001d027403_T001_1,Zm00008a000139_C01_1
OG0001100,Zm00001d048427_T001_1,Zm00008a000007_C01_1
OG0002022,Zm00001d027434_T001_1,Zm00008a000165_C01_1
OG0002021,Zm00001d027435_T002_1,Zm00008a000166_C01_1
OG0005392,Zm00001d027456_T001_1,Zm00008a000186_C01_1
OG0006113,Zm00001d027459_T001_1,Zm00008a000188_C01_1
OG0008426,Zm00001d027458_T001_1,Zm00008a000187_C01_1
OG0012703,Zm00001d027419_T001_1,Zm00008a000152_C01_1
OG0013725,Zm00001d027421_T001_1,Zm00008a000153_C01_1
OG0005408,Zm00001d027422_T001_1,Zm00008a000154_C01_1
OG0004734,Zm00001d027423_T002_1,Zm00008a000155_C01_1
OG0003187,Zm00001d027461_T001_1,Zm00008a000191_C01_1
OG0008240,Zm00001d027462_T001_1,Zm00008a000192_C01_1
OG0009135,Zm00001d027460_T002_1,Zm00008a000190_C01_1
OG0007150,Zm00001d027415_T001_1,"Zm00008a000147_C01_1, Zm00008a000149_C01_1"
OG0012819,Zm00001d027416_T001_1,Zm00008a000151_C01_1
OG0009544,Zm00001d027488_T001_1,Zm00008a000211_C01_1
OG0014190,Zm00001d027368_T001_1,Zm00008a000114_C01_1
OG0007948,Zm00001d027367_T002_1,Zm00008a000113_C01_1
OG0008494,Zm00001d027369_T002_1,Zm00008a000115_C01_1
OG0005649,Zm00001d027361_T001_1,Zm00008a000108_C01_1
OG0009700,Zm00001d027363_T001_1,Zm00008a000110_C01_1
OG0001360,Zm00001d027362_T001_1,Zm00008a000109_C01_1
OG0010356,Zm00001d027492_T001_1,Zm00008a000215_C01_1
OG0014121,Zm00001d027493_T001_1,Zm00008a000217_C01_1
OG0005062,Zm00001d027471_T001_1,Zm00008a000198_C01_1
OG0013993,Zm00001d027478_T001_1,Zm00008a000203_C01_1
OG0011734,Zm00001d027481_T001_1,Zm00008a000206_C01_1
OG0012526,Zm00001d027479_T002_1,Zm00008a000204_C01_1
OG0010305,Zm00001d027449_T001_1,Zm00008a000180_C01_1
OG0004367,Zm00001d027450_T001_1,Zm00008a000181_C01_1
OG0009783,Zm00001d027451_T001_1,Zm00008a000182_C01_1
OG0008953,Zm00001d038419_T001_1,"Zm00008a000118_C01_1, Zm00008a039656_C01_1"
OG0000872,Zm00001d027424_T001_1,Zm00008a000157_C01_1
OG0002210,Zm00001d027425_T001_1,Zm00008a000158_C01_1
OG0003204,Zm00001d027454_T001_1,Zm00008a000184_C01_1
OG0015461,Zm00001d027453_T001_1,Zm00008a000183_C01_1
OG0007593,Zm00001d027455_T001_1,Zm00008a000185_C01_1
OG0013361,Zm00001d027429_T001_1,Zm00008a000162_C01_1
OG0000606,Zm00001d027428_T001_1,Zm00008a000161_C01_1
OG0013894,Zm00001d047746_T007_1,Zm00008a000143_C01_1
OG0004535,Zm00001d027412_T001_1,Zm00008a000145_C01_1
OG0000141,Zm00001d027490_T002_1,Zm00008a000214_C01_1
OG0015369,Zm00001d027489_T001_1,Zm00008a000212_C01_1
OG0009642,Zm00001d027485_T002_1,Zm00008a000208_C01_1
OG0010431,Zm00001d027484_T002_1,Zm00008a000207_C01_1
OG0005427,Zm00001d027486_T001_1,Zm00008a000209_C01_1
OG0013670,Zm00001d027537_T001_1,Zm00008a000260_C01_1
OG0008919,"Zm00001d027548_T001_1, Zm00001d048356_T001_1",Zm00008a000268_C01_1
OG0010131,Zm00001d027393_T001_1,Zm00008a000132_C01_1
OG0001165,Zm00001d027392_T003_1,Zm00008a000131_C01_1
OG0013550,Zm00001d027533_T001_1,Zm00008a000255_C01_1
OG0012580,Zm00001d048349_T002_1,"Zm00008a000254_C01_1, Zm00008a036061_C01_1"
OG0001345,Zm00001d027534_T001_1,Zm00008a000256_C01_1
OG0001345,Zm00001d027535_T001_1,Zm00008a000257_C01_1
OG0004809,Zm00001d027522_T001_1,Zm00008a000246_C01_1
OG0003084,Zm00001d048345_T002_1,"Zm00008a000247_C01_1, Zm00008a036057_C01_1"
OG0002753,"Zm00001d027524_T001_1, Zm00001d027525_T001_1",Zm00008a000248_C01_1
OG0011089,Zm00001d027506_T003_1,Zm00008a000226_C01_1
OG0003891,Zm00001d027504_T002_1,Zm00008a000224_C01_1
OG0002738,Zm00001d027468_T001_1,Zm00008a000196_C01_1
OG0004896,Zm00001d027463_T001_1,Zm00008a000193_C01_1
OG0015715,Zm00001d027464_T001_1,Zm00008a000194_C01_1
OG0001564,Zm00001d027466_T001_1,Zm00008a000195_C01_1
OG0015226,Zm00001d027536_T008_1,Zm00008a000258_C01_1
OG0003945,Zm00001d027399_T002_1,Zm00008a000135_C01_1
OG0009921,Zm00001d027395_T002_1,Zm00008a000134_C01_1
OG0004213,Zm00001d027401_T001_1,Zm00008a000138_C01_1
OG0001138,Zm00001d027593_T001_1,Zm00008a000303_C01_1
OG0000585,Zm00001d027601_T001_1,Zm00008a000309_C01_1
OG0003242,Zm00001d027502_T001_1,Zm00008a000222_C01_1
OG0016281,Zm00001d003236_T001_1,Zm00008a000296_C01_1
OG0005159,Zm00001d027436_T001_1,Zm00008a000167_C01_1
OG0003318,Zm00001d027440_T001_1,Zm00008a000169_C01_1
OG0011958,Zm00001d027439_T001_1,Zm00008a000168_C01_1
OG0002801,Zm00001d027520_T001_1,Zm00008a000245_C01_1
OG0014444,Zm00001d027624_T001_1,Zm00008a000321_C01_1
OG0010854,Zm00001d027444_T003_1,Zm00008a000174_C01_1
OG0000419,Zm00001d027446_T001_1,Zm00008a000176_C01_1
OG0002262,Zm00001d027441_T001_1,Zm00008a000171_C01_1
OG0008344,Zm00001d027445_T002_1,Zm00008a000175_C01_1
OG0013122,Zm00001d027442_T001_1,Zm00008a000172_C01_1
OG0019505,Zm00001d007702_T001_1,"Zm00008a000170_C01_1, Zm00008a008654_C01_1"
OG0005555,Zm00001d027530_T001_1,Zm00008a000253_C01_1
OG0000995,Zm00001d027527_T001_1,Zm00008a000252_C01_1
OG0003726,Zm00001d027539_T001_1,Zm00008a000262_C01_1
OG0004858,Zm00001d027546_T001_1,Zm00008a000266_C01_1
OG0008471,Zm00001d027544_T003_1,Zm00008a000265_C01_1
OG0003021,Zm00001d027540_T001_1,Zm00008a000263_C01_1
OG0005285,Zm00001d027292_T001_1,Zm00008a000046_C01_1
OG0000045,Zm00001d027291_T001_1,Zm00008a000045_C01_1
OG0005158,Zm00001d027293_T004_1,Zm00008a000047_C01_1
OG0000585,Zm00001d027599_T001_1,Zm00008a000308_C01_1
OG0005532,Zm00001d027596_T009_1,Zm00008a000305_C01_1
OG0008873,Zm00001d048369_T002_1,"Zm00008a000306_C01_1, Zm00008a036080_C01_1"
OG0003421,Zm00001d027618_T001_1,Zm00008a000316_C01_1
OG0010970,Zm00001d027616_T001_1,Zm00008a000315_C01_1
OG0014445,Zm00001d027550_T001_1,Zm00008a000270_C01_1
OG0000233,Zm00001d027549_T001_1,Zm00008a000269_C01_1
OG0007221,Zm00001d027551_T001_1,Zm00008a000271_C01_1
OG0010128,Zm00001d027655_T001_1,Zm00008a000348_C01_1
OG0010926,Zm00001d027656_T001_1,Zm00008a000349_C01_1
OG0003636,Zm00001d027322_T001_1,Zm00008a000074_C01_1
OG0009629,Zm00001d027325_T002_1,Zm00008a000077_C01_1
OG0008538,Zm00001d027324_T002_1,Zm00008a000076_C01_1
OG0007575,Zm00001d027319_T001_1,Zm00008a000069_C01_1
