ClusterID	Genes	Width	
Cluster_0848	Zm00001d027795,Zm00001d027797,Zm00001d027798	3
Cluster_0849	Zm00001d027819,Zm00001d027820,Zm00001d027821	3
Cluster_0850	Zm00001d027852,Zm00001d027853	2
Cluster_0851	Zm00001d027855,Zm00001d027859	4
Cluster_0852	Zm00001d027864,Zm00001d027866	2
Cluster_0853	Zm00001d027887,Zm00001d027888	2
Cluster_0854	Zm00001d027899,Zm00001d027900,Zm00001d027901	3
Cluster_0855	Zm00001d027924,Zm00001d027925,Zm00001d027928,Zm00001d027929	5
Cluster_0856	Zm00001d027946,Zm00001d027948	3
Cluster_0857	Zm00001d027947,Zm00001d027949	3
Cluster_0858	Zm00001d027954,Zm00001d027956	3
Cluster_0859	Zm00001d027955,Zm00001d027957	3
Cluster_0860	Zm00001d027978,Zm00001d027979	2
Cluster_0861	Zm00001d027995,Zm00001d027996	2
Cluster_0862	Zm00001d028002,Zm00001d028003	2
Cluster_0863	Zm00001d028008,Zm00001d028009	2
Cluster_0864	Zm00001d028062,Zm00001d028063	2
Cluster_0865	Zm00001d028069,Zm00001d028070	2
Cluster_0866	Zm00001d028144,Zm00001d028151	3
Cluster_0867	Zm00001d028162,Zm00001d028164	2
Cluster_0868	Zm00001d028249,Zm00001d028252	3
Cluster_0869	Zm00001d028312,Zm00001d028314,Zm00001d028315	4
Cluster_0870	Zm00001d028347,Zm00001d028348,Zm00001d028349	3
Cluster_0871	Zm00001d028354,Zm00001d028355	2
Cluster_0872	Zm00001d028356,Zm00001d028357	2
Cluster_0873	Zm00001d028367,Zm00001d028368	2
Cluster_0874	Zm00001d028399,Zm00001d028400	2
Cluster_0875	Zm00001d028454,Zm00001d028455	2
Cluster_0876	Zm00001d028465,Zm00001d028467,Zm00001d028469	3
Cluster_0877	Zm00001d028495,Zm00001d028497	3
Cluster_0878	Zm00001d028519,Zm00001d028525	7
Cluster_0879	Zm00001d028554,Zm00001d028555,Zm00001d028556,Zm00001d028557,Zm00001d028561	7
Cluster_0880	Zm00001d028630,Zm00001d028639	6
Cluster_0881	Zm00001d028679,Zm00001d028680	2
Cluster_0882	Zm00001d028731,Zm00001d028732	2
Cluster_0883	Zm00001d028740,Zm00001d028741	2
Cluster_0884	Zm00001d028767,Zm00001d028768	2
Cluster_0885	Zm00001d028814,Zm00001d028815,Zm00001d028816	3
Cluster_0886	Zm00001d028821,Zm00001d028822,Zm00001d028823	3
Cluster_0887	Zm00001d028842,Zm00001d028845,Zm00001d028849,Zm00001d028850,Zm00001d028854	5
Cluster_0888	Zm00001d028887,Zm00001d028888	2
Cluster_0889	Zm00001d028987,Zm00001d028988	2
Cluster_0890	Zm00001d028995,Zm00001d028999	4
Cluster_0891	Zm00001d029084,Zm00001d029088	5
Cluster_0892	Zm00001d029085,Zm00001d029089	5
Cluster_0893	Zm00001d029086,Zm00001d029090	5
Cluster_0894	Zm00001d029099,Zm00001d029101	3
Cluster_0895	Zm00001d029108,Zm00001d029111,Zm00001d029115,Zm00001d029117	7
Cluster_0896	Zm00001d029109,Zm00001d029112	3
Cluster_0897	Zm00001d029146,Zm00001d029157,Zm00001d029159	12
Cluster_0898	Zm00001d029154,Zm00001d029164	9
Cluster_0899	Zm00001d029183,Zm00001d029184	2
Cluster_0900	Zm00001d029209,Zm00001d029211	2
Cluster_0901	Zm00001d029241,Zm00001d029243	3
Cluster_0902	Zm00001d029246,Zm00001d029247	2
Cluster_0903	Zm00001d029274,Zm00001d029279,Zm00001d029280	4
Cluster_0904	Zm00001d029288,Zm00001d029289,Zm00001d029290	3
Cluster_0905	Zm00001d029314,Zm00001d029318,Zm00001d029319,Zm00001d029320,Zm00001d029321	6
Cluster_0906	Zm00001d029353,Zm00001d029356,Zm00001d029359	6
Cluster_0907	Zm00001d029372,Zm00001d029373	2
Cluster_0908	Zm00001d029376,Zm00001d029377	2
Cluster_0909	Zm00001d029387,Zm00001d029388,Zm00001d029389	3
Cluster_0910	Zm00001d029457,Zm00001d029459	3
Cluster_0911	Zm00001d029476,Zm00001d029478	3
Cluster_0912	Zm00001d029519,Zm00001d029520,Zm00001d029526	7
Cluster_0913	Zm00001d029580,Zm00001d029581,Zm00001d029582	3
Cluster_0914	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	6
Cluster_0915	Zm00001d029601,Zm00001d029602	2
Cluster_0916	Zm00001d029628,Zm00001d029630,Zm00001d029631	4
Cluster_0917	Zm00001d029667,Zm00001d029668	2
Cluster_0918	Zm00001d029696,Zm00001d029699,Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708	12
Cluster_0919	Zm00001d029773,Zm00001d029775	2
Cluster_0920	Zm00001d029783,Zm00001d029784	2
Cluster_0921	Zm00001d029792,Zm00001d029798,Zm00001d029800	7
Cluster_0922	Zm00001d029793,Zm00001d029799,Zm00001d029801	7
Cluster_0923	Zm00001d029858,Zm00001d029859	2
Cluster_0924	Zm00001d029899,Zm00001d029903,Zm00001d029906,Zm00001d029907,Zm00001d029913	10
Cluster_0925	Zm00001d029901,Zm00001d029902	2
Cluster_0926	Zm00001d029922,Zm00001d029924	3
Cluster_0927	Zm00001d029932,Zm00001d029933	2
Cluster_0928	Zm00001d029969,Zm00001d029970	2
Cluster_0929	Zm00001d030079,Zm00001d030080	2
Cluster_0930	Zm00001d030094,Zm00001d030095	2
Cluster_0931	Zm00001d030127,Zm00001d030130	3
Cluster_0932	Zm00001d030158,Zm00001d030159	2
Cluster_0933	Zm00001d030177,Zm00001d030180	3
Cluster_0934	Zm00001d030207,Zm00001d030208	2
Cluster_0935	Zm00001d030212,Zm00001d030213,Zm00001d030218	6
Cluster_0936	Zm00001d030233,Zm00001d030234,Zm00001d030235	3
Cluster_0937	Zm00001d030248,Zm00001d030253	5
Cluster_0938	Zm00001d030261,Zm00001d030262	2
Cluster_0939	Zm00001d030270,Zm00001d030282,Zm00001d030285	10
Cluster_0940	Zm00001d030274,Zm00001d030275,Zm00001d030276,Zm00001d030277	4
Cluster_0941	Zm00001d030303,Zm00001d030304	2
Cluster_0942	Zm00001d030314,Zm00001d030316	2
Cluster_0943	Zm00001d030345,Zm00001d030346	2
Cluster_0944	Zm00001d030347,Zm00001d030348	2
Cluster_0945	Zm00001d030453,Zm00001d030459	2
Cluster_0946	Zm00001d030484,Zm00001d030487	4
Cluster_0947	Zm00001d030540,Zm00001d030542	2
Cluster_0948	Zm00001d030679,Zm00001d030680	2
Cluster_0949	Zm00001d030707,Zm00001d030720	8
Cluster_0950	Zm00001d030801,Zm00001d030803	3
Cluster_0951	Zm00001d030813,Zm00001d030819	6
Cluster_0952	Zm00001d030814,Zm00001d030818,Zm00001d030824	8
Cluster_0953	Zm00001d030845,Zm00001d030851,Zm00001d030856	9
Cluster_0954	Zm00001d030907,Zm00001d030908	2
Cluster_0955	Zm00001d030918,Zm00001d030919	2
Cluster_0956	Zm00001d030920,Zm00001d030934	10
Cluster_0957	Zm00001d030921,Zm00001d030923,Zm00001d030924,Zm00001d030926,Zm00001d030927	5
Cluster_0958	Zm00001d030932,Zm00001d030933	2
Cluster_0959	Zm00001d030947,Zm00001d030950	2
Cluster_0960	Zm00001d030971,Zm00001d030972	2
Cluster_0961	Zm00001d031030,Zm00001d031031	2
Cluster_0962	Zm00001d031077,Zm00001d031078	2
Cluster_0963	Zm00001d031122,Zm00001d031123	2
Cluster_0964	Zm00001d031152,Zm00001d031155,Zm00001d031157,Zm00001d031158	5
Cluster_0965	Zm00001d031196,Zm00001d031197	2
Cluster_0966	Zm00001d031203,Zm00001d031204	2
Cluster_0967	Zm00001d031221,Zm00001d031222	2
Cluster_0968	Zm00001d031236,Zm00001d031239,Zm00001d031241	3
Cluster_0969	Zm00001d031280,Zm00001d031281	2
Cluster_0970	Zm00001d031283,Zm00001d031286	2
Cluster_0971	Zm00001d031300,Zm00001d031303	3
Cluster_0972	Zm00001d031305,Zm00001d031306	2
Cluster_0973	Zm00001d031345,Zm00001d031346	2
Cluster_0974	Zm00001d031349,Zm00001d031364,Zm00001d031379,Zm00001d031403	34
Cluster_0975	Zm00001d031351,Zm00001d031366,Zm00001d031372,Zm00001d031381,Zm00001d031384,Zm00001d031395,Zm00001d031407	36
Cluster_0976	Zm00001d031359,Zm00001d031377,Zm00001d031398	25
Cluster_0977	Zm00001d031362,Zm00001d031363	2
Cluster_0978	Zm00001d031367,Zm00001d031375,Zm00001d031380,Zm00001d031396,Zm00001d031404,Zm00001d031409,Zm00001d031410	29
Cluster_0979	Zm00001d031498,Zm00001d031499,Zm00001d031500,Zm00001d031501	4
Cluster_0980	Zm00001d031519,Zm00001d031520	2
Cluster_0981	Zm00001d031549,Zm00001d031550	2
Cluster_0982	Zm00001d031555,Zm00001d031556	2
Cluster_0983	Zm00001d031638,Zm00001d031639	2
Cluster_0984	Zm00001d031669,Zm00001d031672	4
Cluster_0985	Zm00001d031670,Zm00001d031671	2
Cluster_0986	Zm00001d031771,Zm00001d031772	2
Cluster_0987	Zm00001d031778,Zm00001d031779	2
Cluster_0988	Zm00001d031801,Zm00001d031804,Zm00001d031805	4
Cluster_0989	Zm00001d031811,Zm00001d031813,Zm00001d031814,Zm00001d031815	4
Cluster_0990	Zm00001d031904,Zm00001d031906,Zm00001d031907	3
Cluster_0991	Zm00001d031945,Zm00001d031951,Zm00001d031953	9
Cluster_0992	Zm00001d031946,Zm00001d031949,Zm00001d031954	9
Cluster_0993	Zm00001d031956,Zm00001d031957	2
Cluster_0994	Zm00001d031986,Zm00001d031988	3
Cluster_0995	Zm00001d032000,Zm00001d032003,Zm00001d032004	3
Cluster_0996	Zm00001d032012,Zm00001d032013	2
Cluster_0997	Zm00001d032024,Zm00001d032032	9
Cluster_0998	Zm00001d032035,Zm00001d032042	4
Cluster_0999	Zm00001d032047,Zm00001d032048	2
Cluster_1000	Zm00001d032053,Zm00001d032054	2
Cluster_1001	Zm00001d032087,Zm00001d032088,Zm00001d032091,Zm00001d032094	7
Cluster_1002	Zm00001d032178,Zm00001d032179	2
Cluster_1003	Zm00001d032234,Zm00001d032235,Zm00001d032237	3
Cluster_1004	Zm00001d032239,Zm00001d032240	2
Cluster_1005	Zm00001d032285,Zm00001d032287	3
Cluster_1006	Zm00001d032391,Zm00001d032392,Zm00001d032394	4
Cluster_1007	Zm00001d032405,Zm00001d032406	2
Cluster_1008	Zm00001d032422,Zm00001d032423	2
Cluster_1009	Zm00001d032447,Zm00001d032448	2
Cluster_1010	Zm00001d032458,Zm00001d032459	2
Cluster_1011	Zm00001d032491,Zm00001d032492	2
Cluster_1012	Zm00001d032535,Zm00001d032536	2
Cluster_1013	Zm00001d032548,Zm00001d032556	7
Cluster_1014	Zm00001d032550,Zm00001d032557	7
Cluster_1015	Zm00001d032605,Zm00001d032608	3
Cluster_1016	Zm00001d032624,Zm00001d032626,Zm00001d032628,Zm00001d032629,Zm00001d032630,Zm00001d032631	7
Cluster_1017	Zm00001d032691,Zm00001d032692	2
Cluster_1018	Zm00001d032719,Zm00001d032721	2
Cluster_1019	Zm00001d032740,Zm00001d032744	4
Cluster_1020	Zm00001d032750,Zm00001d032753	2
Cluster_1021	Zm00001d032791,Zm00001d032794,Zm00001d032795,Zm00001d032797	7
Cluster_1022	Zm00001d032822,Zm00001d032823	2
Cluster_1023	Zm00001d032830,Zm00001d032831	2
Cluster_1024	Zm00001d032836,Zm00001d032837	2
Cluster_1025	Zm00001d032843,Zm00001d032847	5
Cluster_1026	Zm00001d032868,Zm00001d032869,Zm00001d032870	3
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	11
Cluster_1028	Zm00001d032927,Zm00001d032929	2
Cluster_1029	Zm00001d032942,Zm00001d032943	2
Cluster_1030	Zm00001d032946,Zm00001d032947	2
Cluster_1031	Zm00001d032985,Zm00001d032987	3
Cluster_1032	Zm00001d033013,Zm00001d033015	2
Cluster_1033	Zm00001d033029,Zm00001d033030	2
Cluster_1034	Zm00001d033049,Zm00001d033050	2
Cluster_1035	Zm00001d033061,Zm00001d033062,Zm00001d033063	3
Cluster_1036	Zm00001d033066,Zm00001d033067,Zm00001d033068,Zm00001d033071	5
Cluster_1037	Zm00001d033129,Zm00001d033130	2
Cluster_1038	Zm00001d033132,Zm00001d033136	4
Cluster_1039	Zm00001d033154,Zm00001d033156	3
Cluster_1040	Zm00001d033189,Zm00001d033190	2
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	4
Cluster_1042	Zm00001d033207,Zm00001d033208	2
Cluster_1043	Zm00001d033247,Zm00001d033248	2
Cluster_1044	Zm00001d033250,Zm00001d033252	2
Cluster_1045	Zm00001d033254,Zm00001d033256	2
Cluster_1046	Zm00001d033272,Zm00001d033273	2
Cluster_1047	Zm00001d033313,Zm00001d033314	2
Cluster_1048	Zm00001d033348,Zm00001d033351	4
Cluster_1049	Zm00001d033360,Zm00001d033362	3
Cluster_1050	Zm00001d033407,Zm00001d033412,Zm00001d033413	7
Cluster_1051	Zm00001d033408,Zm00001d033409	2
Cluster_1052	Zm00001d033415,Zm00001d033416	2
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	8
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	5
Cluster_1055	Zm00001d033489,Zm00001d033490	2
Cluster_1056	Zm00001d033514,Zm00001d033516	2
Cluster_1057	Zm00001d033530,Zm00001d033531	2
Cluster_1058	Zm00001d033535,Zm00001d033537	2
Cluster_1059	Zm00001d033564,Zm00001d033571	7
Cluster_1060	Zm00001d033606,Zm00001d033607	2
Cluster_1061	Zm00001d033623,Zm00001d033624	2
Cluster_1062	Zm00001d033649,Zm00001d033650,Zm00001d033651	3
Cluster_1063	Zm00001d033686,Zm00001d033689,Zm00001d033694	5
Cluster_1064	Zm00001d033699,Zm00001d033700	2
Cluster_1065	Zm00001d033709,Zm00001d033710,Zm00001d033711	3
Cluster_1066	Zm00001d033754,Zm00001d033765	4
Cluster_1067	Zm00001d033836,Zm00001d033837	2
Cluster_1068	Zm00001d033859,Zm00001d033861	3
Cluster_1069	Zm00001d033890,Zm00001d033891,Zm00001d033892	3
Cluster_1070	Zm00001d033897,Zm00001d033899	3
Cluster_1071	Zm00001d033942,Zm00001d033943	2
Cluster_1072	Zm00001d034002,Zm00001d034003	2
Cluster_1073	Zm00001d034015,Zm00001d034017	2
Cluster_1074	Zm00001d034040,Zm00001d034043	4
Cluster_1075	Zm00001d034045,Zm00001d034047	3
Cluster_1076	Zm00001d034057,Zm00001d034058	2
Cluster_1077	Zm00001d034066,Zm00001d034067,Zm00001d034068,Zm00001d034069	4
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	10
Cluster_1079	Zm00001d034125,Zm00001d034137	9
Cluster_1080	Zm00001d034128,Zm00001d034129	2
Cluster_1081	Zm00001d034164,Zm00001d034166	3
Cluster_1082	Zm00001d034184,Zm00001d034186	2
Cluster_1083	Zm00001d034200,Zm00001d034201	2
Cluster_1084	Zm00001d034246,Zm00001d034247	2
Cluster_1085	Zm00001d034265,Zm00001d034266	2
Cluster_1086	Zm00001d034305,Zm00001d034307	2
Cluster_1087	Zm00001d034322,Zm00001d034324	2
Cluster_1088	Zm00001d034327,Zm00001d034331	3
Cluster_1089	Zm00001d034330,Zm00001d034333	3
Cluster_1090	Zm00001d034372,Zm00001d034376	3
Cluster_1091	Zm00001d034385,Zm00001d034387,Zm00001d034388	3
Cluster_1092	Zm00001d034415,Zm00001d034416	2
Cluster_1093	Zm00001d034417,Zm00001d034418,Zm00001d034419	3
Cluster_1094	Zm00001d034431,Zm00001d034432	2
Cluster_1095	Zm00001d034446,Zm00001d034454,Zm00001d034456	9
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	9
Cluster_1097	Zm00001d034452,Zm00001d034453	2
Cluster_1098	Zm00001d034460,Zm00001d034461	2
Cluster_1099	Zm00001d034482,Zm00001d034483	2
Cluster_1100	Zm00001d034488,Zm00001d034489	2
Cluster_1101	Zm00001d034520,Zm00001d034521	2
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	4
Cluster_1103	Zm00001d034551,Zm00001d034552	2
Cluster_1104	Zm00001d034620,Zm00001d034621	2
Cluster_1105	Zm00001d034639,Zm00001d034641,Zm00001d034642	4
Cluster_1106	Zm00001d034643,Zm00001d034644	2
Cluster_1107	Zm00001d034651,Zm00001d034653	3
Cluster_1108	Zm00001d034671,Zm00001d034672	2
Cluster_1109	Zm00001d034675,Zm00001d034676	2
Cluster_1110	Zm00001d034686,Zm00001d034687	2
Cluster_1111	Zm00001d034715,Zm00001d034716	2
Cluster_1112	Zm00001d034741,Zm00001d034742	2
Cluster_1113	Zm00001d034746,Zm00001d034747	2
Cluster_1114	Zm00001d034771,Zm00001d034773,Zm00001d034776	5
Cluster_1115	Zm00001d034802,Zm00001d034803	2
Cluster_1116	Zm00001d034900,Zm00001d034904	5
Cluster_1117	Zm00001d034945,Zm00001d034946,Zm00001d034947	3
Cluster_1118	Zm00001d034976,Zm00001d034977	2
Cluster_1119	Zm00001d035001,Zm00001d035002,Zm00001d035003	3
Cluster_1120	Zm00001d035020,Zm00001d035021	2
Cluster_1121	Zm00001d035037,Zm00001d035038	2
Cluster_1122	Zm00001d035056,Zm00001d035063	8
Cluster_1123	Zm00001d035057,Zm00001d035064	8
Cluster_1124	Zm00001d035076,Zm00001d035084	7
Cluster_1125	Zm00001d035079,Zm00001d035080	2
Cluster_1126	Zm00001d035100,Zm00001d035101,Zm00001d035102,Zm00001d035104,Zm00001d035108,Zm00001d035109,Zm00001d035111,Zm00001d035112	9
Cluster_1127	Zm00001d035143,Zm00001d035145	2
Cluster_1128	Zm00001d035154,Zm00001d035155	2
Cluster_1129	Zm00001d035157,Zm00001d035161,Zm00001d035162,Zm00001d035163,Zm00001d035166	8
Cluster_1130	Zm00001d035172,Zm00001d035174,Zm00001d035183	7
Cluster_1131	Zm00001d035224,Zm00001d035230,Zm00001d035234	10
Cluster_1132	Zm00001d035228,Zm00001d035229	2
Cluster_1133	Zm00001d035232,Zm00001d035233	2
Cluster_1134	Zm00001d035246,Zm00001d035249	4
Cluster_1135	Zm00001d035257,Zm00001d035262	4
Cluster_1136	Zm00001d035258,Zm00001d035261	2
Cluster_1137	Zm00001d035309,Zm00001d035310	2
Cluster_1138	Zm00001d035316,Zm00001d035317	2
Cluster_1139	Zm00001d035361,Zm00001d035362	2
Cluster_1140	Zm00001d035389,Zm00001d035392	4
Cluster_1141	Zm00001d035400,Zm00001d035401	2
Cluster_1142	Zm00001d035428,Zm00001d035434	6
Cluster_1143	Zm00001d035542,Zm00001d035543	2
Cluster_1144	Zm00001d035551,Zm00001d035552	2
Cluster_1145	Zm00001d035558,Zm00001d035559,Zm00001d035560,Zm00001d035561,Zm00001d035562	5
Cluster_1146	Zm00001d035585,Zm00001d035587	2
Cluster_1147	Zm00001d035591,Zm00001d035592	2
Cluster_1148	Zm00001d035599,Zm00001d035600	2
Cluster_1149	Zm00001d035604,Zm00001d035605	2
Cluster_1150	Zm00001d035606,Zm00001d035607	2
Cluster_1151	Zm00001d035612,Zm00001d035614	2
Cluster_1152	Zm00001d035617,Zm00001d035618,Zm00001d035619	3
Cluster_1153	Zm00001d035624,Zm00001d035628	4
Cluster_1154	Zm00001d035625,Zm00001d035629	4
Cluster_1155	Zm00001d035638,Zm00001d035640	2
Cluster_1156	Zm00001d035659,Zm00001d035662,Zm00001d035663	4
Cluster_1157	Zm00001d035670,Zm00001d035671	2
Cluster_1158	Zm00001d035680,Zm00001d035681,Zm00001d035683,Zm00001d035684	5
Cluster_1159	Zm00001d035713,Zm00001d035714,Zm00001d035717	4
Cluster_1160	Zm00001d035720,Zm00001d035722	3
Cluster_1161	Zm00001d035725,Zm00001d035726	2
Cluster_1162	Zm00001d035753,Zm00001d035756	2
Cluster_1163	Zm00001d035817,Zm00001d035818	2
Cluster_1164	Zm00001d035823,Zm00001d035833	6
Cluster_1165	Zm00001d035879,Zm00001d035881	3
Cluster_1166	Zm00001d035901,Zm00001d035902	2
Cluster_1167	Zm00001d035974,Zm00001d035975	2
Cluster_1168	Zm00001d035978,Zm00001d035980	2
Cluster_1169	Zm00001d036066,Zm00001d036068,Zm00001d036069,Zm00001d036072	4
Cluster_1170	Zm00001d036077,Zm00001d036079	2
Cluster_1171	Zm00001d036097,Zm00001d036098	2
Cluster_1172	Zm00001d036110,Zm00001d036112	2
Cluster_1173	Zm00001d036139,Zm00001d036142	2
Cluster_1174	Zm00001d036237,Zm00001d036238,Zm00001d036241	4
Cluster_1175	Zm00001d036261,Zm00001d036262,Zm00001d036263	3
Cluster_1176	Zm00001d036264,Zm00001d036266	2
Cluster_1177	Zm00001d036267,Zm00001d036270,Zm00001d036272	4
Cluster_1178	Zm00001d036274,Zm00001d036277	3
Cluster_1179	Zm00001d036275,Zm00001d036278	3
Cluster_1180	Zm00001d036311,Zm00001d036324	10
Cluster_1181	Zm00001d036366,Zm00001d036370	4
Cluster_1182	Zm00001d036373,Zm00001d036376	4
Cluster_1183	Zm00001d036375,Zm00001d036378	3
Cluster_1184	Zm00001d036464,Zm00001d036467	3
Cluster_1185	Zm00001d036465,Zm00001d036468	3
Cluster_1186	Zm00001d036541,Zm00001d036542	2
Cluster_1187	Zm00001d036565,Zm00001d036567,Zm00001d036568	3
Cluster_1188	Zm00001d036594,Zm00001d036595	2
Cluster_1189	Zm00001d036621,Zm00001d036622	2
Cluster_1190	Zm00001d036641,Zm00001d036643,Zm00001d036646,Zm00001d036647	5
Cluster_1191	Zm00001d036655,Zm00001d036660,Zm00001d036663,Zm00001d036667	10
Cluster_1192	Zm00001d036664,Zm00001d036666	2
Cluster_1193	Zm00001d036760,Zm00001d036761	2
Cluster_1194	Zm00001d036762,Zm00001d036763	2
Cluster_1195	Zm00001d036791,Zm00001d036792	2
Cluster_1196	Zm00001d036801,Zm00001d036804	4
Cluster_1197	Zm00001d036815,Zm00001d036816,Zm00001d036818,Zm00001d036819,Zm00001d036820,Zm00001d036821,Zm00001d036822,Zm00001d036823,Zm00001d036824	10
Cluster_1198	Zm00001d036840,Zm00001d036845,Zm00001d036847	8
Cluster_1199	Zm00001d036841,Zm00001d036842,Zm00001d036843	3
Cluster_1200	Zm00001d036853,Zm00001d036855,Zm00001d036856,Zm00001d036864,Zm00001d036865	10
Cluster_1201	Zm00001d036936,Zm00001d036940	2
Cluster_1202	Zm00001d036941,Zm00001d036942	2
Cluster_1203	Zm00001d037005,Zm00001d037008,Zm00001d037009	5
Cluster_1204	Zm00001d037019,Zm00001d037023	2
Cluster_1205	Zm00001d037042,Zm00001d037043	2
Cluster_1206	Zm00001d037075,Zm00001d037077	3
Cluster_1207	Zm00001d037089,Zm00001d037091	3
Cluster_1208	Zm00001d037153,Zm00001d037155	2
Cluster_1209	Zm00001d037204,Zm00001d037205	2
Cluster_1210	Zm00001d037244,Zm00001d037245	2
Cluster_1211	Zm00001d037248,Zm00001d037249,Zm00001d037250	3
Cluster_1212	Zm00001d037280,Zm00001d037281	2
Cluster_1213	Zm00001d037301,Zm00001d037303	3
Cluster_1214	Zm00001d037316,Zm00001d037317	2
Cluster_1215	Zm00001d037382,Zm00001d037383,Zm00001d037384	3
Cluster_1216	Zm00001d037386,Zm00001d037389	4
Cluster_1217	Zm00001d037397,Zm00001d037398	2
Cluster_1218	Zm00001d037409,Zm00001d037411	3
Cluster_1219	Zm00001d037415,Zm00001d037417	3
Cluster_1220	Zm00001d037518,Zm00001d037519	2
Cluster_1221	Zm00001d037547,Zm00001d037550	2
Cluster_1222	Zm00001d037579,Zm00001d037580	2
Cluster_1223	Zm00001d037608,Zm00001d037610	3
Cluster_1224	Zm00001d037611,Zm00001d037619	8
Cluster_1225	Zm00001d037631,Zm00001d037632	2
Cluster_1226	Zm00001d037653,Zm00001d037656	3
Cluster_1227	Zm00001d037666,Zm00001d037672	3
Cluster_1228	Zm00001d037680,Zm00001d037681	2
Cluster_1229	Zm00001d037700,Zm00001d037717	15
Cluster_1230	Zm00001d037725,Zm00001d037727	2
Cluster_1231	Zm00001d037740,Zm00001d037741,Zm00001d037742	3
Cluster_1232	Zm00001d037873,Zm00001d037875,Zm00001d037877,Zm00001d037882	6
Cluster_1233	Zm00001d037884,Zm00001d037886	2
Cluster_1234	Zm00001d037909,Zm00001d037914	5
Cluster_1235	Zm00001d037943,Zm00001d037945	3
Cluster_1236	Zm00001d037961,Zm00001d037962	2
Cluster_1237	Zm00001d037985,Zm00001d037988	4
Cluster_1238	Zm00001d037994,Zm00001d037998,Zm00001d037999	5
Cluster_1239	Zm00001d038010,Zm00001d038025	16
Cluster_1240	Zm00001d038049,Zm00001d038052	4
Cluster_1241	Zm00001d038065,Zm00001d038066	2
Cluster_1242	Zm00001d038079,Zm00001d038080	2
Cluster_1243	Zm00001d038084,Zm00001d038085	2
Cluster_1244	Zm00001d038177,Zm00001d038178	2
Cluster_1245	Zm00001d038179,Zm00001d038180,Zm00001d038181,Zm00001d038185,Zm00001d038186	7
Cluster_1246	Zm00001d038255,Zm00001d038256	2
Cluster_1247	Zm00001d038271,Zm00001d038272	2
Cluster_1248	Zm00001d038283,Zm00001d038284	2
Cluster_1249	Zm00001d038333,Zm00001d038334	2
Cluster_1250	Zm00001d038401,Zm00001d038403	2
Cluster_1251	Zm00001d038413,Zm00001d038414,Zm00001d038415,Zm00001d038418,Zm00001d038424,Zm00001d038425,Zm00001d038428,Zm00001d038429	13
Cluster_1252	Zm00001d038452,Zm00001d038459	5
Cluster_1253	Zm00001d038453,Zm00001d038460	5
Cluster_1254	Zm00001d038523,Zm00001d038526	4
Cluster_1255	Zm00001d038543,Zm00001d038545	3
Cluster_1256	Zm00001d038549,Zm00001d038551	3
Cluster_1257	Zm00001d038584,Zm00001d038585	2
Cluster_1258	Zm00001d038598,Zm00001d038599	2
Cluster_1259	Zm00001d038604,Zm00001d038605	2
Cluster_1260	Zm00001d038633,Zm00001d038634,Zm00001d038640	5
Cluster_1261	Zm00001d038696,Zm00001d038697	2
Cluster_1262	Zm00001d038699,Zm00001d038700,Zm00001d038702,Zm00001d038703	5
Cluster_1263	Zm00001d038740,Zm00001d038741	2
Cluster_1264	Zm00001d038763,Zm00001d038764,Zm00001d038765	3
Cluster_1265	Zm00001d038811,Zm00001d038812,Zm00001d038813	3
Cluster_1266	Zm00001d038830,Zm00001d038831	2
Cluster_1267	Zm00001d038874,Zm00001d038875	2
Cluster_1268	Zm00001d038883,Zm00001d038884	2
Cluster_1269	Zm00001d038887,Zm00001d038889	2
Cluster_1270	Zm00001d038911,Zm00001d038913	2
Cluster_1271	Zm00001d038918,Zm00001d038919,Zm00001d038920	3
Cluster_1272	Zm00001d038968,Zm00001d038969	2
Cluster_1273	Zm00001d039022,Zm00001d039026	2
Cluster_1274	Zm00001d039051,Zm00001d039052	2
Cluster_1275	Zm00001d039057,Zm00001d039058	2
Cluster_1276	Zm00001d039087,Zm00001d039088	2
Cluster_1277	Zm00001d039090,Zm00001d039091	2
Cluster_1278	Zm00001d039098,Zm00001d039099	2
Cluster_1279	Zm00001d039112,Zm00001d039113	2
Cluster_1280	Zm00001d039118,Zm00001d039119	2
Cluster_1281	Zm00001d039121,Zm00001d039123	2
Cluster_1282	Zm00001d039176,Zm00001d039180	4
Cluster_1283	Zm00001d039183,Zm00001d039184	2
Cluster_1284	Zm00001d039226,Zm00001d039230	4
