Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_0884	Cluster_0868	Cluster_0028	Zm00001d028249,Zm00001d028252	Zm00008a000795,Zm00008a000796
Nonsyntenic_Dup_0885	Cluster_0869	Cluster_0029	Zm00001d028314,Zm00001d028315,Zm00001d028312	Zm00008a000845,Zm00008a000846
Nonsyntenic_Dup_0886	Cluster_0870	Cluster_0031	Zm00001d028349,Zm00001d028348,Zm00001d028347	Zm00008a000869,Zm00008a000870
Nonsyntenic_Dup_0887	Cluster_0874	NA	Zm00001d028400,Zm00001d028399	Zm00008a000917
Nonsyntenic_Dup_0888	Cluster_0875	NA	Zm00001d028455,Zm00001d028454	Zm00008a000991
Nonsyntenic_Dup_0889	Cluster_0876	Cluster_0035	Zm00001d028469,Zm00001d028467,Zm00001d028465	Zm00008a000976,Zm00008a000977,Zm00008a000980
Nonsyntenic_Dup_0890	Cluster_0877	Cluster_0036	Zm00001d028497,Zm00001d028495	Zm00008a000999,Zm00008a001000
Nonsyntenic_Dup_0891	Cluster_0879	Cluster_0037	Zm00001d028556,Zm00001d028554,Zm00001d028555,Zm00001d028561,Zm00001d028557	Zm00008a001042,Zm00008a001039
Nonsyntenic_Dup_0892	Cluster_0879	NA	Zm00001d028556,Zm00001d028554,Zm00001d028555,Zm00001d028561,Zm00001d028557	Zm00008a001037
Nonsyntenic_Dup_0893	Cluster_0880	Cluster_0040	Zm00001d028630,Zm00001d028639	Zm00008a001098,Zm00008a001093
Nonsyntenic_Dup_0894	NA	Cluster_0043	Zm00001d028766	Zm00008a001187,Zm00008a001202
Nonsyntenic_Dup_0895	Cluster_0885	Cluster_0044	Zm00001d028816,Zm00001d028815,Zm00001d028814	Zm00008a001249,Zm00008a001250
Nonsyntenic_Dup_0896	Cluster_0886	NA	Zm00001d028822,Zm00001d028823,Zm00001d028821	Zm00008a001255
Nonsyntenic_Dup_0897	Cluster_0887	NA	Zm00001d028845,Zm00001d028842,Zm00001d028849,Zm00001d028854,Zm00001d028850	Zm00008a001267
Nonsyntenic_Dup_0898	Cluster_0887	Cluster_0045	Zm00001d028845,Zm00001d028842,Zm00001d028849,Zm00001d028854,Zm00001d028850	Zm00008a001268,Zm00008a001269
Nonsyntenic_Dup_0899	Cluster_0888	Cluster_0046	Zm00001d028888,Zm00001d028887	Zm00008a001290,Zm00008a001288
Nonsyntenic_Dup_0900	Cluster_0889	NA	Zm00001d028988,Zm00001d028987	Zm00008a001366
Nonsyntenic_Dup_0901	NA	Cluster_0048	Zm00001d029017	Zm00008a001387,Zm00008a001398
Nonsyntenic_Dup_0902	NA	Cluster_0048	Zm00001d029034	Zm00008a001387,Zm00008a001398
Nonsyntenic_Dup_0903	Cluster_0892	NA	Zm00001d029085,Zm00001d029089	Zm00008a001437
Nonsyntenic_Dup_0904	Cluster_0893	Cluster_0050	Zm00001d029090,Zm00001d029086	Zm00008a001438,Zm00008a001440
Nonsyntenic_Dup_0905	Cluster_0891	NA	Zm00001d029084,Zm00001d029088	Zm00008a001436
Nonsyntenic_Dup_0906	Cluster_0894	Cluster_0051	Zm00001d029099,Zm00001d029101	Zm00008a001449,Zm00008a001447
Nonsyntenic_Dup_0907	Cluster_0895	Cluster_0052	Zm00001d029108,Zm00001d029115,Zm00001d029117,Zm00001d029111	Zm00008a001454,Zm00008a001455
Nonsyntenic_Dup_0908	Cluster_0897	NA	Zm00001d029146,Zm00001d029159,Zm00001d029157	Zm00008a001484
Nonsyntenic_Dup_0909	Cluster_0898	NA	Zm00001d029164,Zm00001d029154	Zm00008a001491
Nonsyntenic_Dup_0910	Cluster_0899	Cluster_0054	Zm00001d029184,Zm00001d029183	Zm00008a001502,Zm00008a001503,Zm00008a001512
Nonsyntenic_Dup_0911	Cluster_0899	NA	Zm00001d029184,Zm00001d029183	Zm00008a001501
Nonsyntenic_Dup_0912	NA	Cluster_0054	Zm00001d029194	Zm00008a001502,Zm00008a001503,Zm00008a001512
Nonsyntenic_Dup_0913	Cluster_0900	Cluster_0056	Zm00001d029209,Zm00001d029211	Zm00008a001533,Zm00008a001532
Nonsyntenic_Dup_0914	Cluster_0901	NA	Zm00001d029243,Zm00001d029241	Zm00008a001553
Nonsyntenic_Dup_0915	Cluster_0902	NA	Zm00001d029246,Zm00001d029247	Zm00008a001555
Nonsyntenic_Dup_0916	Cluster_0903	Cluster_0058	Zm00001d029280,Zm00001d029279,Zm00001d029274	Zm00008a001579,Zm00008a001578,Zm00008a001575,Zm00008a001574
Nonsyntenic_Dup_0917	NA	Cluster_0058	Zm00001d029275	Zm00008a001579,Zm00008a001578,Zm00008a001575,Zm00008a001574
Nonsyntenic_Dup_0918	Cluster_0904	Cluster_0059	Zm00001d029290,Zm00001d029289,Zm00001d029288	Zm00008a001590,Zm00008a001593,Zm00008a001592
Nonsyntenic_Dup_0919	Cluster_0905	Cluster_0062	Zm00001d029321,Zm00001d029320,Zm00001d029314,Zm00001d029319,Zm00001d029318	Zm00008a001613,Zm00008a001609
Nonsyntenic_Dup_0920	Cluster_0905	Cluster_0061	Zm00001d029321,Zm00001d029320,Zm00001d029314,Zm00001d029319,Zm00001d029318	Zm00008a001611,Zm00008a001607,Zm00008a001612
Nonsyntenic_Dup_0921	Cluster_0906	Cluster_0063	Zm00001d029353,Zm00001d029359,Zm00001d029356	Zm00008a001636,Zm00008a001638,Zm00008a001639
Nonsyntenic_Dup_0922	Cluster_0908	Cluster_0064	Zm00001d029377,Zm00001d029376	Zm00008a001646,Zm00008a001644
Nonsyntenic_Dup_0923	Cluster_0909	Cluster_0065	Zm00001d029387,Zm00001d029388,Zm00001d029389	Zm00008a001652,Zm00008a001653,Zm00008a001651
Nonsyntenic_Dup_0924	NA	Cluster_0066	Zm00001d029400	Zm00008a001665,Zm00008a001664
Nonsyntenic_Dup_0925	Cluster_0910	Cluster_0067	Zm00001d029459,Zm00001d029457	Zm00008a001702,Zm00008a001703
Nonsyntenic_Dup_0926	Cluster_0911	Cluster_0068	Zm00001d029478,Zm00001d029476	Zm00008a001720,Zm00008a001718,Zm00008a001717
Nonsyntenic_Dup_0927	Cluster_0912	NA	Zm00001d029519,Zm00001d029526,Zm00001d029520	Zm00008a001750
Nonsyntenic_Dup_0928	Cluster_0913	Cluster_0071	Zm00001d029582,Zm00001d029580,Zm00001d029581	Zm00008a001816,Zm00008a001817,Zm00008a001811,Zm00008a001812
Nonsyntenic_Dup_0929	Cluster_0914	Cluster_0072	Zm00001d029586,Zm00001d029584,Zm00001d029589,Zm00001d029587	Zm00008a001822,Zm00008a001819,Zm00008a001821
Nonsyntenic_Dup_0930	NA	Cluster_0072	Zm00001d029588	Zm00008a001822,Zm00008a001819,Zm00008a001821
Nonsyntenic_Dup_0931	Cluster_0915	NA	Zm00001d029602,Zm00001d029601	Zm00008a001832
Nonsyntenic_Dup_0932	Cluster_0916	Cluster_0073	Zm00001d029630,Zm00001d029631,Zm00001d029628	Zm00008a001848,Zm00008a001850,Zm00008a001852
Nonsyntenic_Dup_0933	Cluster_0917	NA	Zm00001d029668,Zm00001d029667	Zm00008a001879
Nonsyntenic_Dup_0934	Cluster_0918	Cluster_0076	Zm00001d029700,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699,Zm00001d029701,Zm00001d029702	Zm00008a001904,Zm00008a001902,Zm00008a001900,Zm00008a001901,Zm00008a001906,Zm00008a001907,Zm00008a001905,Zm00008a001910,Zm00008a001897,Zm00008a001899
Nonsyntenic_Dup_0935	Cluster_0921	Cluster_0077	Zm00001d029792,Zm00001d029798,Zm00001d029800	Zm00008a001968,Zm00008a001972,Zm00008a001970,Zm00008a001978
Nonsyntenic_Dup_0936	Cluster_0922	Cluster_0078	Zm00001d029793,Zm00001d029801,Zm00001d029799	Zm00008a001969,Zm00008a001973,Zm00008a001971,Zm00008a001979
Nonsyntenic_Dup_0937	NA	Cluster_0080	Zm00001d029857	Zm00008a002028,Zm00008a002029
Nonsyntenic_Dup_0938	Cluster_0923	Cluster_0080	Zm00001d029858,Zm00001d029859	Zm00008a002028,Zm00008a002029
Nonsyntenic_Dup_0939	Cluster_0924	Cluster_0081	Zm00001d029899,Zm00001d029906,Zm00001d029907,Zm00001d029903,Zm00001d029913	Zm00008a002059,Zm00008a002058,Zm00008a002057,Zm00008a002056,Zm00008a002061
Nonsyntenic_Dup_0940	Cluster_0927	Cluster_0083	Zm00001d029932,Zm00001d029933	Zm00008a002073,Zm00008a002072
Nonsyntenic_Dup_0941	NA	Cluster_0086	Zm00001d030046	Zm00008a002170,Zm00008a002166
Nonsyntenic_Dup_0942	NA	Cluster_0086	Zm00001d030055	Zm00008a002170,Zm00008a002166
Nonsyntenic_Dup_0943	Cluster_0929	NA	Zm00001d030079,Zm00001d030080	Zm00008a002189
Nonsyntenic_Dup_0944	Cluster_0931	Cluster_0088	Zm00001d030127,Zm00001d030130	Zm00008a002226,Zm00008a002228
Nonsyntenic_Dup_0945	Cluster_0934	Cluster_0091	Zm00001d030207,Zm00001d030208	Zm00008a002291,Zm00008a002299
Nonsyntenic_Dup_0946	Cluster_0935	Cluster_0092	Zm00001d030212,Zm00001d030213,Zm00001d030218	Zm00008a002296,Zm00008a002295
Nonsyntenic_Dup_0947	Cluster_0935	NA	Zm00001d030212,Zm00001d030213,Zm00001d030218	Zm00008a002304
Nonsyntenic_Dup_0948	Cluster_0936	Cluster_0094	Zm00001d030233,Zm00001d030234,Zm00001d030235	Zm00008a002318,Zm00008a002316,Zm00008a002317,Zm00008a002321,Zm00008a002320
Nonsyntenic_Dup_0949	NA	Cluster_0096	Zm00001d030269	Zm00008a002361,Zm00008a002353
Nonsyntenic_Dup_0950	Cluster_0939	Cluster_0097	Zm00001d030282,Zm00001d030285,Zm00001d030270	Zm00008a002362,Zm00008a002363,Zm00008a002354
Nonsyntenic_Dup_0951	Cluster_0939	Cluster_0096	Zm00001d030282,Zm00001d030285,Zm00001d030270	Zm00008a002361,Zm00008a002353
Nonsyntenic_Dup_0952	NA	Cluster_0098	Zm00001d030295	Zm00008a002370,Zm00008a002371
Nonsyntenic_Dup_0953	NA	Cluster_0100	Zm00001d030305	Zm00008a002384,Zm00008a002389
Nonsyntenic_Dup_0954	Cluster_0944	Cluster_0103	Zm00001d030347,Zm00001d030348	Zm00008a002414,Zm00008a002416
Nonsyntenic_Dup_0955	NA	Cluster_0104	Zm00001d030429	Zm00008a002470,Zm00008a002491
Nonsyntenic_Dup_0956	Cluster_0945	NA	Zm00001d030459,Zm00001d030453	Zm00008a002492
Nonsyntenic_Dup_0957	Cluster_0945	NA	Zm00001d030459,Zm00001d030453	Zm00008a002501
Nonsyntenic_Dup_0958	Cluster_0947	NA	Zm00001d030540,Zm00001d030542	Zm00008a002545
Nonsyntenic_Dup_0959	NA	Cluster_0108	Zm00001d030574	Zm00008a002570,Zm00008a002577
Nonsyntenic_Dup_0960	Cluster_0949	Cluster_0110	Zm00001d030720,Zm00001d030707	Zm00008a002684,Zm00008a002687
Nonsyntenic_Dup_0961	Cluster_0950	NA	Zm00001d030801,Zm00001d030803	Zm00008a002746
Nonsyntenic_Dup_0962	Cluster_0951	Cluster_0112	Zm00001d030819,Zm00001d030813	Zm00008a002753,Zm00008a002761
Nonsyntenic_Dup_0963	Cluster_0951	Cluster_0113	Zm00001d030819,Zm00001d030813	Zm00008a002757,Zm00008a002754,Zm00008a002765
Nonsyntenic_Dup_0964	Cluster_0952	Cluster_0113	Zm00001d030818,Zm00001d030824,Zm00001d030814	Zm00008a002757,Zm00008a002754,Zm00008a002765
Nonsyntenic_Dup_0965	Cluster_0951	NA	Zm00001d030819,Zm00001d030813	Zm00008a002759
Nonsyntenic_Dup_0966	NA	Cluster_0112	Zm00001d030821	Zm00008a002753,Zm00008a002761
Nonsyntenic_Dup_0967	Cluster_0953	Cluster_0114	Zm00001d030851,Zm00001d030856,Zm00001d030845	Zm00008a002785,Zm00008a002787,Zm00008a002781,Zm00008a002774
Nonsyntenic_Dup_0968	Cluster_0953	NA	Zm00001d030851,Zm00001d030856,Zm00001d030845	Zm00008a002773
Nonsyntenic_Dup_0969	Cluster_0954	Cluster_0116	Zm00001d030907,Zm00001d030908	Zm00008a002821,Zm00008a002822
Nonsyntenic_Dup_0970	NA	Cluster_0116	Zm00001d030909	Zm00008a002821,Zm00008a002822
Nonsyntenic_Dup_0971	Cluster_0956	Cluster_0117	Zm00001d030920,Zm00001d030934	Zm00008a002837,Zm00008a002834
Nonsyntenic_Dup_0972	Cluster_0957	NA	Zm00001d030926,Zm00001d030927,Zm00001d030923,Zm00001d030921,Zm00001d030924	Zm00008a002835
Nonsyntenic_Dup_0973	Cluster_0958	NA	Zm00001d030933,Zm00001d030932	Zm00008a002836
Nonsyntenic_Dup_0974	Cluster_0959	NA	Zm00001d030947,Zm00001d030950	Zm00008a002849
Nonsyntenic_Dup_0975	Cluster_0959	NA	Zm00001d030947,Zm00001d030950	Zm00008a002851
Nonsyntenic_Dup_0976	Cluster_0960	NA	Zm00001d030971,Zm00001d030972	Zm00008a002872
Nonsyntenic_Dup_0977	Cluster_0962	NA	Zm00001d031077,Zm00001d031078	Zm00008a002960
Nonsyntenic_Dup_0978	Cluster_0964	Cluster_0118	Zm00001d031152,Zm00001d031155,Zm00001d031157,Zm00001d031158	Zm00008a003018,Zm00008a003017,Zm00008a003015,Zm00008a003021
Nonsyntenic_Dup_0979	Cluster_0965	Cluster_0119	Zm00001d031196,Zm00001d031197	Zm00008a003045,Zm00008a003047,Zm00008a003046
Nonsyntenic_Dup_0980	Cluster_0966	Cluster_0120	Zm00001d031204,Zm00001d031203	Zm00008a003052,Zm00008a003051
Nonsyntenic_Dup_0981	Cluster_0967	Cluster_0121	Zm00001d031222,Zm00001d031221	Zm00008a003068,Zm00008a003067
Nonsyntenic_Dup_0982	Cluster_0968	NA	Zm00001d031239,Zm00001d031236,Zm00001d031241	Zm00008a003079
Nonsyntenic_Dup_0983	Cluster_0968	NA	Zm00001d031239,Zm00001d031236,Zm00001d031241	Zm00008a003080
Nonsyntenic_Dup_0984	Cluster_0968	NA	Zm00001d031239,Zm00001d031236,Zm00001d031241	Zm00008a003081
Nonsyntenic_Dup_0985	Cluster_0969	NA	Zm00001d031280,Zm00001d031281	Zm00008a003115
Nonsyntenic_Dup_0986	Cluster_0971	Cluster_0122	Zm00001d031300,Zm00001d031303	Zm00008a003127,Zm00008a003125
Nonsyntenic_Dup_0987	NA	Cluster_0123	Zm00001d031301	Zm00008a003126,Zm00008a003128
Nonsyntenic_Dup_0988	Cluster_0971	Cluster_0124	Zm00001d031300,Zm00001d031303	Zm00008a003130,Zm00008a003129
Nonsyntenic_Dup_0989	NA	Cluster_0125	Zm00001d031338	Zm00008a003168,Zm00008a003163,Zm00008a003175,Zm00008a003154,Zm00008a003183,Zm00008a003192,Zm00008a003198
Nonsyntenic_Dup_0990	Cluster_0973	Cluster_0126	Zm00001d031345,Zm00001d031346	Zm00008a003160,Zm00008a003156,Zm00008a003158
Nonsyntenic_Dup_0991	Cluster_0974	Cluster_0127	Zm00001d031349,Zm00001d031379,Zm00001d031364,Zm00001d031403	Zm00008a003161,Zm00008a003167,Zm00008a003174,Zm00008a003181,Zm00008a003190,Zm00008a003195
Nonsyntenic_Dup_0992	Cluster_0974	NA	Zm00001d031349,Zm00001d031379,Zm00001d031364,Zm00001d031403	Zm00008a003182
Nonsyntenic_Dup_0993	Cluster_0975	Cluster_0125	Zm00001d031395,Zm00001d031372,Zm00001d031366,Zm00001d031407,Zm00001d031351,Zm00001d031381,Zm00001d031384	Zm00008a003168,Zm00008a003163,Zm00008a003175,Zm00008a003154,Zm00008a003183,Zm00008a003192,Zm00008a003198
Nonsyntenic_Dup_0994	Cluster_0976	NA	Zm00001d031377,Zm00001d031359,Zm00001d031398	Zm00008a003166
Nonsyntenic_Dup_0995	Cluster_0976	Cluster_0129	Zm00001d031377,Zm00001d031359,Zm00001d031398	Zm00008a003179,Zm00008a003172,Zm00008a003188
Nonsyntenic_Dup_0996	Cluster_0975	NA	Zm00001d031395,Zm00001d031372,Zm00001d031366,Zm00001d031407,Zm00001d031351,Zm00001d031381,Zm00001d031384	Zm00008a003162
Nonsyntenic_Dup_0997	Cluster_0978	Cluster_0128	Zm00001d031375,Zm00001d031409,Zm00001d031404,Zm00001d031410,Zm00001d031367,Zm00001d031396,Zm00001d031380	Zm00008a003200,Zm00008a003170,Zm00008a003197,Zm00008a003191,Zm00008a003199,Zm00008a003176
Nonsyntenic_Dup_0998	Cluster_0975	NA	Zm00001d031395,Zm00001d031372,Zm00001d031366,Zm00001d031407,Zm00001d031351,Zm00001d031381,Zm00001d031384	Zm00008a003196
Nonsyntenic_Dup_0999	NA	Cluster_0130	Zm00001d031399	Zm00008a003173,Zm00008a003180,Zm00008a003194
Nonsyntenic_Dup_1000	NA	Cluster_0127	Zm00001d031402	Zm00008a003161,Zm00008a003167,Zm00008a003174,Zm00008a003181,Zm00008a003190,Zm00008a003195
Nonsyntenic_Dup_1001	NA	Cluster_0131	Zm00001d031434	Zm00008a003221,Zm00008a003220,Zm00008a003222
Nonsyntenic_Dup_1002	Cluster_0979	Cluster_0132	Zm00001d031501,Zm00001d031500,Zm00001d031498,Zm00001d031499	Zm00008a003265,Zm00008a003267,Zm00008a003266
Nonsyntenic_Dup_1003	Cluster_0981	Cluster_0134	Zm00001d031549,Zm00001d031550	Zm00008a003306,Zm00008a003307,Zm00008a003308
Nonsyntenic_Dup_1004	NA	Cluster_0136	Zm00001d031625	Zm00008a003366,Zm00008a003367
Nonsyntenic_Dup_1005	Cluster_0983	Cluster_0137	Zm00001d031639,Zm00001d031638	Zm00008a003375,Zm00008a003374
Nonsyntenic_Dup_1006	Cluster_0984	NA	Zm00001d031669,Zm00001d031672	Zm00008a003395
Nonsyntenic_Dup_1007	Cluster_0986	NA	Zm00001d031771,Zm00001d031772	Zm00008a003459
Nonsyntenic_Dup_1008	Cluster_0987	NA	Zm00001d031779,Zm00001d031778	Zm00008a003463
Nonsyntenic_Dup_1009	Cluster_0988	Cluster_0138	Zm00001d031805,Zm00001d031804,Zm00001d031801	Zm00008a003480,Zm00008a003482
Nonsyntenic_Dup_1010	Cluster_0989	Cluster_0139	Zm00001d031811,Zm00001d031815,Zm00001d031814,Zm00001d031813	Zm00008a003490,Zm00008a003491,Zm00008a003489,Zm00008a003488
Nonsyntenic_Dup_1011	Cluster_0990	Cluster_0140	Zm00001d031907,Zm00001d031904,Zm00001d031906	Zm00008a003544,Zm00008a003545
Nonsyntenic_Dup_1012	Cluster_0992	Cluster_0141	Zm00001d031954,Zm00001d031946,Zm00001d031949	Zm00008a003575,Zm00008a003574
Nonsyntenic_Dup_1013	Cluster_0991	NA	Zm00001d031951,Zm00001d031953,Zm00001d031945	Zm00008a003573
Nonsyntenic_Dup_1014	Cluster_0993	NA	Zm00001d031957,Zm00001d031956	Zm00008a003576
Nonsyntenic_Dup_1015	NA	Cluster_0142	Zm00001d031979	Zm00008a003592,Zm00008a003602
Nonsyntenic_Dup_1016	Cluster_0994	Cluster_0143	Zm00001d031986,Zm00001d031988	Zm00008a003597,Zm00008a003595
Nonsyntenic_Dup_1017	NA	Cluster_0142	Zm00001d031995	Zm00008a003592,Zm00008a003602
Nonsyntenic_Dup_1018	Cluster_0999	Cluster_0145	Zm00001d032047,Zm00001d032048	Zm00008a003646,Zm00008a003645
Nonsyntenic_Dup_1019	Cluster_1001	NA	Zm00001d032094,Zm00001d032088,Zm00001d032087,Zm00001d032091	Zm00008a003677
Nonsyntenic_Dup_1020	Cluster_1001	Cluster_0147	Zm00001d032094,Zm00001d032088,Zm00001d032087,Zm00001d032091	Zm00008a003682,Zm00008a003680,Zm00008a003678
Nonsyntenic_Dup_1021	NA	Cluster_0148	Zm00001d032206	Zm00008a003753,Zm00008a003773,Zm00008a003748
Nonsyntenic_Dup_1022	Cluster_1008	NA	Zm00001d032422,Zm00001d032423	Zm00008a003952
Nonsyntenic_Dup_1023	Cluster_1010	Cluster_0151	Zm00001d032458,Zm00001d032459	Zm00008a003986,Zm00008a003987,Zm00008a003994
Nonsyntenic_Dup_1024	NA	Cluster_0151	Zm00001d032468	Zm00008a003986,Zm00008a003987,Zm00008a003994
Nonsyntenic_Dup_1025	Cluster_1011	Cluster_0152	Zm00001d032491,Zm00001d032492	Zm00008a004011,Zm00008a004010
Nonsyntenic_Dup_1026	NA	Cluster_0154	Zm00001d032531	Zm00008a004045,Zm00008a004046
Nonsyntenic_Dup_1027	Cluster_1014	Cluster_0157	Zm00001d032557,Zm00001d032550	Zm00008a004060,Zm00008a004065
Nonsyntenic_Dup_1028	NA	Cluster_0155	Zm00001d032555	Zm00008a004063,Zm00008a004058
Nonsyntenic_Dup_1029	Cluster_1013	Cluster_0156	Zm00001d032548,Zm00001d032556	Zm00008a004064,Zm00008a004059
Nonsyntenic_Dup_1030	Cluster_1014	Cluster_0156	Zm00001d032557,Zm00001d032550	Zm00008a004064,Zm00008a004059
Nonsyntenic_Dup_1031	Cluster_1015	Cluster_0158	Zm00001d032608,Zm00001d032605	Zm00008a004094,Zm00008a004093
Nonsyntenic_Dup_1032	Cluster_1016	Cluster_0159	Zm00001d032630,Zm00001d032629,Zm00001d032628,Zm00001d032631,Zm00001d032626,Zm00001d032624	Zm00008a004112,Zm00008a004113,Zm00008a004110,Zm00008a004111,Zm00008a004114,Zm00008a004115,Zm00008a004108
Nonsyntenic_Dup_1033	Cluster_1018	Cluster_0161	Zm00001d032719,Zm00001d032721	Zm00008a004192,Zm00008a004190
Nonsyntenic_Dup_1034	Cluster_1019	Cluster_0162	Zm00001d032744,Zm00001d032740	Zm00008a004215,Zm00008a004214
Nonsyntenic_Dup_1035	NA	Cluster_0163	Zm00001d032745	Zm00008a004217,Zm00008a004216
Nonsyntenic_Dup_1036	NA	Cluster_0163	Zm00001d032746	Zm00008a004217,Zm00008a004216
Nonsyntenic_Dup_1037	Cluster_1020	Cluster_0164	Zm00001d032753,Zm00001d032750	Zm00008a004219,Zm00008a004220
Nonsyntenic_Dup_1038	Cluster_1021	Cluster_0165	Zm00001d032791,Zm00001d032797,Zm00001d032795,Zm00001d032794	Zm00008a004248,Zm00008a004250,Zm00008a004253
Nonsyntenic_Dup_1039	Cluster_1023	NA	Zm00001d032830,Zm00001d032831	Zm00008a004276
Nonsyntenic_Dup_1040	Cluster_1024	Cluster_0166	Zm00001d032836,Zm00001d032837	Zm00008a004280,Zm00008a004281
Nonsyntenic_Dup_1041	Cluster_1025	NA	Zm00001d032847,Zm00001d032843	Zm00008a004283
Nonsyntenic_Dup_1042	Cluster_1026	Cluster_0167	Zm00001d032869,Zm00001d032868,Zm00001d032870	Zm00008a004295,Zm00008a004294,Zm00008a004296
Nonsyntenic_Dup_1043	Cluster_1027	Cluster_0168	Zm00001d032883,Zm00001d032882,Zm00001d032881,Zm00001d032884,Zm00001d032886,Zm00001d032876,Zm00001d032885	Zm00008a004302,Zm00008a004301,Zm00008a004300,Zm00008a004307,Zm00008a004305,Zm00008a004304
Nonsyntenic_Dup_1044	Cluster_1029	NA	Zm00001d032942,Zm00001d032943	Zm00008a004357
Nonsyntenic_Dup_1045	Cluster_1030	NA	Zm00001d032947,Zm00001d032946	Zm00008a004360
Nonsyntenic_Dup_1046	Cluster_1031	Cluster_0170	Zm00001d032987,Zm00001d032985	Zm00008a004411,Zm00008a004397
Nonsyntenic_Dup_1047	Cluster_1033	Cluster_0172	Zm00001d033029,Zm00001d033030	Zm00008a004437,Zm00008a004438
Nonsyntenic_Dup_1048	Cluster_1034	NA	Zm00001d033049,Zm00001d033050	Zm00008a004452
Nonsyntenic_Dup_1049	Cluster_1035	Cluster_0173	Zm00001d033063,Zm00001d033062,Zm00001d033061	Zm00008a004466,Zm00008a004465
Nonsyntenic_Dup_1050	Cluster_1036	Cluster_0174	Zm00001d033071,Zm00001d033066,Zm00001d033067,Zm00001d033068	Zm00008a004474,Zm00008a004470,Zm00008a004473,Zm00008a004472
Nonsyntenic_Dup_1051	Cluster_1036	NA	Zm00001d033071,Zm00001d033066,Zm00001d033067,Zm00001d033068	Zm00008a004469
Nonsyntenic_Dup_1052	NA	Cluster_0175	Zm00001d033126	Zm00008a004510,Zm00008a004506
Nonsyntenic_Dup_1053	Cluster_1037	Cluster_0176	Zm00001d033129,Zm00001d033130	Zm00008a004514,Zm00008a004513
Nonsyntenic_Dup_1054	Cluster_1037	NA	Zm00001d033129,Zm00001d033130	Zm00008a004515
Nonsyntenic_Dup_1055	Cluster_1039	NA	Zm00001d033156,Zm00001d033154	Zm00008a004529
Nonsyntenic_Dup_1056	Cluster_1040	Cluster_0178	Zm00001d033190,Zm00001d033189	Zm00008a004552,Zm00008a004553
Nonsyntenic_Dup_1057	Cluster_1041	Cluster_0179	Zm00001d033196,Zm00001d033195,Zm00001d033200,Zm00001d033201	Zm00008a004558,Zm00008a004557,Zm00008a004559,Zm00008a004560
Nonsyntenic_Dup_1058	NA	Cluster_0181	Zm00001d033219	Zm00008a004581,Zm00008a004582
Nonsyntenic_Dup_1059	Cluster_1043	Cluster_0182	Zm00001d033247,Zm00001d033248	Zm00008a004603,Zm00008a004601
Nonsyntenic_Dup_1060	Cluster_1044	Cluster_0182	Zm00001d033250,Zm00001d033252	Zm00008a004603,Zm00008a004601
Nonsyntenic_Dup_1061	Cluster_1045	Cluster_0183	Zm00001d033254,Zm00001d033256	Zm00008a004607,Zm00008a004608
Nonsyntenic_Dup_1062	Cluster_1046	NA	Zm00001d033273,Zm00001d033272	Zm00008a004621
Nonsyntenic_Dup_1063	Cluster_1047	NA	Zm00001d033313,Zm00001d033314	Zm00008a004657
Nonsyntenic_Dup_1064	Cluster_1047	Cluster_0184	Zm00001d033313,Zm00001d033314	Zm00008a004659,Zm00008a004658
Nonsyntenic_Dup_1065	NA	Cluster_0185	Zm00001d033315	Zm00008a004664,Zm00008a004660
Nonsyntenic_Dup_1066	NA	Cluster_0185	Zm00001d033324	Zm00008a004664,Zm00008a004660
Nonsyntenic_Dup_1067	Cluster_1049	Cluster_0186	Zm00001d033362,Zm00001d033360	Zm00008a004688,Zm00008a004690
Nonsyntenic_Dup_1068	NA	Cluster_0187	Zm00001d033402	Zm00008a004725,Zm00008a004726
Nonsyntenic_Dup_1069	Cluster_1050	Cluster_0188	Zm00001d033413,Zm00001d033407,Zm00001d033412	Zm00008a004732,Zm00008a004733,Zm00008a004730
Nonsyntenic_Dup_1070	Cluster_1053	Cluster_0189	Zm00001d033442,Zm00001d033440,Zm00001d033429,Zm00001d033434,Zm00001d033436,Zm00001d033430,Zm00001d033433,Zm00001d033438	Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757,Zm00008a004748,Zm00008a004746,Zm00008a004745
Nonsyntenic_Dup_1071	Cluster_1053	Cluster_0191	Zm00001d033442,Zm00001d033440,Zm00001d033429,Zm00001d033434,Zm00001d033436,Zm00001d033430,Zm00001d033433,Zm00001d033438	Zm00008a004758,Zm00008a004755,Zm00008a004752,Zm00008a004749
Nonsyntenic_Dup_1072	NA	Cluster_0189	Zm00001d033444	Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757,Zm00008a004748,Zm00008a004746,Zm00008a004745
Nonsyntenic_Dup_1073	Cluster_1054	Cluster_0192	Zm00001d033462,Zm00001d033464,Zm00001d033463,Zm00001d033460	Zm00008a004770,Zm00008a004771,Zm00008a004767,Zm00008a004769,Zm00008a004768
Nonsyntenic_Dup_1074	Cluster_1056	Cluster_0194	Zm00001d033516,Zm00001d033514	Zm00008a004819,Zm00008a004820
Nonsyntenic_Dup_1075	Cluster_1057	Cluster_0195	Zm00001d033531,Zm00001d033530	Zm00008a004835,Zm00008a004836
