ClusterID	Genes	Width	
Cluster_0862	Zm00008a023632,Zm00008a023633	2
Cluster_0863	Zm00008a023649,Zm00008a023656	8
Cluster_0864	Zm00008a023673,Zm00008a023675	3
Cluster_0865	Zm00008a023691,Zm00008a023692,Zm00008a023695	5
Cluster_0866	Zm00008a023703,Zm00008a023704,Zm00008a023708	6
Cluster_0867	Zm00008a023784,Zm00008a023796	13
Cluster_0868	Zm00008a023825,Zm00008a023826	2
Cluster_0869	Zm00008a023833,Zm00008a023834,Zm00008a023836,Zm00008a023837,Zm00008a023838	6
Cluster_0870	Zm00008a023862,Zm00008a023864	3
Cluster_0871	Zm00008a023863,Zm00008a023866,Zm00008a023871	9
Cluster_0872	Zm00008a023877,Zm00008a023878	2
Cluster_0873	Zm00008a023882,Zm00008a023883	2
Cluster_0874	Zm00008a023921,Zm00008a023922	2
Cluster_0875	Zm00008a023943,Zm00008a023944,Zm00008a023949	7
Cluster_0876	Zm00008a023945,Zm00008a023947	3
Cluster_0877	Zm00008a023956,Zm00008a023958	3
Cluster_0878	Zm00008a023976,Zm00008a023984	9
Cluster_0879	Zm00008a023977,Zm00008a023985,Zm00008a023986	10
Cluster_0880	Zm00008a023980,Zm00008a023981	2
Cluster_0881	Zm00008a024007,Zm00008a024008	2
Cluster_0882	Zm00008a024033,Zm00008a024037	5
Cluster_0883	Zm00008a024072,Zm00008a024073	2
Cluster_0884	Zm00008a024132,Zm00008a024133	2
Cluster_0885	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200	6
Cluster_0886	Zm00008a024241,Zm00008a024242	2
Cluster_0887	Zm00008a024287,Zm00008a024293	7
Cluster_0888	Zm00008a024288,Zm00008a024294,Zm00008a024300	13
Cluster_0889	Zm00008a024289,Zm00008a024296	8
Cluster_0890	Zm00008a024290,Zm00008a024291,Zm00008a024297,Zm00008a024306	17
Cluster_0891	Zm00008a024322,Zm00008a024325	4
Cluster_0892	Zm00008a024327,Zm00008a024328	2
Cluster_0893	Zm00008a024330,Zm00008a024331,Zm00008a024333	4
Cluster_0894	Zm00008a024332,Zm00008a024334,Zm00008a024335	4
Cluster_0895	Zm00008a024390,Zm00008a024391	2
Cluster_0896	Zm00008a024403,Zm00008a024404	2
Cluster_0897	Zm00008a024530,Zm00008a024531	2
Cluster_0898	Zm00008a024543,Zm00008a024545,Zm00008a024546	4
Cluster_0899	Zm00008a024594,Zm00008a024596,Zm00008a024598,Zm00008a024599	6
Cluster_0900	Zm00008a024613,Zm00008a024614	2
Cluster_0901	Zm00008a024685,Zm00008a024686	2
Cluster_0902	Zm00008a024687,Zm00008a024689	3
Cluster_0903	Zm00008a024716,Zm00008a024718	3
Cluster_0904	Zm00008a024725,Zm00008a024728	4
Cluster_0905	Zm00008a024732,Zm00008a024733,Zm00008a024734,Zm00008a024735,Zm00008a024736,Zm00008a024737,Zm00008a024738,Zm00008a024739,Zm00008a024740,Zm00008a024741	10
Cluster_0906	Zm00008a024782,Zm00008a024783	2
Cluster_0907	Zm00008a024794,Zm00008a024802	9
Cluster_0908	Zm00008a024816,Zm00008a024818	3
Cluster_0909	Zm00008a024817,Zm00008a024819,Zm00008a024820	4
Cluster_0910	Zm00008a024862,Zm00008a024863,Zm00008a024864	3
Cluster_0911	Zm00008a024901,Zm00008a024902	2
Cluster_0912	Zm00008a024940,Zm00008a024941,Zm00008a024942	3
Cluster_0913	Zm00008a024957,Zm00008a024958	2
Cluster_0914	Zm00008a024971,Zm00008a024972	2
Cluster_0915	Zm00008a025019,Zm00008a025021	3
Cluster_0916	Zm00008a025090,Zm00008a025091	2
Cluster_0917	Zm00008a025115,Zm00008a025116	2
Cluster_0918	Zm00008a025165,Zm00008a025167,Zm00008a025168	4
Cluster_0919	Zm00008a025171,Zm00008a025174	4
Cluster_0920	Zm00008a025179,Zm00008a025180	2
Cluster_0921	Zm00008a025181,Zm00008a025189,Zm00008a025191	11
Cluster_0922	Zm00008a025265,Zm00008a025266	2
Cluster_0923	Zm00008a025289,Zm00008a025290	2
Cluster_0924	Zm00008a025330,Zm00008a025333	4
Cluster_0925	Zm00008a025334,Zm00008a025343	10
Cluster_0926	Zm00008a025369,Zm00008a025371	3
Cluster_0927	Zm00008a025370,Zm00008a025372	3
Cluster_0928	Zm00008a025387,Zm00008a025388	2
Cluster_0929	Zm00008a025402,Zm00008a025417	16
Cluster_0930	Zm00008a025410,Zm00008a025423	14
Cluster_0931	Zm00008a025425,Zm00008a025426	2
Cluster_0932	Zm00008a025444,Zm00008a025445	2
Cluster_0933	Zm00008a025469,Zm00008a025470	2
Cluster_0934	Zm00008a025490,Zm00008a025492	3
Cluster_0935	Zm00008a025558,Zm00008a025563	6
Cluster_0936	Zm00008a025559,Zm00008a025560,Zm00008a025561,Zm00008a025565,Zm00008a025577	19
Cluster_0937	Zm00008a025569,Zm00008a025570	2
Cluster_0938	Zm00008a025604,Zm00008a025605	2
Cluster_0939	Zm00008a025610,Zm00008a025611	2
Cluster_0940	Zm00008a025621,Zm00008a025622	2
Cluster_0941	Zm00008a025642,Zm00008a025644	3
Cluster_0942	Zm00008a025649,Zm00008a025650	2
Cluster_0943	Zm00008a025686,Zm00008a025688	3
Cluster_0944	Zm00008a025699,Zm00008a025700	2
Cluster_0945	Zm00008a025794,Zm00008a025795,Zm00008a025796,Zm00008a025797,Zm00008a025799	6
Cluster_0946	Zm00008a025811,Zm00008a025817	7
Cluster_0947	Zm00008a025820,Zm00008a025830	11
Cluster_0948	Zm00008a025855,Zm00008a025868	14
Cluster_0949	Zm00008a025856,Zm00008a025857	2
Cluster_0950	Zm00008a025866,Zm00008a025867	2
Cluster_0951	Zm00008a025915,Zm00008a025916	2
Cluster_0952	Zm00008a025973,Zm00008a025974,Zm00008a025975,Zm00008a025976,Zm00008a025979	7
Cluster_0953	Zm00008a025995,Zm00008a026001	7
Cluster_0954	Zm00008a025996,Zm00008a026002	7
Cluster_0955	Zm00008a026025,Zm00008a026031	7
Cluster_0956	Zm00008a026026,Zm00008a026030	5
Cluster_0957	Zm00008a026035,Zm00008a026043	9
Cluster_0958	Zm00008a026083,Zm00008a026085	3
Cluster_0959	Zm00008a026116,Zm00008a026117	2
Cluster_0960	Zm00008a026140,Zm00008a026141,Zm00008a026142,Zm00008a026144	5
Cluster_0961	Zm00008a026186,Zm00008a026187,Zm00008a026188,Zm00008a026189	4
Cluster_0962	Zm00008a026219,Zm00008a026220	2
Cluster_0963	Zm00008a026230,Zm00008a026231	2
Cluster_0964	Zm00008a026237,Zm00008a026238,Zm00008a026239	3
Cluster_0965	Zm00008a026241,Zm00008a026242	2
Cluster_0966	Zm00008a026338,Zm00008a026339	2
Cluster_0967	Zm00008a026342,Zm00008a026343	2
Cluster_0968	Zm00008a026360,Zm00008a026362	3
Cluster_0969	Zm00008a026454,Zm00008a026455	2
Cluster_0970	Zm00008a026477,Zm00008a026478	2
Cluster_0971	Zm00008a026495,Zm00008a026509	15
Cluster_0972	Zm00008a026502,Zm00008a026503	2
Cluster_0973	Zm00008a026505,Zm00008a026506	2
Cluster_0974	Zm00008a026529,Zm00008a026530	2
Cluster_0975	Zm00008a026532,Zm00008a026534,Zm00008a026536	5
Cluster_0976	Zm00008a026570,Zm00008a026574	5
Cluster_0977	Zm00008a026578,Zm00008a026580	3
Cluster_0978	Zm00008a026638,Zm00008a026639	2
Cluster_0979	Zm00008a026650,Zm00008a026651,Zm00008a026652,Zm00008a026653	4
Cluster_0980	Zm00008a026666,Zm00008a026668,Zm00008a026669,Zm00008a026670	5
Cluster_0981	Zm00008a026688,Zm00008a026707,Zm00008a026721,Zm00008a026728	41
Cluster_0982	Zm00008a026694,Zm00008a026695,Zm00008a026704,Zm00008a026705,Zm00008a026708,Zm00008a026710	17
Cluster_0983	Zm00008a026697,Zm00008a026698,Zm00008a026699	3
Cluster_0984	Zm00008a026701,Zm00008a026702	2
Cluster_0985	Zm00008a026718,Zm00008a026719,Zm00008a026730	13
Cluster_0986	Zm00008a026740,Zm00008a026741	2
Cluster_0987	Zm00008a026742,Zm00008a026743	2
Cluster_0988	Zm00008a026763,Zm00008a026766,Zm00008a026767,Zm00008a026768,Zm00008a026769,Zm00008a026770	8
Cluster_0989	Zm00008a026827,Zm00008a026833	7
Cluster_0990	Zm00008a026838,Zm00008a026839	2
Cluster_0991	Zm00008a026841,Zm00008a026842	2
Cluster_0992	Zm00008a026843,Zm00008a026844,Zm00008a026845,Zm00008a026852	10
Cluster_0993	Zm00008a026866,Zm00008a026867,Zm00008a026868,Zm00008a026869,Zm00008a026870	5
Cluster_0994	Zm00008a026920,Zm00008a026921	2
Cluster_0995	Zm00008a026949,Zm00008a026951	3
Cluster_0996	Zm00008a026963,Zm00008a026964	2
Cluster_0997	Zm00008a026967,Zm00008a026969,Zm00008a026971,Zm00008a026972	6
Cluster_0998	Zm00008a026980,Zm00008a026981	2
Cluster_0999	Zm00008a026998,Zm00008a026999	2
Cluster_1000	Zm00008a027005,Zm00008a027006,Zm00008a027008	4
Cluster_1001	Zm00008a027020,Zm00008a027024,Zm00008a027025	6
Cluster_1002	Zm00008a027037,Zm00008a027038	2
Cluster_1003	Zm00008a027064,Zm00008a027065,Zm00008a027066,Zm00008a027067	4
Cluster_1004	Zm00008a027114,Zm00008a027115	2
Cluster_1005	Zm00008a027129,Zm00008a027130	2
Cluster_1006	Zm00008a027137,Zm00008a027138	2
Cluster_1007	Zm00008a027143,Zm00008a027144	2
Cluster_1008	Zm00008a027146,Zm00008a027147,Zm00008a027151	6
Cluster_1009	Zm00008a027155,Zm00008a027159	5
Cluster_1010	Zm00008a027161,Zm00008a027162	2
Cluster_1011	Zm00008a027168,Zm00008a027169	2
Cluster_1012	Zm00008a027175,Zm00008a027177	3
Cluster_1013	Zm00008a027179,Zm00008a027180	2
Cluster_1014	Zm00008a027182,Zm00008a027186	5
Cluster_1015	Zm00008a027197,Zm00008a027198	2
Cluster_1016	Zm00008a027231,Zm00008a027232,Zm00008a027235,Zm00008a027243	13
Cluster_1017	Zm00008a027257,Zm00008a027258	2
Cluster_1018	Zm00008a027262,Zm00008a027264	3
Cluster_1019	Zm00008a027379,Zm00008a027380	2
Cluster_1020	Zm00008a027384,Zm00008a027385	2
Cluster_1021	Zm00008a027408,Zm00008a027409	2
Cluster_1022	Zm00008a027412,Zm00008a027413	2
Cluster_1023	Zm00008a027451,Zm00008a027452	2
Cluster_1024	Zm00008a027486,Zm00008a027488	3
Cluster_1025	Zm00008a027493,Zm00008a027496	4
Cluster_1026	Zm00008a027535,Zm00008a027536	2
Cluster_1027	Zm00008a027565,Zm00008a027566	2
Cluster_1028	Zm00008a027747,Zm00008a027757	11
Cluster_1029	Zm00008a027751,Zm00008a027755	5
Cluster_1030	Zm00008a027780,Zm00008a027791,Zm00008a027800,Zm00008a027802	23
Cluster_1031	Zm00008a027801,Zm00008a027803	3
Cluster_1032	Zm00008a027848,Zm00008a027849	2
Cluster_1033	Zm00008a027855,Zm00008a027856,Zm00008a027857	3
Cluster_1034	Zm00008a027861,Zm00008a027869	9
Cluster_1035	Zm00008a027862,Zm00008a027863,Zm00008a027870	9
Cluster_1036	Zm00008a027866,Zm00008a027872	7
Cluster_1037	Zm00008a027867,Zm00008a027873	7
Cluster_1038	Zm00008a027874,Zm00008a027877	4
Cluster_1039	Zm00008a027890,Zm00008a027891	2
Cluster_1040	Zm00008a027902,Zm00008a027903	2
Cluster_1041	Zm00008a027973,Zm00008a027974,Zm00008a027975	3
Cluster_1042	Zm00008a027979,Zm00008a027982	4
Cluster_1043	Zm00008a028043,Zm00008a028046	4
Cluster_1044	Zm00008a028058,Zm00008a028060	3
Cluster_1045	Zm00008a028061,Zm00008a028062	2
Cluster_1046	Zm00008a028069,Zm00008a028070	2
Cluster_1047	Zm00008a028071,Zm00008a028072	2
Cluster_1048	Zm00008a028086,Zm00008a028087,Zm00008a028091,Zm00008a028092	7
Cluster_1049	Zm00008a028094,Zm00008a028096	3
Cluster_1050	Zm00008a028110,Zm00008a028112,Zm00008a028113	4
Cluster_1051	Zm00008a028124,Zm00008a028125	2
Cluster_1052	Zm00008a028132,Zm00008a028134	3
Cluster_1053	Zm00008a028142,Zm00008a028145	4
Cluster_1054	Zm00008a028196,Zm00008a028197	2
Cluster_1055	Zm00008a028204,Zm00008a028205	2
Cluster_1056	Zm00008a028242,Zm00008a028243,Zm00008a028246,Zm00008a028249,Zm00008a028250,Zm00008a028252,Zm00008a028253	12
Cluster_1057	Zm00008a028254,Zm00008a028255,Zm00008a028256	3
Cluster_1058	Zm00008a028275,Zm00008a028276	2
Cluster_1059	Zm00008a028281,Zm00008a028288,Zm00008a028289,Zm00008a028290,Zm00008a028291,Zm00008a028292,Zm00008a028293,Zm00008a028294,Zm00008a028295	15
Cluster_1060	Zm00008a028299,Zm00008a028300,Zm00008a028301,Zm00008a028302	4
Cluster_1061	Zm00008a028334,Zm00008a028341	8
Cluster_1062	Zm00008a028379,Zm00008a028380	2
Cluster_1063	Zm00008a028444,Zm00008a028445,Zm00008a028446,Zm00008a028447	4
Cluster_1064	Zm00008a028516,Zm00008a028517	2
Cluster_1065	Zm00008a028534,Zm00008a028536	3
Cluster_1066	Zm00008a028548,Zm00008a028549	2
Cluster_1067	Zm00008a028582,Zm00008a028583	2
Cluster_1068	Zm00008a028633,Zm00008a028634	2
Cluster_1069	Zm00008a028661,Zm00008a028668	8
Cluster_1070	Zm00008a028776,Zm00008a028777	2
Cluster_1071	Zm00008a028807,Zm00008a028809	3
Cluster_1072	Zm00008a028808,Zm00008a028811	4
Cluster_1073	Zm00008a028848,Zm00008a028849	2
Cluster_1074	Zm00008a028860,Zm00008a028862	3
Cluster_1075	Zm00008a028905,Zm00008a028906	2
Cluster_1076	Zm00008a028915,Zm00008a028916	2
Cluster_1077	Zm00008a028965,Zm00008a028966	2
Cluster_1078	Zm00008a028986,Zm00008a028987	2
Cluster_1079	Zm00008a029006,Zm00008a029007,Zm00008a029008,Zm00008a029010,Zm00008a029012,Zm00008a029013,Zm00008a029015,Zm00008a029017,Zm00008a029021,Zm00008a029026	21
Cluster_1080	Zm00008a029014,Zm00008a029019,Zm00008a029025	12
Cluster_1081	Zm00008a029033,Zm00008a029034	2
Cluster_1082	Zm00008a029049,Zm00008a029061,Zm00008a029063	15
Cluster_1083	Zm00008a029052,Zm00008a029059	8
Cluster_1084	Zm00008a029054,Zm00008a029057	4
Cluster_1085	Zm00008a029055,Zm00008a029056	2
Cluster_1086	Zm00008a029065,Zm00008a029068,Zm00008a029069	5
Cluster_1087	Zm00008a029071,Zm00008a029072	2
Cluster_1088	Zm00008a029081,Zm00008a029092	12
Cluster_1089	Zm00008a029146,Zm00008a029147,Zm00008a029150	5
Cluster_1090	Zm00008a029173,Zm00008a029174,Zm00008a029175	3
Cluster_1091	Zm00008a029199,Zm00008a029200,Zm00008a029201,Zm00008a029202,Zm00008a029203	5
Cluster_1092	Zm00008a029241,Zm00008a029248	8
Cluster_1093	Zm00008a029264,Zm00008a029266	3
Cluster_1094	Zm00008a029300,Zm00008a029301	2
Cluster_1095	Zm00008a029306,Zm00008a029307	2
Cluster_1096	Zm00008a029311,Zm00008a029314	4
Cluster_1097	Zm00008a029312,Zm00008a029315	4
Cluster_1098	Zm00008a029324,Zm00008a029328	5
Cluster_1099	Zm00008a029363,Zm00008a029378	16
Cluster_1100	Zm00008a029392,Zm00008a029393	2
Cluster_1101	Zm00008a029404,Zm00008a029405	2
Cluster_1102	Zm00008a029474,Zm00008a029475,Zm00008a029476,Zm00008a029477,Zm00008a029479,Zm00008a029480	7
Cluster_1103	Zm00008a029499,Zm00008a029502,Zm00008a029504,Zm00008a029505	7
Cluster_1104	Zm00008a029613,Zm00008a029614,Zm00008a029615,Zm00008a029618	6
Cluster_1105	Zm00008a029620,Zm00008a029621	2
Cluster_1106	Zm00008a029651,Zm00008a029656	6
Cluster_1107	Zm00008a029653,Zm00008a029655	3
Cluster_1108	Zm00008a029782,Zm00008a029783	2
Cluster_1109	Zm00008a029817,Zm00008a029818,Zm00008a029819	3
Cluster_1110	Zm00008a029867,Zm00008a029868	2
Cluster_1111	Zm00008a029882,Zm00008a029883	2
Cluster_1112	Zm00008a029890,Zm00008a029891,Zm00008a029892	3
Cluster_1113	Zm00008a029955,Zm00008a029956	2
Cluster_1114	Zm00008a029989,Zm00008a029990	2
Cluster_1115	Zm00008a030017,Zm00008a030018	2
Cluster_1116	Zm00008a030038,Zm00008a030039	2
Cluster_1117	Zm00008a030065,Zm00008a030069	5
Cluster_1118	Zm00008a030081,Zm00008a030082	2
Cluster_1119	Zm00008a030107,Zm00008a030109	3
Cluster_1120	Zm00008a030116,Zm00008a030117	2
Cluster_1121	Zm00008a030289,Zm00008a030295	7
Cluster_1122	Zm00008a030292,Zm00008a030293	2
Cluster_1123	Zm00008a030297,Zm00008a030298	2
Cluster_1124	Zm00008a030316,Zm00008a030319,Zm00008a030320,Zm00008a030321,Zm00008a030325	10
Cluster_1125	Zm00008a030363,Zm00008a030364,Zm00008a030366,Zm00008a030367	5
Cluster_1126	Zm00008a030414,Zm00008a030415	2
Cluster_1127	Zm00008a030459,Zm00008a030460	2
Cluster_1128	Zm00008a030474,Zm00008a030475	2
Cluster_1129	Zm00008a030489,Zm00008a030490	2
Cluster_1130	Zm00008a030498,Zm00008a030499	2
Cluster_1131	Zm00008a030684,Zm00008a030686	3
Cluster_1132	Zm00008a030693,Zm00008a030695	3
Cluster_1133	Zm00008a030776,Zm00008a030777	2
Cluster_1134	Zm00008a030804,Zm00008a030807,Zm00008a030809	6
Cluster_1135	Zm00008a030839,Zm00008a030840,Zm00008a030842	4
Cluster_1136	Zm00008a030874,Zm00008a030875	2
Cluster_1137	Zm00008a030895,Zm00008a030899	5
Cluster_1138	Zm00008a030896,Zm00008a030900	5
Cluster_1139	Zm00008a030898,Zm00008a030902	5
Cluster_1140	Zm00008a030945,Zm00008a030959	15
Cluster_1141	Zm00008a030946,Zm00008a030960	15
Cluster_1142	Zm00008a030947,Zm00008a030961	15
Cluster_1143	Zm00008a031000,Zm00008a031001,Zm00008a031017	18
Cluster_1144	Zm00008a031014,Zm00008a031015	2
Cluster_1145	Zm00008a031025,Zm00008a031028	4
Cluster_1146	Zm00008a031066,Zm00008a031069	4
Cluster_1147	Zm00008a031123,Zm00008a031124	2
Cluster_1148	Zm00008a031179,Zm00008a031182,Zm00008a031183,Zm00008a031195	17
Cluster_1149	Zm00008a031222,Zm00008a031226	5
Cluster_1150	Zm00008a031223,Zm00008a031227	5
Cluster_1151	Zm00008a031283,Zm00008a031284	2
Cluster_1152	Zm00008a031298,Zm00008a031299	2
Cluster_1153	Zm00008a031329,Zm00008a031330	2
Cluster_1154	Zm00008a031382,Zm00008a031383	2
Cluster_1155	Zm00008a031409,Zm00008a031410	2
Cluster_1156	Zm00008a031411,Zm00008a031417	7
Cluster_1157	Zm00008a031418,Zm00008a031419	2
Cluster_1158	Zm00008a031586,Zm00008a031587	2
Cluster_1159	Zm00008a031588,Zm00008a031589	2
Cluster_1160	Zm00008a031594,Zm00008a031595	2
Cluster_1161	Zm00008a031643,Zm00008a031645	3
Cluster_1162	Zm00008a031654,Zm00008a031656	3
Cluster_1163	Zm00008a031752,Zm00008a031753	2
Cluster_1164	Zm00008a031760,Zm00008a031761	2
Cluster_1165	Zm00008a031786,Zm00008a031799,Zm00008a031809	24
Cluster_1166	Zm00008a031805,Zm00008a031819	15
Cluster_1167	Zm00008a031840,Zm00008a031841	2
Cluster_1168	Zm00008a031883,Zm00008a031889	7
Cluster_1169	Zm00008a032063,Zm00008a032064	2
Cluster_1170	Zm00008a032076,Zm00008a032077	2
Cluster_1171	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135	6
Cluster_1172	Zm00008a032148,Zm00008a032158	11
Cluster_1173	Zm00008a032203,Zm00008a032209	7
Cluster_1174	Zm00008a032232,Zm00008a032233	2
Cluster_1175	Zm00008a032260,Zm00008a032261,Zm00008a032262	3
Cluster_1176	Zm00008a032264,Zm00008a032266	3
Cluster_1177	Zm00008a032297,Zm00008a032301,Zm00008a032303	7
Cluster_1178	Zm00008a032314,Zm00008a032317	4
Cluster_1179	Zm00008a032378,Zm00008a032379	2
Cluster_1180	Zm00008a032389,Zm00008a032390	2
Cluster_1181	Zm00008a032404,Zm00008a032405	2
Cluster_1182	Zm00008a032462,Zm00008a032463	2
Cluster_1183	Zm00008a032484,Zm00008a032485	2
Cluster_1184	Zm00008a032499,Zm00008a032502	4
Cluster_1185	Zm00008a032533,Zm00008a032536	4
Cluster_1186	Zm00008a032555,Zm00008a032556	2
Cluster_1187	Zm00008a032558,Zm00008a032559,Zm00008a032560	3
Cluster_1188	Zm00008a032579,Zm00008a032581	3
Cluster_1189	Zm00008a032614,Zm00008a032615	2
Cluster_1190	Zm00008a032623,Zm00008a032624,Zm00008a032625,Zm00008a032626,Zm00008a032627	5
Cluster_1191	Zm00008a032647,Zm00008a032649	3
Cluster_1192	Zm00008a032670,Zm00008a032673	4
Cluster_1193	Zm00008a032682,Zm00008a032683	2
Cluster_1194	Zm00008a032720,Zm00008a032721	2
Cluster_1195	Zm00008a032748,Zm00008a032749,Zm00008a032750,Zm00008a032751,Zm00008a032752	5
Cluster_1196	Zm00008a032783,Zm00008a032786	4
Cluster_1197	Zm00008a032836,Zm00008a032841	6
Cluster_1198	Zm00008a032862,Zm00008a032863	2
Cluster_1199	Zm00008a032883,Zm00008a032884,Zm00008a032885,Zm00008a032892,Zm00008a032894	12
Cluster_1200	Zm00008a032889,Zm00008a032890	2
Cluster_1201	Zm00008a032941,Zm00008a032943	3
Cluster_1202	Zm00008a032957,Zm00008a032960	4
Cluster_1203	Zm00008a033040,Zm00008a033041	2
Cluster_1204	Zm00008a033083,Zm00008a033084	2
Cluster_1205	Zm00008a033094,Zm00008a033113,Zm00008a033123	30
Cluster_1206	Zm00008a033176,Zm00008a033177	2
Cluster_1207	Zm00008a033243,Zm00008a033244,Zm00008a033247,Zm00008a033250	8
Cluster_1208	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292	4
Cluster_1209	Zm00008a033299,Zm00008a033300,Zm00008a033301	3
Cluster_1210	Zm00008a033371,Zm00008a033372	2
Cluster_1211	Zm00008a033387,Zm00008a033388	2
Cluster_1212	Zm00008a033421,Zm00008a033422	2
Cluster_1213	Zm00008a033455,Zm00008a033457	3
Cluster_1214	Zm00008a033489,Zm00008a033490	2
Cluster_1215	Zm00008a033508,Zm00008a033509	2
Cluster_1216	Zm00008a033534,Zm00008a033535	2
Cluster_1217	Zm00008a033539,Zm00008a033540	2
Cluster_1218	Zm00008a033592,Zm00008a033593	2
Cluster_1219	Zm00008a033594,Zm00008a033598	5
Cluster_1220	Zm00008a033607,Zm00008a033610	4
Cluster_1221	Zm00008a033611,Zm00008a033612	2
Cluster_1222	Zm00008a033613,Zm00008a033623	11
Cluster_1223	Zm00008a033642,Zm00008a033644,Zm00008a033645	4
Cluster_1224	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	14
Cluster_1225	Zm00008a033652,Zm00008a033653,Zm00008a033654	3
Cluster_1226	Zm00008a033659,Zm00008a033660	2
Cluster_1227	Zm00008a033671,Zm00008a033677	7
Cluster_1228	Zm00008a033673,Zm00008a033675	3
Cluster_1229	Zm00008a033685,Zm00008a033686,Zm00008a033687	3
Cluster_1230	Zm00008a033710,Zm00008a033716	7
Cluster_1231	Zm00008a033717,Zm00008a033718	2
Cluster_1232	Zm00008a033761,Zm00008a033762	2
Cluster_1233	Zm00008a033771,Zm00008a033772	2
Cluster_1234	Zm00008a033777,Zm00008a033780,Zm00008a033782,Zm00008a033784,Zm00008a033785,Zm00008a033786,Zm00008a033787	11
Cluster_1235	Zm00008a033778,Zm00008a033781	4
Cluster_1236	Zm00008a033815,Zm00008a033819	5
Cluster_1237	Zm00008a033821,Zm00008a033822	2
Cluster_1238	Zm00008a033843,Zm00008a033846	4
Cluster_1239	Zm00008a033899,Zm00008a033900	2
Cluster_1240	Zm00008a033934,Zm00008a033939,Zm00008a033943	10
Cluster_1241	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	4
Cluster_1242	Zm00008a034005,Zm00008a034006	2
Cluster_1243	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035	10
Cluster_1244	Zm00008a034036,Zm00008a034037,Zm00008a034039	4
Cluster_1245	Zm00008a034079,Zm00008a034080	2
Cluster_1246	Zm00008a034094,Zm00008a034095	2
Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134	20
Cluster_1248	Zm00008a034122,Zm00008a034123	2
Cluster_1249	Zm00008a034143,Zm00008a034145	3
Cluster_1250	Zm00008a034216,Zm00008a034228,Zm00008a034229	14
Cluster_1251	Zm00008a034236,Zm00008a034237	2
Cluster_1252	Zm00008a034251,Zm00008a034253	3
Cluster_1253	Zm00008a034293,Zm00008a034298,Zm00008a034303	11
Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	15
Cluster_1255	Zm00008a034334,Zm00008a034335	2
Cluster_1256	Zm00008a034347,Zm00008a034348	2
Cluster_1257	Zm00008a034372,Zm00008a034374	3
Cluster_1258	Zm00008a034390,Zm00008a034391	2
Cluster_1259	Zm00008a034397,Zm00008a034398	2
Cluster_1260	Zm00008a034414,Zm00008a034417	4
Cluster_1261	Zm00008a034445,Zm00008a034446,Zm00008a034450	6
Cluster_1262	Zm00008a034448,Zm00008a034449	2
Cluster_1263	Zm00008a034463,Zm00008a034464	2
Cluster_1264	Zm00008a034553,Zm00008a034557,Zm00008a034568	16
Cluster_1265	Zm00008a034578,Zm00008a034579	2
Cluster_1266	Zm00008a034580,Zm00008a034581	2
Cluster_1267	Zm00008a034596,Zm00008a034597	2
Cluster_1268	Zm00008a034604,Zm00008a034605,Zm00008a034606	3
Cluster_1269	Zm00008a034624,Zm00008a034625	2
Cluster_1270	Zm00008a034657,Zm00008a034658	2
Cluster_1271	Zm00008a034702,Zm00008a034703	2
Cluster_1272	Zm00008a034708,Zm00008a034709	2
Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737	13
Cluster_1274	Zm00008a034761,Zm00008a034762,Zm00008a034763	3
Cluster_1275	Zm00008a034777,Zm00008a034778	2
Cluster_1276	Zm00008a034802,Zm00008a034803	2
Cluster_1277	Zm00008a034821,Zm00008a034822	2
Cluster_1278	Zm00008a034832,Zm00008a034839	8
Cluster_1279	Zm00008a034873,Zm00008a034884	12
Cluster_1280	Zm00008a034947,Zm00008a034948	2
Cluster_1281	Zm00008a034970,Zm00008a034972	3
Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032	11
Cluster_1283	Zm00008a035034,Zm00008a035035	2
Cluster_1284	Zm00008a035046,Zm00008a035051	6
Cluster_1285	Zm00008a035063,Zm00008a035064	2
Cluster_1286	Zm00008a035082,Zm00008a035083,Zm00008a035084	3
Cluster_1287	Zm00008a035103,Zm00008a035104	2
Cluster_1288	Zm00008a035119,Zm00008a035120	2
Cluster_1289	Zm00008a035131,Zm00008a035135	5
Cluster_1290	Zm00008a035133,Zm00008a035134	2
Cluster_1291	Zm00008a035210,Zm00008a035215	6
Cluster_1292	Zm00008a035247,Zm00008a035248	2
Cluster_1293	Zm00008a035265,Zm00008a035267	3
Cluster_1294	Zm00008a035342,Zm00008a035343	2
